,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E285_345,NA,0.4309,NA,NA
E183_260,NA,0.32412,NA,NA
E824_277,NA,0.34548,NA,NA
E486_314,NA,0.39196,NA,NA
E180_196,0.24372,NA,NA,NA
E499_188,NA,NA,NA,0.23367
E812_415,0.51884,NA,NA,NA
E463_450,NA,0.56281,NA,NA
E694_465,NA,0.58166,NA,NA
E240_493,NA,0.61683,NA,NA
E246_208,0.25879,NA,NA,NA
E361_150,NA,NA,0.18593,NA
E920_72,NA,0.08794,NA,NA
E122_85,0.10427,NA,NA,NA
E289_160,0.19849,NA,NA,NA
E882_496,NA,0.6206,NA,NA
E821_777,NA,NA,NA,0.97362
E266_40,NA,NA,NA,0.04774
E162_15,NA,0.01633,NA,NA
E442_308,NA,0.38442,NA,NA
E199_794,NA,0.99497,NA,NA
E11_508,0.63568,NA,NA,NA
E498_684,NA,0.85678,NA,NA
E195_660,NA,0.82663,NA,NA
E742_617,NA,NA,0.77261,NA
E900_712,NA,0.89196,NA,NA
E847_291,NA,0.36307,NA,NA
E647_179,0.22236,NA,NA,NA
E911_545,NA,0.68216,NA,NA
E510_144,0.17839,NA,NA,NA
E399_175,NA,0.21734,NA,NA
E229_79,NA,0.09673,NA,NA
E889_125,NA,0.15452,NA,NA
E31_20,NA,0.02261,NA,NA
E252_329,NA,NA,0.4108,NA
E918_73,NA,0.0892,NA,NA
E655_642,NA,NA,NA,0.80402
E899_676,NA,0.84673,NA,NA
E761_632,NA,0.79146,NA,NA
E250_92,NA,0.11307,NA,NA
E747_594,0.74372,NA,NA,NA
E962_125,NA,0.15452,NA,NA
E546_418,NA,NA,0.52261,NA
E413_478,0.59799,NA,NA,NA
E395_46,NA,NA,0.05528,NA
E204_332,0.41457,NA,NA,NA
E447_557,NA,0.69724,NA,NA
E858_588,NA,0.73618,NA,NA
E474_383,NA,NA,NA,0.47864
E722_84,NA,NA,0.10302,NA
E690_464,NA,NA,0.5804,NA
E65_719,NA,0.90075,NA,NA
E886_556,0.69598,NA,NA,NA
E380_118,NA,0.14573,NA,NA
E166_544,NA,0.6809,NA,NA
E743_483,0.60427,NA,NA,NA
E528_200,NA,0.24874,NA,NA
E874_543,NA,0.67965,NA,NA
E304_788,NA,NA,NA,0.98744
E717_498,NA,0.62312,NA,NA
E658_482,NA,NA,0.60302,NA
E990_659,NA,0.82538,NA,NA
E631_677,NA,0.84799,NA,NA
E651_734,NA,0.9196,NA,NA
E646_653,NA,0.81784,NA,NA
E641_339,0.42337,NA,NA,NA
E177_380,NA,NA,0.47487,NA
E458_658,NA,0.82412,NA,NA
E193_84,NA,0.10302,NA,NA
E948_647,NA,0.8103,NA,NA
E406_529,0.66206,NA,NA,NA
E412_463,NA,0.57915,NA,NA
E828_371,NA,NA,0.46357,NA
E140_57,NA,0.0691,NA,NA
E390_48,NA,0.05779,NA,NA
E540_77,0.09422,NA,NA,NA
E861_182,NA,NA,0.22613,NA
E951_188,0.23367,NA,NA,NA
E769_164,NA,0.20352,NA,NA
E267_206,NA,NA,0.25628,NA
E924_88,NA,0.10804,NA,NA
E825_68,NA,NA,NA,0.08291
E357_375,NA,NA,0.46859,NA
E347_665,NA,0.83291,NA,NA
E855_232,NA,NA,NA,0.28894
E89_21,NA,NA,NA,0.02387
E759_316,NA,0.39447,NA,NA
E294_328,NA,NA,0.40955,NA
E453_283,NA,NA,0.35302,NA
E280_778,0.97487,NA,NA,NA
E898_15,NA,NA,NA,0.01633
E265_585,NA,NA,NA,0.73241
E675_137,NA,NA,NA,0.1696
E572_27,NA,0.03141,NA,NA
E22_423,0.52889,NA,NA,NA
E928_60,NA,NA,0.07286,NA
E0_528,NA,NA,NA,0.6608
E643_265,NA,0.3304,NA,NA
E37_58,NA,NA,NA,0.07035
E194_776,0.97236,NA,NA,NA
E496_196,0.24372,NA,NA,NA
E490_61,NA,0.07412,NA,NA
E772_200,0.24874,NA,NA,NA
E221_546,NA,NA,NA,0.68342
E862_11,NA,0.01131,NA,NA
E147_609,NA,NA,NA,0.76256
E706_301,NA,NA,NA,0.37563
E634_38,0.04523,NA,NA,NA
E671_625,NA,0.78266,NA,NA
E369_437,0.54648,NA,NA,NA
E935_50,0.0603,NA,NA,NA
E297_224,NA,0.27889,NA,NA
E409_166,NA,NA,NA,0.20603
E114_484,NA,0.60553,NA,NA
E672_672,0.84171,NA,NA,NA
E345_717,0.89824,NA,NA,NA
E534_440,NA,0.55025,NA,NA
E995_226,NA,0.28141,NA,NA
E543_107,NA,0.13191,NA,NA
E820_329,0.4108,NA,NA,NA
E971_785,NA,NA,0.98367,NA
E604_156,0.19347,NA,NA,NA
E200_118,NA,0.14573,NA,NA
E514_112,NA,NA,0.13819,NA
E385_514,0.64322,NA,NA,NA
E466_360,NA,0.44975,NA,NA
E128_484,NA,0.60553,NA,NA
E101_265,NA,0.3304,NA,NA
E607_156,NA,0.19347,NA,NA
E156_304,NA,NA,NA,0.3794
E939_561,NA,0.70226,NA,NA
E703_45,NA,0.05402,NA,NA
E650_553,0.69221,NA,NA,NA
E66_450,NA,0.56281,NA,NA
E682_390,NA,NA,NA,0.48744
E571_407,0.50879,NA,NA,NA
E687_199,0.24749,NA,NA,NA
E649_124,NA,0.15327,NA,NA
E721_5,NA,NA,0.00377,NA
E383_622,NA,0.77889,NA,NA
E859_601,NA,0.75251,NA,NA
E324_202,0.25126,NA,NA,NA
E584_162,NA,NA,0.20101,NA
E273_277,NA,NA,0.34548,NA
E676_87,NA,0.10678,NA,NA
E811_473,0.59171,NA,NA,NA
E815_117,NA,0.14447,NA,NA
E121_323,NA,NA,0.40327,NA
E434_366,NA,0.45729,NA,NA
E172_560,0.70101,NA,NA,NA
E683_666,0.83417,NA,NA,NA
E178_406,NA,0.50754,NA,NA
E241_700,0.87688,NA,NA,NA
E60_780,NA,0.97739,NA,NA
E313_184,NA,NA,NA,0.22864
E322_157,NA,NA,NA,0.19472
E389_59,NA,0.07161,NA,NA
E306_66,0.0804,NA,NA,NA
E321_200,NA,NA,NA,0.24874
E834_741,0.92839,NA,NA,NA
E662_679,NA,NA,0.8505,NA
E97_167,NA,0.20729,NA,NA
E337_376,NA,0.46985,NA,NA
E85_673,0.84296,NA,NA,NA
E530_546,NA,0.68342,NA,NA
E967_636,0.79648,NA,NA,NA
E449_638,NA,0.79899,NA,NA
E25_539,NA,0.67462,NA,NA
E151_317,NA,NA,NA,0.39573
E401_608,NA,NA,0.76131,NA
E739_10,NA,0.01005,NA,NA
E880_564,0.70603,NA,NA,NA
E372_599,0.75,NA,NA,NA
E130_12,NA,0.01256,NA,NA
E50_754,NA,0.94472,NA,NA
E4_686,NA,0.8593,NA,NA
E895_786,0.98492,NA,NA,NA
E872_299,NA,NA,NA,0.37312
E160_289,NA,0.36055,NA,NA
E86_290,0.36181,NA,NA,NA
E985_484,0.60553,NA,NA,NA
E670_653,NA,0.81784,NA,NA
E472_339,0.42337,NA,NA,NA
E527_97,0.11935,NA,NA,NA
E281_191,NA,0.23744,NA,NA
E215_706,0.88442,NA,NA,NA
E480_127,NA,0.15704,NA,NA
E850_414,NA,0.51759,NA,NA
E164_434,NA,0.54271,NA,NA
E574_509,0.63693,NA,NA,NA
E594_181,0.22487,NA,NA,NA
E633_308,NA,0.38442,NA,NA
E19_527,0.65955,NA,NA,NA
E427_369,NA,NA,NA,0.46106
E728_557,NA,0.69724,NA,NA
E84_213,0.26508,NA,NA,NA
E253_12,0.01256,NA,NA,NA
E52_756,NA,0.94724,NA,NA
E978_559,0.69975,NA,NA,NA
E323_434,0.54271,NA,NA,NA
E567_238,NA,0.29648,NA,NA
E597_576,NA,NA,NA,0.72111
E96_358,NA,NA,0.44724,NA
E384_582,0.72864,NA,NA,NA
E307_104,NA,NA,0.12814,NA
E149_287,0.35804,NA,NA,NA
E542_482,NA,0.60302,NA,NA
E860_346,NA,0.43216,NA,NA
E291_790,NA,0.98995,NA,NA
E801_672,0.84171,NA,NA,NA
E711_591,NA,0.73995,NA,NA
E349_782,NA,0.9799,NA,NA
E968_425,NA,0.53141,NA,NA
E531_294,NA,0.36683,NA,NA
E80_504,0.63065,NA,NA,NA
E123_632,0.79146,NA,NA,NA
E526_643,NA,0.80528,NA,NA
E207_241,NA,NA,0.30025,NA
E181_332,NA,0.41457,NA,NA
E311_152,NA,NA,0.18844,NA
E282_525,NA,0.65704,NA,NA
E813_577,NA,0.72236,NA,NA
E764_111,NA,0.13693,NA,NA
E780_330,NA,0.41206,NA,NA
E841_292,0.36432,NA,NA,NA
E5_602,NA,0.75377,NA,NA
E793_398,NA,NA,0.49749,NA
E236_565,NA,0.70729,NA,NA
E43_347,NA,NA,NA,0.43342
E750_69,0.08417,NA,NA,NA
E261_226,NA,NA,NA,0.28141
E157_494,NA,0.61809,NA,NA
E55_325,NA,0.40578,NA,NA
E245_395,NA,0.49372,NA,NA
E205_736,NA,0.92211,NA,NA
E544_428,NA,0.53518,NA,NA
E559_490,NA,NA,0.61307,NA
E295_637,NA,0.79774,NA,NA
E441_323,NA,0.40327,NA,NA
E973_134,NA,0.16583,NA,NA
E628_138,NA,NA,NA,0.17085
E222_707,NA,0.88568,NA,NA
E259_27,NA,0.03141,NA,NA
E493_327,NA,0.40829,NA,NA
E341_755,0.94598,NA,NA,NA
E609_233,NA,0.2902,NA,NA
E823_41,0.04899,NA,NA,NA
E629_359,NA,0.44849,NA,NA
E420_519,NA,0.6495,NA,NA
E992_138,0.17085,NA,NA,NA
E375_356,NA,0.44472,NA,NA
E148_751,NA,0.94095,NA,NA
E505_756,NA,NA,0.94724,NA
E921_60,NA,0.07286,NA,NA
E763_429,NA,NA,0.53643,NA
E90_112,NA,0.13819,NA,NA
E461_514,NA,NA,NA,0.64322
E661_363,NA,0.45352,NA,NA
E583_548,NA,0.68593,NA,NA
E624_677,0.84799,NA,NA,NA
E143_3,0.00126,NA,NA,NA
E386_189,NA,0.23492,NA,NA
E870_421,NA,NA,0.52638,NA
E702_18,NA,0.0201,NA,NA
E482_307,0.38317,NA,NA,NA
E586_430,NA,NA,0.53769,NA
E10_48,0.05779,NA,NA,NA
E541_202,NA,0.25126,NA,NA
E845_128,0.15829,NA,NA,NA
E388_533,0.66709,NA,NA,NA
E438_444,0.55528,NA,NA,NA
E929_620,0.77638,NA,NA,NA
E344_544,NA,0.6809,NA,NA
E940_289,NA,0.36055,NA,NA
E744_352,0.4397,NA,NA,NA
E768_214,0.26633,NA,NA,NA
E202_762,NA,0.95477,NA,NA
E925_586,NA,0.73367,NA,NA
E956_266,0.33166,NA,NA,NA
E360_329,NA,0.4108,NA,NA
E551_449,NA,0.56156,NA,NA
E299_291,NA,0.36307,NA,NA
E693_456,0.57035,NA,NA,NA
E92_18,NA,0.0201,NA,NA
E605_685,0.85804,NA,NA,NA
E507_362,NA,0.45226,NA,NA
E831_72,NA,NA,0.08794,NA
E108_738,NA,0.92462,NA,NA
E256_195,NA,0.24246,NA,NA
E652_161,NA,0.19975,NA,NA
E99_304,NA,0.3794,NA,NA
E561_374,NA,NA,NA,0.46734
E830_80,NA,NA,0.09799,NA
E353_97,NA,0.11935,NA,NA
E942_251,NA,NA,0.31281,NA
E796_511,0.63945,NA,NA,NA
E27_587,0.73492,NA,NA,NA
E300_208,NA,NA,NA,0.25879
E656_307,NA,NA,0.38317,NA
E725_410,0.51256,NA,NA,NA
E718_353,NA,0.44095,NA,NA
E524_341,NA,0.42588,NA,NA
E775_212,NA,0.26382,NA,NA
E580_465,NA,0.58166,NA,NA
E509_26,NA,0.03015,NA,NA
E352_124,NA,0.15327,NA,NA
E582_426,0.53266,NA,NA,NA
E966_606,0.75879,NA,NA,NA
E382_145,0.17965,NA,NA,NA
E664_274,NA,NA,0.34171,NA
E665_213,0.26508,NA,NA,NA
E350_532,0.66583,NA,NA,NA
E373_181,NA,0.22487,NA,NA
E545_403,NA,0.50377,NA,NA
E71_262,NA,0.32663,NA,NA
E958_333,0.41583,NA,NA,NA
E708_524,NA,NA,0.65578,NA
E126_518,0.64824,NA,NA,NA
E552_315,NA,NA,0.39322,NA
E478_220,NA,0.27387,NA,NA
E184_503,NA,NA,0.6294,NA
E532_202,NA,0.25126,NA,NA
E726_264,NA,0.32915,NA,NA
E358_580,0.72613,NA,NA,NA
E279_92,NA,0.11307,NA,NA
E591_164,0.20352,NA,NA,NA
E262_267,0.33291,NA,NA,NA
E346_160,NA,0.19849,NA,NA
E132_2,NA,NA,0.0,NA
E422_29,NA,NA,0.03392,NA
E243_95,NA,NA,NA,0.11683
E853_604,NA,0.75628,NA,NA
E118_211,NA,0.26256,NA,NA
E154_151,NA,0.18719,NA,NA
E689_289,NA,NA,NA,0.36055
E868_779,NA,0.97613,NA,NA
E491_552,NA,0.69095,NA,NA
E621_655,NA,0.82035,NA,NA
E553_758,0.94975,NA,NA,NA
E836_764,0.95729,NA,NA,NA
E91_41,NA,NA,NA,0.04899
E805_727,NA,0.9108,NA,NA
E249_322,NA,NA,NA,0.40201
E932_527,NA,0.65955,NA,NA
E765_177,NA,0.21985,NA,NA
E684_561,NA,0.70226,NA,NA
E371_398,NA,NA,NA,0.49749
E740_321,NA,NA,NA,0.40075
E926_120,NA,NA,NA,0.14824
E189_762,NA,0.95477,NA,NA
E377_483,NA,NA,NA,0.60427
E417_146,NA,NA,NA,0.1809
E589_113,0.13945,NA,NA,NA
E758_115,NA,0.14196,NA,NA
E457_209,NA,NA,NA,0.26005
E171_791,NA,0.99121,NA,NA
E374_74,NA,0.09045,NA,NA
E800_37,NA,0.04397,NA,NA
E972_314,NA,0.39196,NA,NA
E632_591,NA,NA,0.73995,NA
E562_539,0.67462,NA,NA,NA
E40_230,NA,0.28643,NA,NA
E993_121,0.1495,NA,NA,NA
E977_45,0.05402,NA,NA,NA
E209_274,NA,NA,NA,0.34171
E502_381,0.47613,NA,NA,NA
E424_697,NA,0.87312,NA,NA
E762_455,NA,NA,NA,0.5691
E516_346,NA,0.43216,NA,NA
E829_486,0.60804,NA,NA,NA
E863_232,0.28894,NA,NA,NA
E511_302,NA,0.37688,NA,NA
E133_665,NA,0.83291,NA,NA
E364_151,0.18719,NA,NA,NA
E677_517,NA,NA,NA,0.64698
E312_182,NA,0.22613,NA,NA
E211_624,NA,NA,NA,0.78141
E278_700,NA,0.87688,NA,NA
E446_296,NA,0.36935,NA,NA
E76_265,0.3304,NA,NA,NA
E695_123,NA,0.15201,NA,NA
E663_87,NA,0.10678,NA,NA
E523_439,NA,0.54899,NA,NA
E760_493,NA,NA,0.61683,NA
E999_311,NA,0.38819,NA,NA
E719_610,0.76382,NA,NA,NA
E667_303,0.37814,NA,NA,NA
E292_175,NA,NA,0.21734,NA
E378_83,NA,0.10176,NA,NA
E888_210,0.26131,NA,NA,NA
E857_734,NA,NA,0.9196,NA
E305_656,NA,0.82161,NA,NA
E20_741,NA,NA,NA,0.92839
E964_378,NA,0.47236,NA,NA
E832_545,NA,NA,0.68216,NA
E208_767,NA,0.96106,NA,NA
E983_772,NA,NA,NA,0.96734
E947_34,NA,0.0402,NA,NA
E844_438,0.54774,NA,NA,NA
E906_727,NA,0.9108,NA,NA
E909_328,NA,0.40955,NA,NA
E982_11,0.01131,NA,NA,NA
E678_331,NA,0.41332,NA,NA
E129_74,0.09045,NA,NA,NA
E106_736,NA,0.92211,NA,NA
E556_546,0.68342,NA,NA,NA
E57_119,0.14698,NA,NA,NA
E508_549,NA,0.68719,NA,NA
E741_339,NA,0.42337,NA,NA
E557_595,0.74497,NA,NA,NA
E975_232,0.28894,NA,NA,NA
E724_271,NA,NA,0.33794,NA
E436_577,NA,0.72236,NA,NA
E785_511,NA,0.63945,NA,NA
E568_572,NA,0.71608,NA,NA
E659_576,NA,NA,0.72111,NA
E791_139,0.17211,NA,NA,NA
E767_391,NA,NA,0.48869,NA
E891_415,0.51884,NA,NA,NA
E6_609,NA,0.76256,NA,NA
E333_252,0.31407,NA,NA,NA
E837_769,NA,NA,0.96357,NA
E220_551,NA,0.6897,NA,NA
E455_727,NA,NA,NA,0.9108
E228_23,NA,NA,0.02638,NA
E437_565,NA,0.70729,NA,NA
E315_753,0.94347,NA,NA,NA
E922_616,NA,0.77136,NA,NA
E954_483,NA,0.60427,NA,NA
E794_188,0.23367,NA,NA,NA
E980_658,NA,0.82412,NA,NA
E237_786,NA,NA,0.98492,NA
E979_564,NA,0.70603,NA,NA
E452_399,NA,NA,0.49874,NA
E255_481,NA,NA,0.60176,NA
E416_589,NA,0.73744,NA,NA
E53_459,0.57412,NA,NA,NA
E910_678,0.84925,NA,NA,NA
E887_665,NA,NA,0.83291,NA
E807_10,0.01005,NA,NA,NA
E98_177,NA,0.21985,NA,NA
E214_358,0.44724,NA,NA,NA
E29_511,NA,NA,NA,0.63945
E770_48,0.05779,NA,NA,NA
E17_394,NA,0.49246,NA,NA
E483_184,0.22864,NA,NA,NA
E405_504,NA,0.63065,NA,NA
E79_328,NA,0.40955,NA,NA
E201_729,0.91332,NA,NA,NA
E500_608,0.76131,NA,NA,NA
E48_765,NA,NA,0.95854,NA
E182_537,NA,0.67211,NA,NA
E69_609,0.76256,NA,NA,NA
E777_596,0.74623,NA,NA,NA
E691_350,NA,0.43719,NA,NA
E158_512,NA,NA,0.6407,NA
E773_92,0.11307,NA,NA,NA
E896_479,NA,0.59925,NA,NA
E296_540,NA,NA,NA,0.67588
E410_693,NA,NA,NA,0.86809
E749_466,NA,0.58291,NA,NA
E93_148,NA,0.18342,NA,NA
E330_379,0.47362,NA,NA,NA
E558_412,NA,0.51508,NA,NA
E454_758,NA,0.94975,NA,NA
E685_647,0.8103,NA,NA,NA
E332_36,NA,0.04271,NA,NA
E869_648,NA,NA,0.81156,NA
E965_767,0.96106,NA,NA,NA
E3_735,0.92085,NA,NA,NA
E533_257,0.32035,NA,NA,NA
E912_611,NA,0.76508,NA,NA
E320_565,NA,NA,0.70729,NA
E479_408,NA,NA,NA,0.51005
E729_27,0.03141,NA,NA,NA
E30_348,NA,NA,0.43467,NA
E218_791,NA,0.99121,NA,NA
E363_487,NA,0.6093,NA,NA
E59_518,NA,0.64824,NA,NA
E630_743,0.9309,NA,NA,NA
E359_463,NA,NA,NA,0.57915
E392_360,0.44975,NA,NA,NA
E314_474,NA,0.59296,NA,NA
E611_344,NA,NA,NA,0.42965
E370_369,NA,0.46106,NA,NA
E192_702,NA,0.8794,NA,NA
E548_24,NA,0.02764,NA,NA
E698_52,NA,0.06281,NA,NA
E590_517,NA,NA,0.64698,NA
E136_614,NA,0.76884,NA,NA
E110_796,0.99749,NA,NA,NA
E233_775,NA,0.97111,NA,NA
E102_475,NA,0.59422,NA,NA
E774_772,NA,0.96734,NA,NA
E846_167,0.20729,NA,NA,NA
E566_191,NA,0.23744,NA,NA
E569_621,0.77764,NA,NA,NA
E111_327,NA,0.40829,NA,NA
E275_727,NA,0.9108,NA,NA
E771_258,NA,0.32161,NA,NA
E555_214,NA,0.26633,NA,NA
E802_567,NA,0.7098,NA,NA
E72_754,0.94472,NA,NA,NA
E953_138,NA,0.17085,NA,NA
E787_670,NA,0.8392,NA,NA
E707_386,NA,0.48241,NA,NA
E351_758,NA,0.94975,NA,NA
E757_728,NA,0.91206,NA,NA
E467_24,0.02764,NA,NA,NA
E49_109,NA,NA,0.13442,NA
E660_584,0.73116,NA,NA,NA
E648_316,0.39447,NA,NA,NA
E952_98,0.1206,NA,NA,NA
E170_408,NA,NA,NA,0.51005
E174_353,0.44095,NA,NA,NA
E803_245,NA,0.30528,NA,NA
E445_12,NA,NA,0.01256,NA
E627_435,NA,0.54397,NA,NA
E283_428,NA,NA,NA,0.53518
E100_741,0.92839,NA,NA,NA
E210_579,NA,0.72487,NA,NA
E81_360,0.44975,NA,NA,NA
E893_84,NA,NA,0.10302,NA
E139_520,NA,0.65075,NA,NA
E700_383,NA,NA,0.47864,NA
E67_545,0.68216,NA,NA,NA
E54_454,NA,NA,0.56784,NA
E402_219,NA,0.27261,NA,NA
E396_252,NA,0.31407,NA,NA
E9_123,NA,0.15201,NA,NA
E494_218,NA,0.27136,NA,NA
E549_281,0.3505,NA,NA,NA
E403_37,NA,0.04397,NA,NA
E637_131,NA,0.16206,NA,NA
E734_438,NA,0.54774,NA,NA
E614_615,NA,NA,0.7701,NA
E517_345,NA,0.4309,NA,NA
E138_550,NA,0.68844,NA,NA
E431_581,NA,NA,NA,0.72739
E227_495,NA,0.61935,NA,NA
E668_735,NA,NA,0.92085,NA
E464_595,NA,NA,NA,0.74497
E913_534,0.66834,NA,NA,NA
E7_711,NA,NA,NA,0.8907
E468_682,0.85427,NA,NA,NA
E198_695,0.8706,NA,NA,NA
E247_411,0.51382,NA,NA,NA
E167_350,NA,0.43719,NA,NA
E64_51,0.06156,NA,NA,NA
E908_157,NA,NA,NA,0.19472
E287_418,NA,0.52261,NA,NA
E989_657,NA,NA,0.82286,NA
E723_344,NA,0.42965,NA,NA
E489_465,NA,0.58166,NA,NA
E704_166,NA,NA,NA,0.20603
E16_521,0.65201,NA,NA,NA
E348_446,NA,NA,NA,0.55779
E710_443,NA,0.55402,NA,NA
E957_787,NA,0.98618,NA,NA
E914_618,NA,NA,0.77387,NA
E269_453,0.56658,NA,NA,NA
E902_273,NA,0.34045,NA,NA
E603_305,NA,0.38065,NA,NA
E153_785,NA,0.98367,NA,NA
E428_543,NA,0.67965,NA,NA
E842_562,NA,0.70352,NA,NA
E318_288,0.3593,NA,NA,NA
E635_648,0.81156,NA,NA,NA
E120_383,NA,NA,0.47864,NA
E504_374,NA,NA,NA,0.46734
E408_26,0.03015,NA,NA,NA
E78_581,0.72739,NA,NA,NA
E28_4,NA,0.00251,NA,NA
E819_694,0.86935,NA,NA,NA
E727_472,NA,0.59045,NA,NA
E917_605,NA,0.75754,NA,NA
E699_397,NA,NA,NA,0.49623
E577_57,0.0691,NA,NA,NA
E976_134,NA,0.16583,NA,NA
E657_681,NA,0.85302,NA,NA
E680_301,NA,NA,NA,0.37563
E654_481,NA,0.60176,NA,NA
E871_145,NA,NA,0.17965,NA
E298_18,NA,0.0201,NA,NA
E276_44,NA,NA,0.05276,NA
E642_633,NA,NA,NA,0.79271
E986_706,NA,NA,NA,0.88442
E391_490,0.61307,NA,NA,NA
