,cl
E408,1
E409,2
E410,2
E411,2
E412,2
E413,2
E414,2
E415,2
E416,2
E417,0
E418,1
E419,2
E420,2
E421,1
E422,0
E423,2
E424,1
E425,1
E426,2
E427,0
E428,1
E429,0
E430,1
E431,0
E432,1
E433,0
E434,2
E435,1
E436,2
E437,2
E438,0
E439,1
E440,2
E441,2
E442,1
E443,2
E444,2
E445,2
E446,0
E447,1
E448,0
E449,0
E450,2
E451,0
E452,2
E453,1
E454,1
E455,0
E456,1
E457,1
E458,2
E459,1
E460,2
E461,1
E462,1
E463,1
E464,1
E465,0
E466,1
E467,1
E468,0
E469,1
E470,2
E471,2
E472,0
E473,2
E474,2
E475,1
E476,1
E477,2
E478,2
E479,0
E480,1
E481,1
E482,1
E483,0
E484,1
E485,0
E486,0
E487,0
E488,2
E489,2
E490,1
E491,2
E492,2
E493,0
E494,2
E495,1
E496,0
E497,2
E498,1
E499,1
E500,1
E501,2
E502,1
E503,1
E504,0
E505,0
E506,2
E507,2
E508,0
E509,0
E510,0
E511,2
E512,2
E513,2
E514,2
E515,1
E516,2
E517,0
E518,2
E519,1
E520,1
E521,0
E522,1
E523,2
E524,2
E525,2
E526,1
E527,1
E528,1
E529,2
E530,0
E531,2
E532,1
E533,0
E534,0
E535,2
E536,1
E537,2
E538,0
E539,0
E540,2
E541,1
E542,2
E543,1
E544,1
E545,0
E546,2
E547,1
E548,2
E549,2
E550,0
E551,2
E552,1
E553,0
E554,0
E555,2
E556,0
E557,1
E558,2
E559,2
E560,0
E561,0
E562,1
E563,0
E564,2
E565,0
E566,2
E567,0
E568,0
E569,1
E570,0
E571,0
E572,0
E573,2
E574,2
E575,1
E576,2
E577,2
E578,2
E579,1
E580,1
E581,0
E582,0
E583,1
E584,1
E585,0
E586,1
E587,2
E588,0
E589,0
E590,2
E591,2
E592,1
E593,1
E594,0
E595,1
E596,1
E597,1
E598,2
E599,0
E600,2
E601,2
E602,2
E603,1
E604,2
E605,1
E606,2
E607,0
E608,0
E609,1
E610,2
E611,1
E612,1
E613,0
E614,1
E615,0
E616,2
E617,2
E618,1
E619,1
E620,2
E621,2
E622,0
E623,0
E624,1
E625,1
E626,2
E627,0
E628,1
E629,0
E630,1
E631,0
E632,0
E633,1
E634,1
E635,1
E636,2
E637,1
E638,1
E639,0
E640,0
E641,0
E642,0
E643,1
E644,1
E645,0
E646,1
E647,2
E648,1
E649,1
E650,2
E651,0
E652,0
E653,1
E654,0
E655,2
E656,2
E657,0
E658,1
E659,0
E660,0
E661,2
E662,2
E663,1
E664,2
E665,0
E666,1
E667,2
E668,2
E669,2
E670,1
E671,2
E672,2
E673,2
E674,0
E675,0
E676,2
E677,2
E678,2
E679,1
E680,2
E681,0
E682,1
E683,1
E684,2
E685,0
E686,2
E687,1
E688,1
E689,1
E690,1
E691,2
E692,2
E693,0
E694,0
E695,2
E696,0
E697,2
E698,1
E699,0
E700,2
E701,0
E702,0
E703,1
E704,2
E705,1
E706,0
E707,0
E708,2
E709,2
E710,1
E711,2
E712,1
E713,0
E714,0
E715,1
E716,0
E717,0
E718,2
E719,0
E720,2
E721,1
E722,2
E723,0
E724,1
E725,2
E726,0
E727,1
E728,2
E729,1
E730,1
E731,0
E732,0
E733,0
E734,1
E735,1
E736,0
E737,2
E738,2
E739,2
E740,0
E741,1
E742,1
E743,1
E744,1
E745,0
E746,0
E747,0
E748,0
E749,0
E750,2
E751,0
E752,2
E753,2
E754,1
E755,2
E756,2
E757,1
E758,1
E759,2
E760,0
E761,1
E762,1
E763,1
E764,1
E765,1
E766,0
E767,0
E768,2
E769,1
E770,0
E771,1
E772,0
E773,0
E774,2
E775,0
E776,0
E777,2
E778,0
E779,0
E780,1
E781,1
E782,2
E783,1
E784,1
E785,0
E786,1
E787,2
E788,0
E789,0
E790,2
E791,2
E792,2
E793,0
E794,2
E795,1
E796,1
E797,1
E798,2
E799,0
E800,0
E801,0
E802,1
E803,2
E804,1
E805,1
E806,2
E807,2
E808,2
E809,1
E810,1
E811,1
E812,0
E813,0
E814,0
E815,1
E816,1
E817,1
E818,2
E819,2
E820,0
E821,1
E822,0
E823,2
E824,0
E825,1
E826,0
E827,1
E828,2
E829,0
E830,1
E831,2
E832,1
E833,2
E834,1
E835,2
E836,2
E837,1
E838,2
E839,0
E840,1
E841,1
E842,0
E843,2
E844,1
E845,1
E846,1
E847,0
E848,2
E849,1
E850,1
E851,0
E852,1
E853,1
E854,1
E855,0
E856,2
E857,2
E858,2
E859,0
E860,1
E861,0
E862,2
E863,0
E864,2
E865,1
E866,2
E867,0
E868,2
E869,1
E870,0
E871,2
E872,2
E873,2
E874,1
E875,0
E876,0
E877,2
E878,0
E879,2
E880,0
E881,2
E882,2
E883,0
E884,0
E885,0
E886,1
E887,2
E888,1
E889,0
E890,0
E891,0
E892,0
E893,1
E894,2
E895,0
E896,0
E897,0
E898,0
E899,1
E900,0
E901,0
E902,1
E903,2
E904,1
E905,1
E906,2
E907,0
E908,1
E909,0
E910,0
E911,1
E912,2
E913,2
E914,2
E915,0
E916,1
E917,2
E918,0
E919,2
E920,1
E921,2
E922,1
E923,1
E924,0
E925,0
E926,0
E927,0
E928,2
E929,2
E930,2
E931,0
E932,1
E933,1
E934,1
E935,2
E936,2
E937,0
E938,2
E939,2
E940,0
E941,0
E942,1
E943,2
E944,2
E945,2
E946,0
E947,2
E948,0
E949,0
E950,1
E951,0
E952,2
E953,0
E954,2
E955,2
E956,2
E957,1
E958,1
E959,2
E960,0
E961,1
E962,1
E963,0
E964,2
E965,1
E966,2
E967,0
E968,2
E969,0
E970,2
E971,2
E972,1
E973,2
E974,1
E975,0
E976,0
E977,2
E978,1
E979,0
E980,0
E981,1
E982,0
E983,0
E984,0
E985,2
E986,0
E987,2
E988,2
E989,2
E990,1
E991,0
E992,2
E993,1
E994,1
E995,2
E996,1
E997,0
E998,1
E999,1
