,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E117_766,NA,0.96226,NA,NA
E132_299,NA,NA,NA,0.37484
E62_344,0.43145,NA,NA,NA
E582_84,NA,0.1044,NA,NA
E355_727,0.91321,NA,NA,NA
E72_443,NA,0.55597,NA,NA
E446_351,0.44025,NA,NA,NA
E273_363,NA,NA,0.45535,NA
E559_258,NA,NA,0.32327,NA
E134_763,0.95849,NA,NA,NA
E432_583,0.73208,NA,NA,NA
E871_481,NA,NA,0.60377,NA
E940_32,0.03899,NA,NA,NA
E810_394,0.49434,NA,NA,NA
E633_74,0.09182,NA,NA,NA
E202_742,0.93208,NA,NA,NA
E103_466,NA,NA,0.58491,NA
E649_641,0.80503,NA,NA,NA
E907_550,NA,0.69057,NA,NA
E574_70,NA,0.08679,NA,NA
E992_668,NA,0.83899,NA,NA
E115_716,NA,0.89937,NA,NA
E303_673,NA,0.84528,NA,NA
E879_60,NA,0.07421,NA,NA
E509_695,0.87296,NA,NA,NA
E469_769,0.96604,NA,NA,NA
E325_636,0.79874,NA,NA,NA
E502_439,NA,0.55094,NA,NA
E347_254,0.31824,NA,NA,NA
E176_790,NA,NA,NA,0.99245
E401_271,NA,NA,0.33962,NA
E181_224,0.2805,NA,NA,NA
E760_753,NA,NA,0.94591,NA
E186_253,0.31698,NA,NA,NA
E679_477,NA,0.59874,NA,NA
E92_158,0.19748,NA,NA,NA
E717_456,0.57233,NA,NA,NA
E61_285,0.35723,NA,NA,NA
E523_314,0.39371,NA,NA,NA
E215_480,NA,0.60252,NA,NA
E763_155,NA,NA,0.19371,NA
E726_297,0.37233,NA,NA,NA
E704_575,NA,NA,0.72201,NA
E455_286,NA,NA,0.35849,NA
E225_658,NA,NA,0.82642,NA
E613_373,0.46792,NA,NA,NA
E235_769,NA,0.96604,NA,NA
E733_627,0.78742,NA,NA,NA
E583_795,0.99874,NA,NA,NA
E382_345,NA,0.4327,NA,NA
E289_16,NA,0.01887,NA,NA
E477_723,0.90818,NA,NA,NA
E916_426,NA,0.53459,NA,NA
E97_642,0.80629,NA,NA,NA
E125_484,NA,0.60755,NA,NA
E653_690,0.86667,NA,NA,NA
E164_785,0.98616,NA,NA,NA
E286_317,0.39748,NA,NA,NA
E389_64,0.07925,NA,NA,NA
E656_565,0.70943,NA,NA,NA
E566_716,0.89937,NA,NA,NA
E16_125,NA,0.15597,NA,NA
E491_447,0.56101,NA,NA,NA
E158_461,NA,NA,0.57862,NA
E570_272,NA,NA,0.34088,NA
E575_339,0.42516,NA,NA,NA
E518_443,0.55597,NA,NA,NA
E262_777,NA,0.9761,NA,NA
E397_306,NA,NA,NA,0.38365
E304_533,NA,NA,0.66918,NA
E340_631,NA,0.79245,NA,NA
E991_156,NA,0.19497,NA,NA
E188_228,NA,NA,0.28553,NA
E903_713,NA,NA,0.8956,NA
E486_208,0.26038,NA,NA,NA
E440_186,0.2327,NA,NA,NA
E208_506,0.63522,NA,NA,NA
E744_340,NA,0.42642,NA,NA
E747_23,NA,0.02767,NA,NA
E247_192,NA,0.24025,NA,NA
E685_507,NA,0.63648,NA,NA
E944_780,0.97987,NA,NA,NA
E787_456,0.57233,NA,NA,NA
E141_242,0.30314,NA,NA,NA
E997_428,0.53711,NA,NA,NA
E279_279,0.34969,NA,NA,NA
E785_192,0.24025,NA,NA,NA
E597_650,NA,NA,0.81635,NA
E657_492,0.61761,NA,NA,NA
E207_270,NA,NA,0.33836,NA
E965_10,NA,0.01132,NA,NA
E878_104,0.12956,NA,NA,NA
E644_773,0.97107,NA,NA,NA
E742_510,NA,NA,0.64025,NA
E96_106,NA,NA,0.13208,NA
E874_431,0.54088,NA,NA,NA
E281_779,0.97862,NA,NA,NA
E707_412,0.51698,NA,NA,NA
E515_1,0.0,NA,NA,NA
E751_284,0.35597,NA,NA,NA
E779_348,0.43648,NA,NA,NA
E83_371,0.46541,NA,NA,NA
E163_100,NA,0.12453,NA,NA
E803_378,0.47421,NA,NA,NA
E193_21,0.02516,NA,NA,NA
E45_621,NA,NA,0.77987,NA
E300_136,NA,NA,0.16981,NA
E402_614,0.77107,NA,NA,NA
E557_535,NA,0.6717,NA,NA
E898_201,NA,NA,NA,0.25157
E419_23,0.02767,NA,NA,NA
E63_263,NA,NA,NA,0.32956
E136_40,0.04906,NA,NA,NA
E320_523,NA,NA,0.6566,NA
E614_657,NA,NA,0.82516,NA
E987_343,0.43019,NA,NA,NA
E197_724,NA,0.90943,NA,NA
E254_35,NA,0.04277,NA,NA
E312_189,0.23648,NA,NA,NA
E472_43,NA,0.05283,NA,NA
E251_58,0.0717,NA,NA,NA
E893_265,NA,NA,0.33208,NA
E334_747,0.93836,NA,NA,NA
E447_84,0.1044,NA,NA,NA
E183_759,0.95346,NA,NA,NA
E269_89,NA,0.11069,NA,NA
E102_786,0.98742,NA,NA,NA
E998_389,0.48805,NA,NA,NA
E89_76,NA,NA,0.09434,NA
E283_177,NA,NA,0.22138,NA
E982_348,NA,0.43648,NA,NA
E662_656,NA,NA,NA,0.8239
E34_322,NA,0.40377,NA,NA
E721_9,NA,NA,NA,0.01006
E806_642,NA,0.80629,NA,NA
E655_258,NA,NA,0.32327,NA
E950_709,0.89057,NA,NA,NA
E501_223,0.27925,NA,NA,NA
E26_9,0.01006,NA,NA,NA
E179_267,0.33459,NA,NA,NA
E218_564,0.70818,NA,NA,NA
E534_774,0.97233,NA,NA,NA
E87_258,0.32327,NA,NA,NA
E827_50,0.06164,NA,NA,NA
E459_340,NA,NA,NA,0.42642
E315_479,NA,0.60126,NA,NA
E973_520,0.65283,NA,NA,NA
E830_204,NA,NA,0.25535,NA
E412_262,0.3283,NA,NA,NA
E458_714,0.89686,NA,NA,NA
E698_792,0.99497,NA,NA,NA
E517_690,0.86667,NA,NA,NA
E378_368,0.46164,NA,NA,NA
E437_319,0.4,NA,NA,NA
E510_513,NA,0.64403,NA,NA
E35_448,0.56226,NA,NA,NA
E836_191,NA,0.23899,NA,NA
E667_609,NA,0.76478,NA,NA
E541_424,0.53208,NA,NA,NA
E846_755,NA,0.94843,NA,NA
E387_356,NA,NA,NA,0.44654
E661_714,0.89686,NA,NA,NA
E608_545,0.68428,NA,NA,NA
E372_311,NA,0.38994,NA,NA
E360_505,0.63396,NA,NA,NA
E157_213,0.26667,NA,NA,NA
E752_571,0.71698,NA,NA,NA
E51_159,0.19874,NA,NA,NA
E844_87,NA,0.10818,NA,NA
E957_205,0.2566,NA,NA,NA
E807_411,NA,0.51572,NA,NA
E231_585,NA,0.73459,NA,NA
E708_105,NA,NA,0.13082,NA
E868_539,0.67673,NA,NA,NA
E941_471,NA,NA,NA,0.59119
E848_638,NA,NA,NA,0.80126
E801_752,NA,0.94465,NA,NA
E870_778,NA,NA,NA,0.97736
E873_344,NA,NA,0.43145,NA
E626_127,0.15849,NA,NA,NA
E422_103,NA,NA,NA,0.1283
E587_158,NA,NA,NA,0.19748
E645_690,NA,0.86667,NA,NA
E540_577,NA,0.72453,NA,NA
E100_790,NA,0.99245,NA,NA
E770_193,NA,0.24151,NA,NA
E237_115,NA,NA,0.1434,NA
E776_358,NA,0.44906,NA,NA
E828_56,NA,NA,0.06918,NA
E929_528,NA,0.66289,NA,NA
E834_648,NA,0.81384,NA,NA
E478_518,0.65031,NA,NA,NA
E572_588,0.73836,NA,NA,NA
E702_141,0.1761,NA,NA,NA
E81_89,NA,0.11069,NA,NA
E824_530,0.66541,NA,NA,NA
E609_742,0.93208,NA,NA,NA
E314_93,0.11572,NA,NA,NA
E660_155,NA,0.19371,NA,NA
E885_153,NA,0.19119,NA,NA
E984_605,0.75975,NA,NA,NA
E677_149,NA,NA,0.18616,NA
E190_195,NA,0.24403,NA,NA
E750_624,NA,0.78365,NA,NA
E111_112,0.13962,NA,NA,NA
E939_276,0.34591,NA,NA,NA
E507_136,0.16981,NA,NA,NA
E407_82,0.10189,NA,NA,NA
E205_604,0.75849,NA,NA,NA
E49_460,NA,NA,NA,0.57736
E222_304,0.38113,NA,NA,NA
E825_93,NA,NA,NA,0.11572
E492_396,NA,0.49686,NA,NA
E329_223,NA,NA,0.27925,NA
E864_19,NA,NA,NA,0.02264
E199_46,NA,0.0566,NA,NA
E248_448,0.56226,NA,NA,NA
E362_682,NA,NA,0.8566,NA
E171_613,0.76981,NA,NA,NA
E433_152,NA,0.18994,NA,NA
E551_523,0.6566,NA,NA,NA
E203_385,NA,NA,NA,0.48302
E467_411,NA,0.51572,NA,NA
E511_205,0.2566,NA,NA,NA
E177_1,NA,NA,NA,0.0
E647_500,NA,0.62767,NA,NA
E210_70,0.08679,NA,NA,NA
E101_246,0.30818,NA,NA,NA
E323_471,NA,0.59119,NA,NA
E282_693,0.87044,NA,NA,NA
E709_367,0.46038,NA,NA,NA
E451_740,NA,NA,0.92956,NA
E482_301,NA,0.37736,NA,NA
E598_345,NA,NA,NA,0.4327
E464_515,NA,NA,NA,0.64654
E594_677,NA,0.85031,NA,NA
E904_314,NA,0.39371,NA,NA
E837_175,NA,NA,NA,0.21887
E160_456,0.57233,NA,NA,NA
E174_26,NA,0.03145,NA,NA
E794_627,NA,0.78742,NA,NA
E774_472,0.59245,NA,NA,NA
E643_351,0.44025,NA,NA,NA
E189_89,0.11069,NA,NA,NA
E214_144,NA,0.17987,NA,NA
E487_94,0.11698,NA,NA,NA
E466_775,0.97358,NA,NA,NA
E421_615,0.77233,NA,NA,NA
E322_578,NA,NA,0.72579,NA
E500_278,NA,0.34843,NA,NA
E213_23,NA,0.02767,NA,NA
E276_651,NA,NA,0.81761,NA
E240_653,0.82013,NA,NA,NA
E795_711,NA,0.89308,NA,NA
E18_231,0.28931,NA,NA,NA
E328_395,0.4956,NA,NA,NA
E423_171,NA,0.21384,NA,NA
E912_202,0.25283,NA,NA,NA
E905_710,NA,0.89182,NA,NA
E182_192,0.24025,NA,NA,NA
E567_145,0.18113,NA,NA,NA
E86_477,NA,0.59874,NA,NA
E624_616,NA,0.77358,NA,NA
E576_577,NA,0.72453,NA,NA
E564_540,NA,NA,NA,0.67799
E797_86,NA,0.10692,NA,NA
E485_540,0.67799,NA,NA,NA
E915_164,NA,NA,NA,0.20503
E922_259,0.32453,NA,NA,NA
E896_558,0.70063,NA,NA,NA
E648_490,NA,0.61509,NA,NA
E956_740,NA,0.92956,NA,NA
E589_521,NA,0.65409,NA,NA
E522_149,0.18616,NA,NA,NA
E942_214,NA,NA,0.26792,NA
E652_35,0.04277,NA,NA,NA
E693_506,NA,0.63522,NA,NA
E126_500,NA,0.62767,NA,NA
E357_632,NA,NA,0.79371,NA
E427_594,NA,NA,0.74591,NA
E831_431,NA,NA,0.54088,NA
E275_77,0.0956,NA,NA,NA
E584_331,NA,NA,NA,0.41509
E20_280,NA,NA,0.35094,NA
E920_290,0.36352,NA,NA,NA
E8_51,NA,NA,0.06289,NA
E242_420,NA,NA,0.52704,NA
E791_361,NA,0.45283,NA,NA
E241_226,NA,0.28302,NA,NA
E636_225,0.28176,NA,NA,NA
E371_713,NA,NA,NA,0.8956
E978_287,NA,0.35975,NA,NA
E700_439,NA,NA,0.55094,NA
E27_704,NA,0.88428,NA,NA
E209_200,NA,NA,NA,0.25031
E246_774,NA,0.97233,NA,NA
E552_679,NA,NA,0.85283,NA
E230_93,NA,0.11572,NA,NA
