,cl
E557,1
E558,0
E559,2
E560,1
E561,3
E562,1
E563,0
E564,3
E565,0
E566,0
E567,0
E568,0
E569,1
E570,2
E571,1
E572,0
E573,0
E574,1
E575,0
E576,1
E577,1
E578,0
E579,0
E580,0
E581,0
E582,1
E583,0
E584,3
E585,0
E586,2
E587,3
E588,0
E589,1
E590,3
E591,1
E592,3
E593,0
E594,1
E595,1
E596,0
E597,2
E598,3
E599,2
E600,0
E601,3
E602,2
E603,0
E604,1
E605,1
E606,2
E607,0
E608,0
E609,0
E610,0
E611,3
E612,1
E613,0
E614,2
E615,0
E616,1
E617,0
E618,1
E619,0
E620,3
E621,0
E622,1
E623,0
E624,1
E625,2
E626,0
E627,0
E628,0
E629,0
E630,1
E631,0
E632,3
E633,0
E634,1
E635,1
E636,0
E637,0
E638,0
E639,1
E640,2
E641,1
E642,2
E643,0
E644,0
E645,1
E646,0
E647,1
E648,1
E649,0
E650,1
E651,0
E652,0
E653,0
E654,0
E655,2
E656,0
E657,0
E658,2
E659,3
E660,1
E661,0
E662,3
E663,0
E664,3
E665,1
E666,1
E667,1
E668,3
E669,0
E670,0
E671,0
E672,1
E673,0
E674,0
E675,3
E676,0
E677,2
E678,0
E679,1
E680,2
E681,2
E682,2
E683,1
E684,0
E685,1
E686,1
E687,1
E688,1
E689,3
E690,3
E691,0
E692,1
E693,1
E694,0
E695,0
E696,0
E697,0
E698,0
E699,2
E700,2
E701,2
E702,0
E703,0
E704,2
E705,0
E706,2
E707,0
E708,2
E709,0
E710,0
E711,0
E712,0
E713,1
E714,0
E715,0
E716,3
E717,0
E718,0
E719,1
E720,2
E721,3
E722,3
E723,0
E724,2
E725,1
E726,0
E727,0
E728,0
E729,1
E730,3
E731,0
E732,2
E733,0
E734,0
E735,0
E736,3
E737,0
E738,2
E739,0
E740,2
E741,0
E742,2
E743,1
E744,1
E745,2
E746,0
E747,1
E748,0
E749,0
E750,1
E751,0
E752,0
E753,0
E754,0
E755,1
E756,0
E757,0
E758,0
E759,0
E760,2
E761,0
E762,2
E763,2
E764,0
E765,0
E766,0
E767,0
E768,1
E769,0
E770,1
E771,0
E772,1
E773,1
E774,0
E775,0
E776,1
E777,1
E778,0
E779,0
E780,0
E781,0
E782,2
E783,1
E784,1
E785,0
E786,1
E787,0
E788,0
E789,1
E790,0
E791,1
E792,2
E793,2
E794,1
E795,1
E796,1
E797,1
E798,0
E799,0
E800,0
E801,1
E802,0
E803,0
E804,0
E805,0
E806,1
E807,1
E808,0
E809,3
E810,0
E811,1
E812,1
E813,0
E814,0
E815,0
E816,0
E817,0
E818,0
E819,1
E820,1
E821,2
E822,1
E823,1
E824,0
E825,3
E826,1
E827,0
E828,2
E829,1
E830,2
E831,2
E832,3
E833,0
E834,1
E835,0
E836,1
E837,3
E838,3
E839,0
E840,1
E841,1
E842,0
E843,0
E844,1
E845,1
E846,1
E847,0
E848,3
E849,0
E850,0
E851,3
E852,1
E853,0
E854,1
E855,2
E856,1
E857,2
E858,0
E859,0
E860,0
E861,3
E862,0
E863,1
E864,3
E865,0
E866,2
E867,1
E868,0
E869,2
E870,3
E871,2
E872,3
E873,2
E874,0
E875,1
E876,0
E877,3
E878,0
E879,1
E880,1
E881,3
E882,0
E883,0
E884,0
E885,1
E886,1
E887,2
E888,1
E889,0
E890,0
E891,1
E892,2
E893,2
E894,0
E895,1
E896,0
E897,3
E898,3
E899,0
E900,0
E901,1
E902,0
E903,2
E904,1
E905,1
E906,0
E907,1
E908,2
E909,0
E910,1
E911,0
E912,0
E913,1
E914,2
E915,3
E916,1
E917,0
E918,0
E919,0
E920,0
E921,0
E922,0
E923,0
E924,0
E925,0
E926,2
E927,1
E928,3
E929,1
E930,1
E931,0
E932,0
E933,0
E934,0
E935,1
E936,1
E937,0
E938,0
E939,0
E940,0
E941,3
E942,2
E943,0
E944,0
E945,1
E946,0
E947,0
E948,0
E949,0
E950,0
E951,1
E952,1
E953,0
E954,0
E955,0
E956,1
E957,0
E958,1
E959,0
E960,0
E961,2
E962,0
E963,0
E964,0
E965,1
E966,1
E967,1
E968,0
E969,1
E970,3
E971,3
E972,0
E973,0
E974,3
E975,1
E976,0
E977,1
E978,1
E979,0
E980,0
E981,0
E982,1
E983,2
E984,0
E985,1
E986,2
E987,0
E988,1
E989,3
E990,0
E991,1
E992,1
E993,1
E994,0
E995,0
E996,3
E997,0
E998,0
E999,0
