,cl
E408,3
E409,1
E410,1
E411,0
E412,0
E413,3
E414,0
E415,1
E416,0
E417,1
E418,2
E419,0
E420,0
E421,0
E422,2
E423,3
E424,0
E425,3
E426,3
E427,1
E428,0
E429,3
E430,0
E431,1
E432,0
E433,3
E434,0
E435,3
E436,0
E437,0
E438,3
E439,0
E440,0
E441,0
E442,0
E443,3
E444,3
E445,2
E446,0
E447,0
E448,1
E449,0
E450,3
E451,1
E452,2
E453,2
E454,0
E455,1
E456,3
E457,1
E458,0
E459,2
E460,3
E461,1
E462,0
E463,0
E464,1
E465,1
E466,0
E467,3
E468,3
E469,0
E470,2
E471,2
E472,3
E473,0
E474,1
E475,3
E476,3
E477,0
E478,0
E479,1
E480,0
E481,0
E482,3
E483,3
E484,1
E485,0
E486,0
E487,0
E488,0
E489,0
E490,0
E491,0
E492,3
E493,0
E494,0
E495,0
E496,3
E497,1
E498,0
E499,1
E500,3
E501,0
E502,3
E503,0
E504,1
E505,2
E506,1
E507,0
E508,0
E509,0
E510,3
E511,0
E512,0
E513,0
E514,2
E515,0
E516,0
E517,0
E518,0
E519,2
E520,0
E521,0
E522,0
E523,0
E524,0
E525,3
E526,0
E527,3
E528,0
E529,3
E530,0
E531,0
E532,0
E533,3
E534,0
E535,3
E536,0
E537,2
E538,3
E539,0
E540,3
E541,0
E542,0
E543,0
E544,0
E545,0
E546,2
E547,0
E548,0
E549,3
E550,0
E551,0
E552,2
E553,3
E554,1
E555,0
E556,3
E557,3
E558,0
E559,2
E560,0
E561,1
E562,3
E563,0
E564,2
E565,0
E566,0
E567,0
E568,0
E569,3
E570,1
E571,3
E572,0
E573,0
E574,3
E575,0
E576,3
E577,3
E578,0
E579,0
E580,0
E581,0
E582,3
E583,0
E584,2
E585,0
E586,2
E587,2
E588,0
E589,3
E590,2
E591,3
E592,1
E593,0
E594,3
E595,3
E596,0
E597,1
E598,2
E599,2
E600,0
E601,1
E602,2
E603,0
E604,3
E605,3
E606,2
E607,0
E608,0
E609,0
E610,0
E611,1
E612,3
E613,0
E614,2
E615,0
E616,3
E617,0
E618,3
E619,0
E620,1
E621,0
E622,3
E623,0
E624,3
E625,2
E626,0
E627,0
E628,1
E629,0
E630,3
E631,0
E632,2
E633,0
E634,3
E635,3
E636,0
E637,0
E638,0
E639,3
E640,2
E641,3
E642,1
E643,0
E644,0
E645,3
E646,0
E647,3
E648,3
E649,0
E650,3
E651,0
E652,0
E653,0
E654,0
E655,1
E656,2
E657,0
E658,2
E659,2
E660,3
E661,0
E662,2
E663,0
E664,2
E665,3
E666,3
E667,3
E668,2
E669,0
E670,0
E671,0
E672,3
E673,0
E674,0
E675,1
E676,0
E677,1
E678,0
E679,3
E680,1
E681,1
E682,1
E683,3
E684,0
E685,3
E686,3
E687,3
E688,3
E689,1
E690,2
E691,0
E692,3
E693,3
E694,0
E695,0
E696,0
E697,0
E698,0
E699,1
E700,2
E701,1
E702,0
E703,0
E704,1
E705,1
E706,1
E707,0
E708,2
E709,0
E710,0
E711,0
E712,0
E713,3
E714,0
E715,0
E716,2
E717,0
E718,0
E719,3
E720,1
E721,2
E722,2
E723,0
E724,2
E725,3
E726,0
E727,0
E728,0
E729,3
E730,1
E731,0
E732,1
E733,0
E734,0
E735,0
E736,2
E737,0
E738,2
E739,0
E740,1
E741,0
E742,2
E743,3
E744,3
E745,2
E746,0
E747,3
E748,0
E749,0
E750,3
E751,0
E752,0
E753,0
E754,0
E755,3
E756,0
E757,0
E758,0
E759,0
E760,2
E761,0
E762,1
E763,2
E764,0
E765,0
E766,0
E767,2
E768,3
E769,0
E770,3
E771,0
E772,3
E773,3
E774,0
E775,0
E776,3
E777,3
E778,0
E779,0
E780,0
E781,0
E782,2
E783,3
E784,3
E785,0
E786,3
E787,0
E788,0
E789,3
E790,0
E791,3
E792,1
E793,2
E794,3
E795,3
E796,3
E797,3
E798,0
E799,0
E800,0
E801,3
E802,0
E803,0
E804,0
E805,0
E806,3
E807,3
E808,0
E809,2
E810,0
E811,3
E812,3
E813,0
E814,0
E815,0
E816,0
E817,0
E818,0
E819,3
E820,3
E821,1
E822,3
E823,3
E824,0
E825,1
E826,3
E827,0
E828,2
E829,3
E830,2
E831,2
E832,2
E833,0
E834,3
E835,0
E836,3
E837,2
E838,2
E839,0
E840,3
E841,3
E842,0
E843,0
E844,3
E845,3
E846,3
E847,0
E848,2
E849,0
E850,0
E851,2
E852,3
E853,0
E854,3
E855,1
E856,3
E857,2
E858,0
E859,0
E860,0
E861,2
E862,0
E863,3
E864,1
E865,0
E866,2
E867,3
E868,0
E869,2
E870,2
E871,2
E872,1
E873,2
E874,0
E875,3
E876,0
E877,2
E878,0
E879,3
E880,3
E881,2
E882,0
E883,0
E884,0
E885,3
E886,3
E887,2
E888,3
E889,0
E890,0
E891,3
E892,1
E893,2
E894,0
E895,3
E896,0
E897,1
E898,1
E899,0
E900,0
E901,3
E902,0
E903,2
E904,3
E905,3
E906,0
E907,3
E908,1
E909,0
E910,3
E911,0
E912,0
E913,3
E914,2
E915,2
E916,3
E917,0
E918,0
E919,0
E920,0
E921,0
E922,0
E923,0
E924,0
E925,0
E926,1
E927,3
E928,2
E929,3
E930,3
E931,0
E932,0
E933,0
E934,0
E935,3
E936,3
E937,0
E938,0
E939,0
E940,0
E941,1
E942,2
E943,0
E944,0
E945,3
E946,0
E947,0
E948,0
E949,0
E950,0
E951,3
E952,0
E953,0
E954,0
E955,0
E956,3
E957,0
E958,3
E959,0
E960,0
E961,1
E962,0
E963,0
E964,0
E965,3
E966,3
E967,3
E968,0
E969,3
E970,2
E971,2
E972,0
E973,0
E974,1
E975,3
E976,0
E977,3
E978,3
E979,0
E980,0
E981,0
E982,3
E983,1
E984,0
E985,3
E986,1
E987,1
E988,3
E989,2
E990,0
E991,3
E992,3
E993,3
E994,0
E995,0
E996,2
E997,0
E998,0
E999,0
