,cl
E557,2
E558,0
E559,3
E560,2
E561,1
E562,2
E563,0
E564,1
E565,0
E566,0
E567,0
E568,0
E569,2
E570,3
E571,2
E572,0
E573,0
E574,2
E575,0
E576,2
E577,2
E578,0
E579,0
E580,0
E581,0
E582,2
E583,0
E584,1
E585,0
E586,3
E587,1
E588,0
E589,2
E590,1
E591,2
E592,1
E593,0
E594,2
E595,2
E596,0
E597,3
E598,1
E599,3
E600,0
E601,1
E602,3
E603,0
E604,2
E605,2
E606,3
E607,0
E608,0
E609,0
E610,0
E611,1
E612,2
E613,0
E614,3
E615,0
E616,2
E617,0
E618,2
E619,0
E620,1
E621,0
E622,2
E623,0
E624,2
E625,3
E626,0
E627,0
E628,1
E629,0
E630,2
E631,0
E632,1
E633,0
E634,2
E635,2
E636,0
E637,0
E638,0
E639,2
E640,3
E641,2
E642,3
E643,0
E644,0
E645,2
E646,0
E647,2
E648,2
E649,0
E650,2
E651,0
E652,0
E653,0
E654,0
E655,3
E656,1
E657,0
E658,3
E659,1
E660,2
E661,0
E662,1
E663,0
E664,1
E665,2
E666,2
E667,2
E668,1
E669,0
E670,0
E671,0
E672,2
E673,0
E674,0
E675,1
E676,0
E677,3
E678,0
E679,2
E680,3
E681,3
E682,3
E683,2
E684,0
E685,2
E686,2
E687,2
E688,2
E689,1
E690,3
E691,0
E692,2
E693,2
E694,0
E695,0
E696,0
E697,0
E698,0
E699,3
E700,3
E701,3
E702,0
E703,0
E704,3
E705,1
E706,3
E707,0
E708,3
E709,0
E710,0
E711,0
E712,0
E713,2
E714,0
E715,0
E716,1
E717,0
E718,0
E719,2
E720,3
E721,1
E722,1
E723,0
E724,3
E725,2
E726,0
E727,0
E728,0
E729,2
E730,1
E731,0
E732,3
E733,0
E734,0
E735,0
E736,1
E737,0
E738,3
E739,0
E740,3
E741,0
E742,3
E743,2
E744,2
E745,3
E746,0
E747,2
E748,0
E749,0
E750,2
E751,0
E752,0
E753,0
E754,0
E755,2
E756,0
E757,0
E758,0
E759,0
E760,3
E761,0
E762,3
E763,3
E764,0
E765,0
E766,0
E767,3
E768,2
E769,0
E770,2
E771,0
E772,2
E773,2
E774,0
E775,0
E776,2
E777,2
E778,0
E779,0
E780,0
E781,0
E782,3
E783,2
E784,2
E785,0
E786,2
E787,0
E788,0
E789,2
E790,0
E791,2
E792,3
E793,3
E794,2
E795,2
E796,2
E797,2
E798,0
E799,0
E800,0
E801,2
E802,0
E803,0
E804,0
E805,0
E806,2
E807,2
E808,0
E809,1
E810,0
E811,2
E812,2
E813,0
E814,0
E815,0
E816,0
E817,0
E818,0
E819,2
E820,2
E821,3
E822,2
E823,2
E824,0
E825,1
E826,2
E827,0
E828,3
E829,2
E830,3
E831,3
E832,1
E833,0
E834,2
E835,0
E836,2
E837,1
E838,1
E839,0
E840,2
E841,2
E842,0
E843,0
E844,2
E845,2
E846,2
E847,0
E848,1
E849,0
E850,0
E851,1
E852,2
E853,0
E854,2
E855,3
E856,2
E857,0
E858,0
E859,0
E860,0
E861,1
E862,0
E863,2
E864,1
E865,0
E866,3
E867,2
E868,0
E869,3
E870,1
E871,3
E872,1
E873,3
E874,0
E875,2
E876,0
E877,1
E878,0
E879,2
E880,2
E881,1
E882,0
E883,0
E884,0
E885,2
E886,2
E887,3
E888,2
E889,0
E890,0
E891,2
E892,3
E893,3
E894,0
E895,2
E896,0
E897,1
E898,1
E899,0
E900,0
E901,2
E902,0
E903,3
E904,2
E905,2
E906,0
E907,2
E908,3
E909,0
E910,2
E911,0
E912,0
E913,2
E914,3
E915,1
E916,2
E917,0
E918,0
E919,0
E920,0
E921,0
E922,0
E923,0
E924,0
E925,0
E926,3
E927,2
E928,1
E929,2
E930,2
E931,0
E932,0
E933,0
E934,0
E935,2
E936,2
E937,0
E938,0
E939,0
E940,0
E941,1
E942,3
E943,0
E944,0
E945,2
E946,0
E947,0
E948,0
E949,0
E950,0
E951,2
E952,2
E953,0
E954,0
E955,0
E956,2
E957,0
E958,2
E959,0
E960,0
E961,3
E962,0
E963,0
E964,0
E965,2
E966,2
E967,2
E968,0
E969,2
E970,1
E971,1
E972,0
E973,0
E974,1
E975,2
E976,0
E977,2
E978,2
E979,0
E980,0
E981,0
E982,2
E983,3
E984,0
E985,2
E986,3
E987,3
E988,2
E989,1
E990,0
E991,2
E992,2
E993,2
E994,0
E995,0
E996,1
E997,0
E998,0
E999,0
