,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E602_301,NA,NA,0.37484,NA
E617_348,0.43396,NA,NA,NA
E301_379,NA,NA,NA,0.47296
E223_159,0.19623,NA,NA,NA
E997_146,0.17987,NA,NA,NA
E996_682,NA,NA,0.85409,NA
E175_347,0.4327,NA,NA,NA
E366_228,NA,NA,NA,0.28302
E447_560,0.70063,NA,NA,NA
E631_680,0.85157,NA,NA,NA
E466_614,0.76855,NA,NA,NA
E990_642,0.80377,NA,NA,NA
E957_308,0.38365,NA,NA,NA
E685_460,NA,NA,NA,0.57484
E637_556,0.6956,NA,NA,NA
E748_587,0.73459,NA,NA,NA
E645_42,NA,NA,NA,0.04906
E715_785,0.98365,NA,NA,NA
E807_576,NA,NA,NA,0.72075
E483_417,NA,NA,NA,0.52075
E682_98,NA,0.1195,NA,NA
E186_431,0.53836,NA,NA,NA
E172_479,NA,NA,NA,0.59874
E854_539,NA,NA,NA,0.67421
E755_3,NA,NA,NA,0.0
E506_649,NA,0.81258,NA,NA
E540_513,NA,NA,NA,0.64151
E292_176,NA,NA,0.21761,NA
E314_264,0.3283,NA,NA,NA
E19_432,NA,NA,NA,0.53962
E231_188,NA,NA,NA,0.2327
E527_33,NA,NA,NA,0.03774
E861_216,NA,NA,0.26792,NA
E63_173,NA,0.21384,NA,NA
E170_228,NA,0.28302,NA,NA
E463_345,0.43019,NA,NA,NA
E588_630,0.78868,NA,NA,NA
E843_531,0.66415,NA,NA,NA
E8_316,NA,NA,0.39371,NA
E698_296,0.36855,NA,NA,NA
E991_128,NA,NA,NA,0.15723
E647_16,NA,NA,NA,0.01635
E638_270,0.33585,NA,NA,NA
E404_316,NA,NA,0.39371,NA
E149_482,NA,NA,NA,0.60252
E950_677,0.8478,NA,NA,NA
E311_496,NA,NA,0.62013,NA
E922_165,0.20377,NA,NA,NA
E642_140,NA,0.17233,NA,NA
E508_241,0.29937,NA,NA,NA
E124_590,0.73836,NA,NA,NA
E504_32,NA,0.03648,NA,NA
E57_545,NA,NA,NA,0.68176
E475_142,NA,NA,NA,0.17484
E121_572,NA,NA,0.71572,NA
E341_183,NA,NA,NA,0.22642
E181_386,0.48176,NA,NA,NA
E74_181,NA,NA,0.2239,NA
E958_221,NA,NA,NA,0.27421
E660_155,NA,NA,NA,0.19119
E968_423,0.5283,NA,NA,NA
E714_618,0.77358,NA,NA,NA
E71_263,0.32704,NA,NA,NA
E969_20,NA,NA,NA,0.02138
E750_221,NA,NA,NA,0.27421
E61_98,0.1195,NA,NA,NA
E42_616,0.77107,NA,NA,NA
E564_309,NA,NA,0.38491,NA
E243_415,NA,0.51824,NA,NA
E947_579,0.72453,NA,NA,NA
E166_16,0.01635,NA,NA,NA
E439_558,0.69811,NA,NA,NA
E622_103,NA,NA,NA,0.12579
E942_500,NA,NA,0.62516,NA
E524_632,0.79119,NA,NA,NA
E399_749,0.93836,NA,NA,NA
E799_313,0.38994,NA,NA,NA
E434_619,0.77484,NA,NA,NA
E911_760,0.9522,NA,NA,NA
E576_309,NA,NA,NA,0.38491
E603_179,0.22138,NA,NA,NA
E218_202,0.25031,NA,NA,NA
E737_570,0.71321,NA,NA,NA
E680_471,NA,0.58868,NA,NA
E522_97,0.11824,NA,NA,NA
E739_39,0.04528,NA,NA,NA
E217_772,NA,NA,NA,0.9673
E571_364,NA,NA,NA,0.45409
E593_427,0.53333,NA,NA,NA
E221_461,NA,0.5761,NA,NA
E573_328,0.40881,NA,NA,NA
E324_426,NA,NA,NA,0.53208
E836_531,NA,NA,NA,0.66415
E583_492,0.61509,NA,NA,NA
E832_334,NA,NA,0.41635,NA
E107_632,0.79119,NA,NA,NA
E265_216,NA,0.26792,NA,NA
E410_111,NA,0.13585,NA,NA
E838_287,NA,NA,0.35723,NA
E756_796,0.99748,NA,NA,NA
E775_286,0.35597,NA,NA,NA
E319_211,0.26164,NA,NA,NA
E224_344,0.42893,NA,NA,NA
E262_686,NA,NA,NA,0.85912
E806_120,NA,NA,NA,0.14717
E215_709,NA,NA,NA,0.88805
E346_131,0.16101,NA,NA,NA
E726_136,0.1673,NA,NA,NA
E741_433,0.54088,NA,NA,NA
E272_17,NA,NA,NA,0.01761
E529_709,NA,NA,NA,0.88805
E786_389,NA,NA,NA,0.48553
E259_309,0.38491,NA,NA,NA
E412_168,0.20755,NA,NA,NA
E0_122,NA,0.14969,NA,NA
E604_632,NA,NA,NA,0.79119
E358_373,NA,NA,NA,0.46541
E764_174,0.21509,NA,NA,NA
E829_498,NA,NA,NA,0.62264
E235_337,NA,NA,NA,0.42013
E31_227,0.28176,NA,NA,NA
E623_523,0.65409,NA,NA,NA
E264_653,0.81761,NA,NA,NA
E847_286,0.35597,NA,NA,NA
E436_446,0.55723,NA,NA,NA
E798_701,0.87799,NA,NA,NA
E142_73,NA,NA,NA,0.08805
E25_571,0.71447,NA,NA,NA
E233_15,0.01509,NA,NA,NA
E384_28,NA,NA,NA,0.03145
E802_460,0.57484,NA,NA,NA
E567_413,0.51572,NA,NA,NA
E419_231,0.28679,NA,NA,NA
E731_473,0.59119,NA,NA,NA
E826_644,NA,NA,NA,0.80629
E613_55,0.06541,NA,NA,NA
E320_645,NA,NA,0.80755,NA
E82_503,0.62893,NA,NA,NA
E103_200,NA,NA,0.2478,NA
E59_59,0.07044,NA,NA,NA
E972_122,0.14969,NA,NA,NA
E315_329,NA,NA,NA,0.41006
E485_528,0.66038,NA,NA,NA
E510_457,NA,NA,NA,0.57107
E108_207,0.2566,NA,NA,NA
E594_657,NA,NA,NA,0.82264
E300_566,NA,0.70818,NA,NA
E459_143,NA,NA,0.1761,NA
E28_240,0.29811,NA,NA,NA
E389_538,0.67296,NA,NA,NA
E927_400,NA,NA,NA,0.49937
E949_32,0.03648,NA,NA,NA
E276_275,NA,NA,0.34214,NA
E656_266,NA,NA,0.33082,NA
E388_189,NA,NA,NA,0.23396
E414_285,0.35472,NA,NA,NA
E413_329,NA,NA,NA,0.41006
E214_46,NA,NA,NA,0.05409
E610_320,0.39874,NA,NA,NA
E241_250,NA,NA,NA,0.31069
E147_145,NA,0.17862,NA,NA
E676_12,0.01132,NA,NA,NA
E718_379,0.47296,NA,NA,NA
E666_119,NA,NA,NA,0.14591
E762_187,NA,0.23145,NA,NA
E16_124,NA,NA,NA,0.1522
E827_304,0.37862,NA,NA,NA
E115_511,NA,NA,NA,0.63899
E665_324,NA,NA,NA,0.40377
E766_208,0.25786,NA,NA,NA
E761_72,0.08679,NA,NA,NA
E340_661,NA,NA,NA,0.82767
E298_278,0.34591,NA,NA,NA
E138_204,0.25283,NA,NA,NA
E834_277,NA,NA,NA,0.34465
E897_381,NA,0.47547,NA,NA
E751_485,0.60629,NA,NA,NA
E554_697,NA,0.87296,NA,NA
E70_524,0.65535,NA,NA,NA
E921_305,0.37987,NA,NA,NA
E882_647,0.81006,NA,NA,NA
E646_428,0.53459,NA,NA,NA
E514_152,NA,NA,0.18742,NA
E918_627,0.78491,NA,NA,NA
E810_611,0.76478,NA,NA,NA
E232_458,NA,0.57233,NA,NA
E995_759,0.95094,NA,NA,NA
E920_147,0.18113,NA,NA,NA
E667_573,NA,NA,NA,0.71698
E151_12,NA,0.01132,NA,NA
E99_308,0.38365,NA,NA,NA
E837_696,NA,NA,0.8717,NA
E560_632,0.79119,NA,NA,NA
E207_111,NA,NA,0.13585,NA
E249_20,NA,0.02138,NA,NA
E970_435,NA,NA,0.5434,NA
E456_495,NA,NA,NA,0.61887
E328_720,0.90189,NA,NA,NA
E971_10,NA,NA,0.00881,NA
E570_309,NA,0.38491,NA,NA
E785_440,0.54969,NA,NA,NA
E888_304,NA,NA,NA,0.37862
E542_357,0.44528,NA,NA,NA
E169_306,0.38113,NA,NA,NA
E831_55,NA,NA,0.06541,NA
E277_497,0.62138,NA,NA,NA
E452_589,NA,NA,0.73711,NA
E143_170,NA,NA,NA,0.21006
E23_78,0.09434,NA,NA,NA
E830_397,NA,NA,0.4956,NA
E903_444,NA,NA,0.55472,NA
E352_69,0.08302,NA,NA,NA
E473_712,0.89182,NA,NA,NA
E544_519,0.64906,NA,NA,NA
E407_617,0.77233,NA,NA,NA
E699_718,NA,0.89937,NA,NA
E619_559,0.69937,NA,NA,NA
E729_340,NA,NA,NA,0.4239
E543_405,0.50566,NA,NA,NA
E690_629,NA,NA,0.78742,NA
E127_682,0.85409,NA,NA,NA
E458_729,0.91321,NA,NA,NA
E580_391,0.48805,NA,NA,NA
E417_595,NA,0.74465,NA,NA
E248_306,0.38113,NA,NA,NA
E199_735,0.92075,NA,NA,NA
E440_140,0.17233,NA,NA,NA
E271_438,NA,NA,NA,0.54717
E331_80,0.09686,NA,NA,NA
E299_186,0.23019,NA,NA,NA
E263_349,0.43522,NA,NA,NA
E692_404,NA,NA,NA,0.5044
E839_135,0.16604,NA,NA,NA
E385_697,NA,NA,NA,0.87296
E465_33,NA,0.03774,NA,NA
E329_548,NA,NA,0.68553,NA
E196_194,0.24025,NA,NA,NA
E162_194,0.24025,NA,NA,NA
E92_91,0.11069,NA,NA,NA
E38_375,0.46792,NA,NA,NA
E477_573,0.71698,NA,NA,NA
E9_571,0.71447,NA,NA,NA
E857_577,NA,NA,0.72201,NA
E202_474,0.59245,NA,NA,NA
E697_685,0.85786,NA,NA,NA
E140_602,0.75346,NA,NA,NA
E668_704,NA,NA,0.88176,NA
E572_148,0.18239,NA,NA,NA
E431_769,NA,0.96352,NA,NA
E909_405,0.50566,NA,NA,NA
E899_655,0.82013,NA,NA,NA
E194_165,NA,NA,NA,0.20377
E712_274,0.34088,NA,NA,NA
E383_776,0.97233,NA,NA,NA
E46_148,0.18239,NA,NA,NA
E472_463,NA,NA,NA,0.57862
E763_765,NA,NA,0.95849,NA
E490_98,0.1195,NA,NA,NA
E851_623,NA,NA,0.77987,NA
E523_261,0.32453,NA,NA,NA
E154_209,0.25912,NA,NA,NA
E778_130,0.15975,NA,NA,NA
E655_21,NA,0.02264,NA,NA
E872_233,NA,0.28931,NA,NA
E126_504,NA,NA,NA,0.63019
E133_776,0.97233,NA,NA,NA
E822_443,NA,NA,NA,0.55346
E944_138,0.16981,NA,NA,NA
E844_166,NA,NA,NA,0.20503
E931_239,0.29686,NA,NA,NA
E568_421,0.52579,NA,NA,NA
E362_523,NA,0.65409,NA,NA
E336_290,NA,NA,0.36101,NA
E669_240,0.29811,NA,NA,NA
E526_12,0.01132,NA,NA,NA
E863_641,NA,NA,NA,0.80252
E416_211,0.26164,NA,NA,NA
E512_455,0.56855,NA,NA,NA
E777_148,NA,NA,NA,0.18239
E380_422,0.52704,NA,NA,NA
E732_53,NA,0.06289,NA,NA
E86_238,NA,NA,NA,0.2956
E533_512,NA,NA,NA,0.64025
E313_741,NA,0.9283,NA,NA
E56_397,0.4956,NA,NA,NA
E116_185,NA,NA,NA,0.22893
E12_309,0.38491,NA,NA,NA
E934_209,0.25912,NA,NA,NA
E675_186,NA,0.23019,NA,NA
E228_720,NA,NA,0.90189,NA
E842_639,0.8,NA,NA,NA
E491_595,0.74465,NA,NA,NA
E804_514,0.64277,NA,NA,NA
E306_47,NA,NA,NA,0.05535
E335_227,NA,0.28176,NA,NA
E187_476,NA,NA,NA,0.59497
E582_13,NA,NA,NA,0.01258
E357_478,NA,NA,0.59748,NA
E789_707,NA,NA,NA,0.88553
E745_561,NA,NA,0.70189,NA
E708_336,NA,NA,0.41887,NA
E441_587,0.73459,NA,NA,NA
E679_458,NA,NA,NA,0.57233
E26_35,0.04025,NA,NA,NA
E146_92,NA,0.11195,NA,NA
E450_340,NA,NA,NA,0.4239
E550_88,0.10692,NA,NA,NA
E204_684,NA,NA,NA,0.8566
E355_248,0.30818,NA,NA,NA
E901_576,NA,NA,NA,0.72075
E725_267,NA,NA,NA,0.33208
E424_685,0.85786,NA,NA,NA
E317_138,NA,NA,NA,0.16981
E865_179,0.22138,NA,NA,NA
E953_580,0.72579,NA,NA,NA
E536_54,0.06415,NA,NA,NA
E916_515,NA,NA,NA,0.64403
E348_450,NA,0.56226,NA,NA
E534_630,0.78868,NA,NA,NA
E468_388,NA,NA,NA,0.48428
E73_180,0.22264,NA,NA,NA
E373_151,0.18616,NA,NA,NA
E683_219,NA,NA,NA,0.2717
E493_466,0.58239,NA,NA,NA
E409_108,NA,0.13208,NA,NA
E941_301,NA,0.37484,NA,NA
E216_428,0.53459,NA,NA,NA
E783_541,NA,NA,NA,0.67673
E135_675,0.84528,NA,NA,NA
E618_317,NA,NA,NA,0.39497
E94_259,0.32201,NA,NA,NA
E805_360,0.44906,NA,NA,NA
E79_591,0.73962,NA,NA,NA
E361_727,NA,NA,0.91069,NA
E998_333,0.41509,NA,NA,NA
E548_104,0.12704,NA,NA,NA
E636_543,0.67925,NA,NA,NA
E686_10,NA,NA,NA,0.00881
E185_342,NA,NA,NA,0.42642
E531_491,0.61384,NA,NA,NA
E644_553,0.69182,NA,NA,NA
E652_464,0.57987,NA,NA,NA
E354_224,NA,NA,NA,0.27799
E499_759,NA,0.95094,NA,NA
E128_244,0.30314,NA,NA,NA
E612_613,NA,NA,NA,0.7673
E118_387,0.48302,NA,NA,NA
E545_240,0.29811,NA,NA,NA
E209_657,NA,0.82264,NA,NA
E368_61,0.07296,NA,NA,NA
E395_190,NA,NA,0.23522,NA
E132_780,NA,NA,0.97736,NA
E779_582,0.7283,NA,NA,NA
E537_478,NA,NA,0.59748,NA
E881_522,NA,NA,0.65283,NA
E528_345,0.43019,NA,NA,NA
E372_335,NA,NA,NA,0.41761
E369_299,NA,NA,NA,0.37233
E578_472,0.58994,NA,NA,NA
E977_69,NA,NA,NA,0.08302
E476_164,NA,NA,NA,0.20252
E54_639,NA,NA,0.8,NA
E626_611,0.76478,NA,NA,NA
E649_527,0.65912,NA,NA,NA
E929_185,NA,NA,NA,0.22893
E742_114,NA,NA,0.13962,NA
E1_238,0.2956,NA,NA,NA
E13_463,0.57862,NA,NA,NA
E297_561,0.70189,NA,NA,NA
E37_203,NA,0.25157,NA,NA
E561_461,NA,0.5761,NA,NA
E403_186,0.23019,NA,NA,NA
E860_312,0.38868,NA,NA,NA
E993_798,NA,NA,NA,1.0
E502_793,NA,NA,NA,0.99371
E539_776,0.97233,NA,NA,NA
E387_452,NA,0.56478,NA,NA
E60_574,0.71824,NA,NA,NA
E784_700,NA,NA,NA,0.87673
E549_120,NA,NA,NA,0.14717
E96_522,NA,NA,0.65283,NA
E989_129,NA,NA,0.15849,NA
E884_710,0.88931,NA,NA,NA
E360_387,0.48302,NA,NA,NA
E774_250,0.31069,NA,NA,NA
E879_448,NA,NA,NA,0.55975
E876_82,0.09937,NA,NA,NA
E480_9,0.00755,NA,NA,NA
E530_633,0.79245,NA,NA,NA
E95_224,NA,NA,NA,0.27799
E343_632,NA,0.79119,NA,NA
E492_484,NA,NA,NA,0.60503
E467_159,NA,NA,NA,0.19623
E250_394,0.49182,NA,NA,NA
E75_143,NA,NA,0.1761,NA
E693_596,NA,NA,NA,0.74591
E267_536,NA,NA,0.67044,NA
E674_611,0.76478,NA,NA,NA
E719_227,NA,NA,NA,0.28176
E344_28,0.03145,NA,NA,NA
E501_701,0.87799,NA,NA,NA
E933_495,0.61887,NA,NA,NA
E615_494,0.61761,NA,NA,NA
E835_666,0.83396,NA,NA,NA
E535_587,NA,NA,NA,0.73459
E875_533,NA,NA,NA,0.66667
E966_371,NA,NA,NA,0.46289
E787_429,0.53585,NA,NA,NA
E727_431,0.53836,NA,NA,NA
E274_364,0.45409,NA,NA,NA
E635_646,NA,NA,NA,0.80881
E794_519,NA,NA,NA,0.64906
E470_543,NA,NA,0.67925,NA
E378_761,0.95346,NA,NA,NA
E64_629,NA,NA,NA,0.78742
E893_696,NA,NA,0.8717,NA
E503_128,0.15723,NA,NA,NA
E381_756,0.94717,NA,NA,NA
E792_400,NA,0.49937,NA,NA
E281_467,0.58365,NA,NA,NA
E711_122,0.14969,NA,NA,NA
E651_118,0.14465,NA,NA,NA
E93_177,0.21887,NA,NA,NA
E704_384,NA,0.47925,NA,NA
E364_395,NA,NA,NA,0.49308
E188_682,NA,0.85409,NA,NA
E435_621,NA,NA,NA,0.77736
E961_317,NA,0.39497,NA,NA
E736_152,NA,NA,0.18742,NA
E864_55,NA,0.06541,NA,NA
E208_346,0.43145,NA,NA,NA
E427_227,NA,0.28176,NA,NA
E866_695,NA,NA,0.87044,NA
E724_315,NA,NA,0.39245,NA
E51_333,0.41509,NA,NA,NA
E518_563,0.7044,NA,NA,NA
