,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E179_164,NA,0.20303,NA,NA
E872_511,NA,NA,0.64061,NA
E442_426,NA,0.53342,NA,NA
E925_461,NA,0.57755,NA,NA
E563_494,NA,0.61917,NA,NA
E571_372,NA,NA,NA,0.46532
E351_386,NA,0.48298,NA,NA
E187_653,NA,NA,NA,0.81967
E559_623,0.78184,NA,NA,NA
E532_594,NA,0.74527,NA,NA
E646_85,NA,0.1034,NA,NA
E92_613,NA,0.76923,NA,NA
E992_707,NA,NA,NA,0.88777
E499_506,NA,NA,0.6343,NA
E583_179,NA,0.22194,NA,NA
E914_99,0.12106,NA,NA,NA
E466_713,NA,0.89533,NA,NA
E275_651,NA,0.81715,NA,NA
E175_772,NA,0.96974,NA,NA
E157_453,NA,0.56747,NA,NA
E871_148,0.18285,NA,NA,NA
E389_314,NA,0.39218,NA,NA
E434_604,NA,0.75788,NA,NA
E436_567,NA,0.71122,NA,NA
E945_121,NA,NA,NA,0.1488
E881_700,0.87894,NA,NA,NA
E581_24,NA,0.02648,NA,NA
E79_442,NA,0.55359,NA,NA
E178_42,NA,0.04918,NA,NA
E724_356,0.44515,NA,NA,NA
E712_316,NA,0.3947,NA,NA
E396_426,NA,0.53342,NA,NA
E834_385,NA,NA,NA,0.48172
E94_306,NA,0.38209,NA,NA
E266_272,NA,NA,0.33922,NA
E457_68,NA,NA,0.08197,NA
E35_312,NA,0.38966,NA,NA
E211_202,NA,NA,0.25095,NA
E219_588,NA,NA,NA,0.7377
E534_608,NA,0.76293,NA,NA
E682_648,NA,NA,0.81337,NA
E44_265,NA,0.33039,NA,NA
E761_79,NA,0.09584,NA,NA
E800_469,NA,0.58764,NA,NA
E731_790,NA,0.99243,NA,NA
E783_169,NA,NA,NA,0.20933
E284_206,NA,NA,NA,0.25599
E370_258,NA,0.32156,NA,NA
E180_138,NA,NA,NA,0.17024
E388_429,NA,NA,NA,0.5372
E903_9,0.00757,NA,NA,NA
E156_254,NA,NA,0.31652,NA
E104_288,NA,NA,NA,0.35939
E6_350,NA,0.43758,NA,NA
E387_145,NA,NA,0.17907,NA
E573_339,NA,0.42371,NA,NA
E916_334,NA,NA,NA,0.4174
E671_568,NA,0.71248,NA,NA
E53_88,NA,NA,NA,0.10719
E623_154,NA,0.19042,NA,NA
E991_587,NA,NA,NA,0.73644
E706_316,NA,NA,0.3947,NA
E633_657,NA,0.82472,NA,NA
E80_789,NA,NA,NA,0.99117
E38_278,NA,0.34678,NA,NA
E621_458,NA,0.57377,NA,NA
E560_359,NA,NA,NA,0.44893
E863_288,NA,NA,NA,0.35939
E272_343,NA,NA,NA,0.42875
E628_70,NA,NA,0.08449,NA
E46_106,NA,0.12989,NA,NA
E845_400,NA,NA,NA,0.50063
E277_442,NA,0.55359,NA,NA
E931_373,NA,0.46658,NA,NA
E13_178,NA,0.22068,NA,NA
E848_329,0.4111,NA,NA,NA
E28_700,NA,0.87894,NA,NA
E519_675,0.84741,NA,NA,NA
E222_83,NA,0.10088,NA,NA
E572_518,NA,0.64943,NA,NA
E829_164,NA,NA,NA,0.20303
E12_592,NA,0.74275,NA,NA
E482_116,NA,NA,NA,0.1425
E193_585,NA,0.73392,NA,NA
E170_46,NA,NA,0.05422,NA
E793_767,0.96343,NA,NA,NA
E326_127,NA,0.15637,NA,NA
E647_207,NA,NA,NA,0.25725
E118_86,NA,0.10467,NA,NA
E75_281,0.35057,NA,NA,NA
E617_447,NA,0.5599,NA,NA
E540_425,NA,NA,NA,0.53216
E130_193,NA,0.2396,NA,NA
E726_415,NA,0.51955,NA,NA
E506_624,NA,NA,0.7831,NA
E494_16,NA,0.01639,NA,NA
E135_507,NA,0.63556,NA,NA
E228_202,0.25095,NA,NA,NA
E151_365,NA,NA,0.45649,NA
E797_479,NA,NA,NA,0.60025
E292_406,0.5082,NA,NA,NA
E530_458,NA,0.57377,NA,NA
E759_103,NA,0.1261,NA,NA
E850_10,NA,0.00883,NA,NA
E976_554,NA,0.69483,NA,NA
E777_693,NA,NA,NA,0.87011
E446_333,NA,0.41614,NA,NA
E717_275,NA,0.343,NA,NA
E341_768,NA,NA,NA,0.96469
E328_330,NA,0.41236,NA,NA
E159_458,NA,0.57377,NA,NA
E549_290,NA,NA,NA,0.36192
E260_240,NA,0.29887,NA,NA
E464_425,NA,NA,0.53216,NA
E236_21,NA,NA,NA,0.0227
E704_588,NA,NA,0.7377,NA
E486_534,NA,0.66961,NA,NA
E517_464,NA,0.58134,NA,NA
E989_48,0.05675,NA,NA,NA
E703_645,NA,0.80958,NA,NA
E507_719,NA,0.9029,NA,NA
E308_270,NA,0.3367,NA,NA
E108_257,NA,0.3203,NA,NA
E705_91,NA,NA,0.11097,NA
E217_541,NA,NA,NA,0.67844
E137_69,NA,NA,0.08323,NA
E875_4,NA,NA,NA,0.00126
E544_172,NA,0.21311,NA,NA
E262_144,NA,NA,NA,0.17781
E656_558,0.69987,NA,NA,NA
E393_99,0.12106,NA,NA,NA
E445_601,0.7541,NA,NA,NA
E587_604,0.75788,NA,NA,NA
E502_20,NA,NA,NA,0.02144
E283_713,NA,NA,0.89533,NA
E73_622,NA,0.78058,NA,NA
E15_348,NA,0.43506,NA,NA
E697_427,NA,0.53468,NA,NA
E538_510,NA,NA,NA,0.63934
E770_260,NA,NA,NA,0.32409
E158_500,0.62673,NA,NA,NA
E367_373,NA,0.46658,NA,NA
E606_94,0.11475,NA,NA,NA
E589_364,NA,NA,NA,0.45523
E305_714,NA,0.8966,NA,NA
E979_326,NA,0.40731,NA,NA
E536_414,NA,0.51828,NA,NA
E883_598,NA,0.75032,NA,NA
E372_74,NA,NA,NA,0.08953
E30_315,0.39344,NA,NA,NA
E97_744,NA,0.93443,NA,NA
E278_765,NA,0.96091,NA,NA
E985_305,NA,NA,NA,0.38083
E167_417,NA,0.52207,NA,NA
E343_553,NA,NA,0.69357,NA
E230_362,NA,NA,NA,0.45271
E491_705,NA,0.88525,NA,NA
E864_198,NA,NA,0.2459,NA
E720_655,NA,NA,0.82219,NA
E974_483,NA,NA,0.6053,NA
E743_738,NA,NA,NA,0.92686
E23_752,NA,0.94451,NA,NA
E122_743,NA,NA,NA,0.93317
E242_85,0.1034,NA,NA,NA
E911_754,NA,0.94704,NA,NA
E126_269,NA,NA,NA,0.33544
E750_175,NA,NA,NA,0.2169
E651_579,NA,0.72636,NA,NA
E96_667,0.83733,NA,NA,NA
E138_530,NA,0.66456,NA,NA
E894_65,NA,0.07818,NA,NA
E76_576,NA,NA,NA,0.72257
E358_283,NA,NA,NA,0.35309
E142_394,NA,NA,NA,0.49306
E625_268,0.33417,NA,NA,NA
E966_636,NA,NA,NA,0.79823
E878_598,NA,0.75032,NA,NA
E749_768,NA,0.96469,NA,NA
E385_681,NA,NA,NA,0.85498
E897_94,NA,NA,0.11475,NA
E811_184,NA,NA,NA,0.22825
E565_322,NA,0.40227,NA,NA
E570_380,NA,NA,0.47541,NA
E147_354,NA,NA,0.44262,NA
E548_672,NA,0.84363,NA,NA
E115_714,NA,NA,NA,0.8966
E218_81,NA,0.09836,NA,NA
E192_274,NA,0.34174,NA,NA
E860_711,NA,0.89281,NA,NA
E645_520,NA,NA,NA,0.65195
E405_358,NA,0.44767,NA,NA
E927_84,NA,NA,NA,0.10214
E858_34,NA,0.03909,NA,NA
E840_299,NA,NA,NA,0.37327
E293_194,NA,0.24086,NA,NA
E415_707,NA,NA,0.88777,NA
E842_184,NA,0.22825,NA,NA
E909_501,NA,0.62799,NA,NA
E414_610,NA,0.76545,NA,NA
E201_28,NA,NA,NA,0.03153
E168_529,NA,0.6633,NA,NA
E969_148,NA,NA,NA,0.18285
E205_202,NA,0.25095,NA,NA
E134_389,NA,0.48676,NA,NA
E256_779,NA,0.97856,NA,NA
E453_105,0.12863,NA,NA,NA
E636_117,NA,0.14376,NA,NA
E630_523,NA,NA,NA,0.65574
E965_759,NA,NA,NA,0.95334
E799_122,NA,0.15006,NA,NA
E460_615,NA,NA,NA,0.77175
E950_307,NA,0.38335,NA,NA
E451_17,NA,NA,0.01765,NA
E141_665,NA,0.8348,NA,NA
E215_667,NA,NA,NA,0.83733
E981_274,NA,0.34174,NA,NA
E627_297,NA,0.37074,NA,NA
E2_298,NA,0.37201,NA,NA
E960_62,NA,0.0744,NA,NA
E40_503,NA,0.63052,NA,NA
E643_62,NA,0.0744,NA,NA
E600_597,NA,0.74905,NA,NA
E791_589,NA,NA,NA,0.73897
E825_588,NA,NA,0.7377,NA
E493_780,NA,NA,NA,0.97982
E851_695,0.87264,NA,NA,NA
E662_165,0.20429,NA,NA,NA
E199_658,NA,NA,NA,0.82598
E43_66,NA,NA,0.07945,NA
E71_785,NA,0.98613,NA,NA
E1_782,NA,0.98235,NA,NA
E282_571,NA,0.71627,NA,NA
E650_639,NA,NA,NA,0.80202
E232_237,NA,NA,0.29508,NA
E59_211,NA,0.2623,NA,NA
E428_101,NA,0.12358,NA,NA
E604_621,NA,NA,NA,0.77932
E934_608,NA,0.76293,NA,NA
E235_688,NA,NA,NA,0.86381
E254_757,NA,NA,NA,0.95082
E873_469,0.58764,NA,NA,NA
E569_130,NA,NA,NA,0.16015
E905_402,NA,NA,NA,0.50315
E448_421,NA,NA,0.52711,NA
E127_39,NA,0.0454,NA,NA
E827_29,NA,0.03279,NA,NA
E529_80,NA,NA,NA,0.0971
E325_625,NA,0.78436,NA,NA
E392_635,NA,NA,NA,0.79697
E77_225,NA,NA,0.27995,NA
E954_721,NA,0.90542,NA,NA
E191_572,0.71753,NA,NA,NA
E715_91,NA,0.11097,NA,NA
E938_373,NA,0.46658,NA,NA
E299_331,NA,0.41362,NA,NA
E198_331,NA,NA,NA,0.41362
E420_742,NA,0.9319,NA,NA
E679_669,NA,NA,NA,0.83985
E107_95,NA,0.11602,NA,NA
E614_362,0.45271,NA,NA,NA
E592_305,NA,NA,0.38083,NA
E928_741,0.93064,NA,NA,NA
E320_443,0.55485,NA,NA,NA
E339_139,NA,0.1715,NA,NA
E977_663,NA,NA,NA,0.83228
E670_358,NA,0.44767,NA,NA
E402_684,NA,0.85876,NA,NA
E264_306,NA,0.38209,NA,NA
E709_417,NA,0.52207,NA,NA
E756_338,NA,0.42245,NA,NA
E653_480,NA,0.60151,NA,NA
E908_585,NA,NA,0.73392,NA
E416_144,NA,0.17781,NA,NA
E425_598,NA,NA,NA,0.75032
E24_117,NA,NA,NA,0.14376
E884_468,NA,0.58638,NA,NA
E513_311,NA,0.3884,NA,NA
E812_107,NA,NA,NA,0.13115
E702_73,NA,0.08827,NA,NA
E21_28,NA,0.03153,NA,NA
E789_330,NA,NA,NA,0.41236
E961_535,NA,NA,0.67087,NA
E861_693,0.87011,NA,NA,NA
E225_288,NA,NA,0.35939,NA
E456_428,NA,NA,NA,0.53594
E17_147,NA,0.18159,NA,NA
E381_253,NA,0.31526,NA,NA
E983_291,NA,NA,0.36318,NA
E936_267,NA,NA,NA,0.33291
E766_534,NA,0.66961,NA,NA
E444_163,NA,NA,NA,0.20177
E476_101,NA,NA,NA,0.12358
E527_379,NA,NA,NA,0.47415
E194_644,NA,NA,NA,0.80832
E375_426,NA,0.53342,NA,NA
E496_604,NA,NA,NA,0.75788
E304_795,NA,NA,0.99874,NA
E691_22,NA,0.02396,NA,NA
E639_201,NA,NA,NA,0.24968
E951_556,NA,NA,NA,0.69735
E57_120,NA,NA,NA,0.14754
E350_160,NA,NA,NA,0.19798
E806_409,NA,NA,NA,0.51198
E182_596,NA,0.74779,NA,NA
E545_200,NA,0.24842,NA,NA
E713_714,NA,NA,NA,0.8966
E603_87,NA,0.10593,NA,NA
E535_514,NA,NA,NA,0.64439
E620_186,NA,NA,0.23077,NA
E930_52,NA,NA,NA,0.06179
E406_784,NA,NA,NA,0.98487
E366_463,NA,NA,NA,0.58008
E978_326,NA,NA,NA,0.40731
E508_175,NA,0.2169,NA,NA
E870_156,0.19294,NA,NA,NA
E552_413,0.51702,NA,NA,NA
E397_390,NA,NA,0.48802,NA
E301_334,NA,NA,NA,0.4174
E832_322,0.40227,NA,NA,NA
E877_35,0.04035,NA,NA,NA
E746_665,NA,0.8348,NA,NA
E893_674,0.84615,NA,NA,NA
E711_779,NA,0.97856,NA,NA
E377_291,NA,NA,0.36318,NA
E555_610,NA,0.76545,NA,NA
E901_70,NA,NA,NA,0.08449
E885_712,NA,NA,NA,0.89407
E501_257,NA,0.3203,NA,NA
E349_5,NA,0.00252,NA,NA
E410_301,NA,NA,0.37579,NA
E469_252,NA,0.314,NA,NA
E658_156,0.19294,NA,NA,NA
E577_445,NA,NA,NA,0.55738
E10_672,NA,NA,NA,0.84363
E826_702,NA,NA,NA,0.88146
E611_205,NA,NA,0.25473,NA
E316_260,NA,0.32409,NA,NA
E907_63,NA,NA,NA,0.07566
E81_498,NA,NA,NA,0.62421
E902_284,NA,0.35435,NA,NA
E441_153,NA,0.18916,NA,NA
E830_59,0.07062,NA,NA,NA
E736_8,0.00631,NA,NA,NA
E439_271,NA,0.33796,NA,NA
E398_369,0.46154,NA,NA,NA
E394_364,NA,NA,NA,0.45523
E331_678,NA,0.8512,NA,NA
E561_69,NA,NA,0.08323,NA
E631_88,NA,0.10719,NA,NA
E566_168,NA,0.20807,NA,NA
E919_23,NA,0.02522,NA,NA
E503_171,NA,0.21185,NA,NA
E467_585,NA,NA,NA,0.73392
E231_612,NA,NA,NA,0.76797
E634_50,NA,NA,NA,0.05927
E868_188,NA,0.23329,NA,NA
E512_243,NA,0.30265,NA,NA
E578_37,NA,0.04288,NA,NA
E933_485,NA,0.60782,NA,NA
E813_87,NA,0.10593,NA,NA
E768_472,NA,NA,NA,0.59142
E839_242,NA,0.30139,NA,NA
E521_370,NA,0.4628,NA,NA
E922_710,NA,0.89155,NA,NA
E484_616,NA,NA,0.77301,NA
E612_35,NA,NA,NA,0.04035
E737_401,NA,0.50189,NA,NA
E332_323,NA,0.40353,NA,NA
E889_256,NA,0.31904,NA,NA
E837_179,0.22194,NA,NA,NA
E524_773,NA,0.971,NA,NA
E311_547,0.686,NA,NA,NA
E438_132,NA,NA,NA,0.16267
E701_501,NA,NA,0.62799,NA
E862_242,NA,0.30139,NA,NA
E685_266,NA,NA,NA,0.33165
E785_446,NA,0.55864,NA,NA
E995_105,NA,0.12863,NA,NA
E238_675,NA,NA,NA,0.84741
E773_19,NA,NA,NA,0.02018
E754_704,NA,0.88398,NA,NA
E523_575,NA,0.72131,NA,NA
E300_471,NA,NA,0.59016,NA
E609_335,NA,0.41866,NA,NA
E120_306,0.38209,NA,NA,NA
E891_201,NA,NA,NA,0.24968
E87_242,NA,0.30139,NA,NA
E742_332,0.41488,NA,NA,NA
E56_335,NA,0.41866,NA,NA
E111_527,NA,0.66078,NA,NA
E798_424,NA,0.5309,NA,NA
E462_245,NA,0.30517,NA,NA
E624_529,NA,NA,NA,0.6633
E61_754,NA,0.94704,NA,NA
E155_748,NA,NA,NA,0.93947
E550_497,NA,0.62295,NA,NA
E472_315,NA,NA,NA,0.39344
E946_521,NA,0.65322,NA,NA
E252_545,0.68348,NA,NA,NA
E810_283,NA,0.35309,NA,NA
E78_431,NA,NA,NA,0.53972
E622_447,NA,NA,NA,0.5599
E174_150,NA,NA,NA,0.18537
E558_642,NA,0.8058,NA,NA
E149_454,NA,NA,NA,0.56873
E22_387,NA,NA,NA,0.48424
E586_580,0.72762,NA,NA,NA
E880_230,NA,NA,NA,0.28625
E975_130,NA,NA,NA,0.16015
