,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E931_553,0.6926,NA,NA,NA
E327_498,0.62359,NA,NA,NA
E279_349,0.43664,NA,NA,NA
E258_291,NA,NA,0.36386,NA
E275_612,0.76662,NA,NA,NA
E731_268,0.33501,NA,NA,NA
E996_694,NA,0.86951,NA,NA
E505_236,NA,NA,NA,0.29486
E109_230,0.28733,NA,NA,NA
E804_155,0.19322,NA,NA,NA
E249_17,NA,0.02008,NA,NA
E155_302,NA,NA,0.37767,NA
E211_505,NA,NA,NA,0.63237
E546_179,NA,0.22334,NA,NA
E827_784,0.98243,NA,NA,NA
E939_529,0.66248,NA,NA,NA
E391_116,NA,NA,0.14429,NA
E395_431,NA,NA,NA,0.53952
E644_366,0.45797,NA,NA,NA
E704_150,NA,NA,NA,0.18695
E479_351,NA,NA,NA,0.43915
E125_658,NA,NA,0.82434,NA
E278_414,0.51819,NA,NA,NA
E339_471,0.58971,NA,NA,NA
E442_260,0.32497,NA,NA,NA
E592_496,NA,0.62108,NA,NA
E490_10,0.01129,NA,NA,NA
E4_514,0.64366,NA,NA,NA
E500_635,NA,NA,0.79548,NA
E708_589,NA,NA,NA,0.73777
E36_650,NA,NA,NA,0.8143
E472_92,NA,NA,0.11418,NA
E868_686,0.85947,NA,NA,NA
E323_736,NA,NA,0.92221,NA
E558_757,0.94856,NA,NA,NA
E764_24,0.02886,NA,NA,NA
E950_606,0.7591,NA,NA,NA
E269_523,NA,NA,0.65496,NA
E833_24,0.02886,NA,NA,NA
E212_616,0.77164,NA,NA,NA
E91_251,NA,NA,NA,0.31368
E659_368,NA,0.46048,NA,NA
E526_657,0.82309,NA,NA,NA
E297_192,0.23965,NA,NA,NA
E51_399,0.49937,NA,NA,NA
E872_601,NA,0.75282,NA,NA
E202_469,0.5872,NA,NA,NA
E429_225,NA,NA,0.28105,NA
E756_772,0.96738,NA,NA,NA
E72_406,NA,NA,0.50816,NA
E201_733,NA,NA,0.91844,NA
E322_143,NA,NA,NA,0.17817
E869_502,NA,NA,NA,0.62861
E39_471,NA,NA,0.58971,NA
E466_10,0.01129,NA,NA,NA
E134_584,0.73149,NA,NA,NA
E838_15,NA,0.01757,NA,NA
E587_480,NA,0.601,NA,NA
E455_279,NA,NA,NA,0.34881
E519_616,NA,0.77164,NA,NA
E19_785,NA,NA,0.98369,NA
E23_442,0.55332,NA,NA,NA
E233_17,0.02008,NA,NA,NA
E189_157,0.19573,NA,NA,NA
E909_605,0.75784,NA,NA,NA
E264_578,0.72396,NA,NA,NA
E643_556,0.69636,NA,NA,NA
E743_300,NA,NA,0.37516,NA
E800_297,0.37139,NA,NA,NA
E563_316,0.39523,NA,NA,NA
E232_362,NA,NA,NA,0.45295
E274_780,0.97742,NA,NA,NA
E347_630,0.78921,NA,NA,NA
E480_20,0.02384,NA,NA,NA
E968_783,0.98118,NA,NA,NA
E415_527,NA,NA,NA,0.65997
E417_395,NA,0.49435,NA,NA
E888_513,NA,NA,0.64241,NA
E160_743,0.93099,NA,NA,NA
E876_781,0.97867,NA,NA,NA
E542_681,0.8532,NA,NA,NA
E650_771,NA,NA,0.96612,NA
E203_685,NA,0.85822,NA,NA
E193_65,0.0803,NA,NA,NA
E348_267,NA,NA,NA,0.33375
E887_576,NA,NA,NA,0.72146
E984_727,0.91092,NA,NA,NA
E907_410,NA,NA,0.51317,NA
E995_690,0.86449,NA,NA,NA
E129_149,NA,NA,0.1857,NA
E84_256,NA,NA,0.31995,NA
E626_612,0.76662,NA,NA,NA
E166_120,0.14931,NA,NA,NA
E357_278,NA,NA,NA,0.34755
E132_394,NA,0.4931,NA,NA
E106_436,0.5458,NA,NA,NA
E379_411,0.51443,NA,NA,NA
E2_139,0.17315,NA,NA,NA
E225_211,NA,NA,NA,0.26349
E290_370,NA,NA,NA,0.46299
E194_760,NA,NA,0.95232,NA
E452_727,NA,0.91092,NA,NA
E938_548,0.68632,NA,NA,NA
E988_31,NA,NA,0.03764,NA
E921_423,0.52949,NA,NA,NA
E60_17,0.02008,NA,NA,NA
E475_401,NA,NA,0.50188,NA
E89_222,NA,NA,NA,0.27729
E163_8,NA,NA,0.00878,NA
E321_692,NA,0.867,NA,NA
E574_602,NA,NA,0.75408,NA
E633_463,0.57967,NA,NA,NA
E562_611,NA,NA,0.76537,NA
E611_593,NA,0.74279,NA,NA
E276_593,NA,NA,NA,0.74279
E218_645,0.80803,NA,NA,NA
E245_621,0.77792,NA,NA,NA
E434_647,0.81054,NA,NA,NA
E687_206,NA,NA,0.25721,NA
E352_620,0.77666,NA,NA,NA
E759_535,0.67001,NA,NA,NA
E486_313,0.39147,NA,NA,NA
E86_52,NA,NA,0.06399,NA
E375_579,0.72522,NA,NA,NA
E28_462,0.57842,NA,NA,NA
E46_164,0.20452,NA,NA,NA
E255_7,NA,0.00753,NA,NA
E684_296,0.37014,NA,NA,NA
E693_711,NA,NA,0.89084,NA
E709_159,0.19824,NA,NA,NA
E389_244,0.30489,NA,NA,NA
E978_206,NA,NA,0.25721,NA
E893_308,NA,NA,NA,0.38519
E346_278,0.34755,NA,NA,NA
E757_752,0.94228,NA,NA,NA
E128_493,0.61731,NA,NA,NA
E306_493,NA,NA,0.61731,NA
E64_641,NA,NA,0.80301,NA
E287_285,0.35634,NA,NA,NA
E985_431,NA,NA,0.53952,NA
E239_291,0.36386,NA,NA,NA
E273_37,NA,NA,NA,0.04517
E805_238,0.29737,NA,NA,NA
E319_104,0.12923,NA,NA,NA
E458_795,0.99624,NA,NA,NA
E445_191,NA,NA,NA,0.23839
E312_532,0.66625,NA,NA,NA
E965_353,NA,NA,0.44166,NA
E949_272,0.34003,NA,NA,NA
E578_144,0.17942,NA,NA,NA
E254_56,NA,NA,0.06901,NA
E853_348,0.43538,NA,NA,NA
E226_747,NA,NA,0.93601,NA
E734_503,0.62986,NA,NA,NA
E770_399,NA,NA,0.49937,NA
E53_342,NA,NA,0.42785,NA
E881_156,NA,0.19448,NA,NA
E494_314,0.39272,NA,NA,NA
E449_635,0.79548,NA,NA,NA
E989_402,NA,0.50314,NA,NA
E629_228,0.28482,NA,NA,NA
E18_334,0.41782,NA,NA,NA
E763_402,NA,NA,NA,0.50314
E661_651,0.81556,NA,NA,NA
E66_492,0.61606,NA,NA,NA
E824_169,0.21079,NA,NA,NA
E457_797,NA,NA,NA,0.99875
E54_169,NA,0.21079,NA,NA
E971_500,NA,0.6261,NA,NA
E568_299,0.3739,NA,NA,NA
E338_107,NA,0.133,NA,NA
E328_575,0.7202,NA,NA,NA
E779_132,0.16437,NA,NA,NA
E795_276,NA,NA,0.34504,NA
E13_626,0.78419,NA,NA,NA
E293_586,0.734,NA,NA,NA
E616_175,NA,NA,0.21832,NA
E836_114,NA,NA,0.14178,NA
E753_796,0.99749,NA,NA,NA
E638_525,0.65747,NA,NA,NA
E688_484,NA,NA,0.60602,NA
E432_456,0.57089,NA,NA,NA
E243_632,NA,NA,NA,0.79172
E545_220,0.27478,NA,NA,NA
E425_306,NA,NA,0.38269,NA
E252_619,NA,0.77541,NA,NA
E367_551,0.69009,NA,NA,NA
E758_231,0.28858,NA,NA,NA
E857_464,0.58093,NA,NA,NA
E157_626,0.78419,NA,NA,NA
E927_62,NA,NA,0.07654,NA
E369_525,NA,NA,0.65747,NA
E913_384,NA,NA,0.48055,NA
E981_137,0.17064,NA,NA,NA
E272_395,NA,NA,0.49435,NA
E329_508,NA,NA,NA,0.63614
E537_113,NA,NA,NA,0.14053
E895_544,NA,NA,0.6813,NA
E802_521,0.65245,NA,NA,NA
E565_355,0.44417,NA,NA,NA
E483_58,NA,NA,0.07152,NA
E564_91,NA,0.11292,NA,NA
E168_727,0.91092,NA,NA,NA
E164_92,0.11418,NA,NA,NA
E632_277,NA,0.3463,NA,NA
E277_202,0.2522,NA,NA,NA
E721_148,NA,0.18444,NA,NA
E390_290,0.36261,NA,NA,NA
E766_791,0.99122,NA,NA,NA
E683_96,NA,NA,0.1192,NA
E593_271,0.33877,NA,NA,NA
E418_198,NA,0.24718,NA,NA
E982_543,NA,NA,0.68005,NA
E662_542,NA,0.6788,NA,NA
E583_709,0.88833,NA,NA,NA
E80_612,NA,NA,0.76662,NA
E235_116,NA,NA,0.14429,NA
E849_8,0.00878,NA,NA,NA
E87_580,0.72647,NA,NA,NA
E187_46,NA,NA,0.05646,NA
E559_457,NA,NA,NA,0.57215
E859_323,0.40402,NA,NA,NA
E856_700,NA,NA,0.87704,NA
E196_608,0.76161,NA,NA,NA
E698_697,0.87327,NA,NA,NA
E114_243,0.30364,NA,NA,NA
E513_69,0.08532,NA,NA,NA
E954_318,0.39774,NA,NA,NA
E569_244,NA,NA,0.30489,NA
E431_727,NA,0.91092,NA,NA
E631_728,0.91217,NA,NA,NA
E436_758,0.94981,NA,NA,NA
E610_777,0.97365,NA,NA,NA
E9_320,0.40025,NA,NA,NA
E313_295,NA,NA,NA,0.36888
E916_387,NA,NA,0.48432,NA
E268_723,NA,NA,0.9059,NA
E208_382,0.47804,NA,NA,NA
E628_472,NA,0.59097,NA,NA
E215_639,NA,NA,0.8005,NA
E899_387,0.48432,NA,NA,NA
E777_517,NA,NA,0.64743,NA
E414_564,0.7064,NA,NA,NA
E618_390,NA,NA,0.48808,NA
E178_182,0.2271,NA,NA,NA
E957_635,0.79548,NA,NA,NA
E344_699,0.87578,NA,NA,NA
E20_634,NA,NA,NA,0.79423
E496_16,NA,NA,0.01882,NA
E77_491,NA,0.61481,NA,NA
E409_415,NA,0.51945,NA,NA
E536_595,0.74529,NA,NA,NA
E604_460,NA,NA,0.57591,NA
E481_596,0.74655,NA,NA,NA
E679_312,NA,NA,0.39021,NA
E489_787,0.9862,NA,NA,NA
E38_486,0.60853,NA,NA,NA
E221_794,NA,NA,NA,0.99498
E561_334,NA,0.41782,NA,NA
E220_727,0.91092,NA,NA,NA
E917_100,0.12422,NA,NA,NA
E715_342,0.42785,NA,NA,NA
E991_616,NA,NA,0.77164,NA
E197_690,NA,NA,0.86449,NA
E460_687,NA,NA,0.86073,NA
E690_758,NA,NA,NA,0.94981
E444_47,NA,NA,0.05772,NA
E231_557,NA,NA,0.69762,NA
E262_532,NA,NA,0.66625,NA
E752_582,0.72898,NA,NA,NA
E839_312,0.39021,NA,NA,NA
E771_303,0.37892,NA,NA,NA
E450_719,NA,NA,0.90088,NA
E180_199,NA,NA,0.24843,NA
E171_476,0.59598,NA,NA,NA
E15_784,0.98243,NA,NA,NA
E811_533,NA,NA,0.6675,NA
E47_366,0.45797,NA,NA,NA
E885_212,NA,NA,0.26474,NA
E808_752,0.94228,NA,NA,NA
E697_55,0.06775,NA,NA,NA
E969_558,NA,NA,0.69887,NA
E535_308,NA,NA,0.38519,NA
E692_235,NA,NA,0.2936,NA
E601_454,NA,0.56838,NA,NA
E170_123,NA,0.15307,NA,NA
E174_726,NA,NA,0.90966,NA
E527_722,NA,NA,0.90464,NA
E768_683,NA,NA,0.85571,NA
E948_539,0.67503,NA,NA,NA
E138_238,0.29737,NA,NA,NA
E229_152,0.18946,NA,NA,NA
E534_202,0.2522,NA,NA,NA
E377_724,NA,NA,NA,0.90715
E172_643,NA,NA,0.80552,NA
E579_779,0.97616,NA,NA,NA
E539_349,0.43664,NA,NA,NA
E925_542,0.6788,NA,NA,NA
E755_442,NA,NA,0.55332,NA
E710_777,0.97365,NA,NA,NA
E359_34,NA,NA,NA,0.04141
E863_354,NA,NA,0.44291,NA
E889_620,0.77666,NA,NA,NA
E250_638,0.79925,NA,NA,NA
E951_657,NA,NA,0.82309,NA
E810_208,0.25972,NA,NA,NA
E521_97,0.12045,NA,NA,NA
E48_319,NA,NA,NA,0.399
E598_390,NA,0.48808,NA,NA
E830_126,NA,NA,NA,0.15684
E717_478,0.59849,NA,NA,NA
E514_308,NA,NA,NA,0.38519
E970_315,NA,0.39398,NA,NA
E571_734,NA,NA,0.9197,NA
E284_781,NA,NA,0.97867,NA
E22_370,NA,NA,0.46299,NA
E161_495,0.61982,NA,NA,NA
E107_492,0.61606,NA,NA,NA
E538_733,NA,NA,0.91844,NA
E875_579,NA,NA,0.72522,NA
E865_310,0.3877,NA,NA,NA
E360_473,0.59222,NA,NA,NA
E349_185,0.23087,NA,NA,NA
E787_116,0.14429,NA,NA,NA
E884_127,0.15809,NA,NA,NA
E234_780,NA,0.97742,NA,NA
E871_6,NA,NA,NA,0.00627
E175_230,0.28733,NA,NA,NA
E85_142,NA,NA,0.17691,NA
E153_317,0.39649,NA,NA,NA
E314_64,0.07905,NA,NA,NA
E813_503,0.62986,NA,NA,NA
E864_265,NA,0.33124,NA,NA
E182_387,0.48432,NA,NA,NA
E796_662,NA,NA,0.82936,NA
E137_369,NA,0.46173,NA,NA
E784_75,NA,NA,0.09285,NA
E492_373,NA,NA,0.46675,NA
E722_473,NA,0.59222,NA,NA
E263_494,0.61857,NA,NA,NA
E209_181,NA,0.22585,NA,NA
E345_449,NA,NA,0.56211,NA
E320_500,NA,NA,NA,0.6261
E16_776,NA,NA,0.9724,NA
E453_140,NA,NA,NA,0.1744
E668_554,NA,0.69385,NA,NA
E742_787,NA,NA,NA,0.9862
E469_348,0.43538,NA,NA,NA
E581_684,0.85696,NA,NA,NA
E443_210,NA,NA,0.26223,NA
E507_567,0.71016,NA,NA,NA
E685_499,NA,NA,0.62484,NA
E310_321,0.40151,NA,NA,NA
E736_764,NA,0.95734,NA,NA
E484_704,NA,0.88206,NA,NA
E799_308,0.38519,NA,NA,NA
E648_637,NA,NA,0.79799,NA
E793_13,NA,NA,NA,0.01506
E501_256,0.31995,NA,NA,NA
E577_352,NA,NA,0.4404,NA
E745_100,NA,NA,NA,0.12422
E613_480,0.601,NA,NA,NA
E634_451,NA,NA,0.56462,NA
E750_347,NA,NA,0.43413,NA
E110_455,NA,NA,0.56964,NA
E711_740,0.92723,NA,NA,NA
E962_29,0.03513,NA,NA,NA
E256_744,0.93225,NA,NA,NA
E148_203,0.25345,NA,NA,NA
E647_29,NA,NA,0.03513,NA
E413_708,NA,NA,0.88708,NA
E840_336,NA,NA,0.42033,NA
E627_265,0.33124,NA,NA,NA
E195_595,0.74529,NA,NA,NA
E366_311,NA,NA,0.38896,NA
E738_710,NA,NA,NA,0.88959
E383_179,0.22334,NA,NA,NA
E271_754,NA,NA,0.94479,NA
E294_663,NA,0.83061,NA,NA
E908_345,NA,NA,NA,0.43162
E73_712,0.8921,NA,NA,NA
E100_217,NA,NA,0.27102,NA
E556_512,NA,NA,0.64115,NA
E841_437,NA,NA,0.54705,NA
E606_123,NA,NA,NA,0.15307
E441_4,0.00376,NA,NA,NA
E12_442,0.55332,NA,NA,NA
E614_736,NA,NA,NA,0.92221
E782_628,NA,NA,NA,0.7867
E943_682,0.85445,NA,NA,NA
E6_326,0.40778,NA,NA,NA
E299_762,0.95483,NA,NA,NA
E334_103,0.12798,NA,NA,NA
E97_736,0.92221,NA,NA,NA
E894_67,0.08281,NA,NA,NA
E402_306,0.38269,NA,NA,NA
E370_716,0.89711,NA,NA,NA
E955_645,0.80803,NA,NA,NA
E440_181,0.22585,NA,NA,NA
E716_678,NA,0.84944,NA,NA
E101_677,0.84818,NA,NA,NA
E336_710,NA,NA,NA,0.88959
E62_527,0.65997,NA,NA,NA
E828_753,NA,NA,NA,0.94354
E835_593,0.74279,NA,NA,NA
E407_424,0.53074,NA,NA,NA
E200_73,0.09034,NA,NA,NA
E953_538,0.67378,NA,NA,NA
E603_416,0.5207,NA,NA,NA
E656_95,NA,0.11794,NA,NA
E600_745,0.9335,NA,NA,NA
E315_753,NA,NA,0.94354,NA
E977_696,NA,NA,0.87202,NA
E236_783,NA,NA,0.98118,NA
E154_340,0.42535,NA,NA,NA
E776_199,NA,NA,0.24843,NA
E76_23,NA,NA,0.0276,NA
E837_245,NA,0.30615,NA,NA
E983_603,NA,NA,NA,0.75533
E136_559,0.70013,NA,NA,NA
E960_706,0.88457,NA,NA,NA
E586_610,NA,NA,NA,0.76412
E637_606,0.7591,NA,NA,NA
E223_747,0.93601,NA,NA,NA
E63_423,NA,0.52949,NA,NA
E649_294,0.36763,NA,NA,NA
E439_319,0.399,NA,NA,NA
E941_355,NA,0.44417,NA,NA
E17_628,0.7867,NA,NA,NA
E506_252,NA,0.31493,NA,NA
E173_712,0.8921,NA,NA,NA
E900_305,0.38143,NA,NA,NA
E104_239,NA,NA,0.29862,NA
E892_280,NA,NA,NA,0.35006
E108_144,0.17942,NA,NA,NA
E192_700,0.87704,NA,NA,NA
E508_195,0.24341,NA,NA,NA
E867_565,NA,NA,0.70765,NA
E622_591,NA,NA,0.74028,NA
E912_225,0.28105,NA,NA,NA
E435_9,NA,NA,0.01004,NA
E664_82,NA,0.10163,NA,NA
E746_26,0.03137,NA,NA,NA
E699_635,NA,NA,NA,0.79548
E350_498,NA,NA,0.62359,NA
E926_192,NA,NA,NA,0.23965
E122_153,NA,NA,0.19072,NA
E947_493,0.61731,NA,NA,NA
E672_503,NA,NA,0.62986,NA
E14_522,NA,0.6537,NA,NA
E651_109,0.13551,NA,NA,NA
E412_55,0.06775,NA,NA,NA
E261_11,NA,NA,NA,0.01255
E331_418,0.52321,NA,NA,NA
E812_214,NA,NA,0.26725,NA
E82_95,0.11794,NA,NA,NA
E159_45,0.05521,NA,NA,NA
E525_85,NA,NA,0.1054,NA
E882_668,0.83689,NA,NA,NA
E270_423,0.52949,NA,NA,NA
E952_641,NA,NA,0.80301,NA
E198_704,NA,NA,0.88206,NA
E998_358,0.44793,NA,NA,NA
E186_406,0.50816,NA,NA,NA
E973_177,0.22083,NA,NA,NA
E131_134,NA,NA,0.16688,NA
E410_118,NA,NA,NA,0.1468
E653_122,0.15182,NA,NA,NA
E712_233,0.29109,NA,NA,NA
E645_265,NA,NA,0.33124,NA
E397_344,NA,0.43036,NA,NA
E68_751,NA,NA,NA,0.94103
E304_493,NA,NA,NA,0.61731
E380_784,0.98243,NA,NA,NA
E560_736,NA,NA,0.92221,NA
E783_420,NA,NA,0.52572,NA
E681_154,NA,NA,NA,0.19197
E619_786,0.98494,NA,NA,NA
E801_118,NA,NA,0.1468,NA
E406_645,NA,NA,0.80803,NA
E769_300,0.37516,NA,NA,NA
E152_445,0.55709,NA,NA,NA
E224_66,0.08156,NA,NA,NA
E930_736,NA,NA,0.92221,NA
E32_446,0.55834,NA,NA,NA
E582_180,NA,NA,0.22459,NA
E972_223,0.27854,NA,NA,NA
E997_375,0.46926,NA,NA,NA
E689_285,NA,0.35634,NA,NA
E470_477,NA,NA,NA,0.59724
E309_645,NA,NA,0.80803,NA
E57_592,NA,NA,0.74153,NA
E735_344,0.43036,NA,NA,NA
E676_522,0.6537,NA,NA,NA
E292_323,NA,0.40402,NA,NA
E551_589,0.73777,NA,NA,NA
E33_563,0.70514,NA,NA,NA
E29_125,NA,0.15558,NA,NA
E780_454,0.56838,NA,NA,NA
E259_253,0.31619,NA,NA,NA
E901_637,NA,NA,0.79799,NA
E400_406,0.50816,NA,NA,NA
E541_738,0.92472,NA,NA,NA
E595_678,NA,NA,0.84944,NA
E363_78,0.09661,NA,NA,NA
E40_755,0.94605,NA,NA,NA
E749_779,0.97616,NA,NA,NA
E98_197,0.24592,NA,NA,NA
E265_28,NA,0.03388,NA,NA
E678_36,0.04391,NA,NA,NA
E111_665,0.83312,NA,NA,NA
E781_484,0.60602,NA,NA,NA
E324_746,NA,NA,0.93476,NA
E959_188,0.23463,NA,NA,NA
E25_486,0.60853,NA,NA,NA
E56_673,0.84316,NA,NA,NA
E41_299,NA,NA,0.3739,NA
E117_37,NA,NA,0.04517,NA
E612_82,NA,NA,0.10163,NA
E58_791,0.99122,NA,NA,NA
E531_557,0.69762,NA,NA,NA
E522_555,0.69511,NA,NA,NA
