,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E90_642,NA,0.80402,NA,NA
E948_792,NA,0.99246,NA,NA
E13_49,NA,0.05905,NA,NA
E24_715,NA,NA,NA,0.89573
E256_391,NA,0.48869,NA,NA
E874_210,NA,0.26131,NA,NA
E731_719,NA,0.90075,NA,NA
E864_466,NA,NA,0.58291,NA
E863_796,NA,NA,NA,0.99749
E512_332,NA,0.41457,NA,NA
E327_490,NA,0.61307,NA,NA
E366_20,NA,NA,NA,0.02261
E810_585,NA,0.73241,NA,NA
E678_408,NA,0.51005,NA,NA
E894_527,NA,0.65955,NA,NA
E729_785,NA,NA,NA,0.98367
E516_509,NA,0.63693,NA,NA
E226_542,NA,NA,NA,0.67839
E668_788,0.98744,NA,NA,NA
E582_448,NA,NA,NA,0.5603
E875_8,NA,NA,NA,0.00754
E843_529,NA,0.66206,NA,NA
E774_573,NA,0.71734,NA,NA
E225_479,NA,NA,0.59925,NA
E345_456,NA,NA,NA,0.57035
E92_341,NA,0.42588,NA,NA
E513_535,NA,0.6696,NA,NA
E64_449,NA,NA,NA,0.56156
E936_210,NA,NA,NA,0.26131
E539_496,NA,0.6206,NA,NA
E505_520,0.65075,NA,NA,NA
E144_535,NA,NA,NA,0.6696
E79_459,NA,0.57412,NA,NA
E295_759,NA,0.95101,NA,NA
E486_106,NA,0.13065,NA,NA
E625_273,0.34045,NA,NA,NA
E133_356,NA,0.44472,NA,NA
E233_276,NA,0.34422,NA,NA
E524_81,NA,0.09925,NA,NA
E402_601,NA,0.75251,NA,NA
E189_697,NA,0.87312,NA,NA
E667_381,NA,NA,NA,0.47613
E356_603,NA,NA,0.75503,NA
E498_658,NA,0.82412,NA,NA
E882_546,NA,0.68342,NA,NA
E537_479,0.59925,NA,NA,NA
E655_192,NA,NA,0.23869,NA
E607_39,NA,0.04648,NA,NA
E907_329,NA,NA,NA,0.4108
E51_590,NA,0.73869,NA,NA
E978_666,NA,NA,NA,0.83417
E130_790,NA,0.98995,NA,NA
E934_407,NA,0.50879,NA,NA
E974_449,NA,NA,0.56156,NA
E219_80,NA,NA,NA,0.09799
E639_561,NA,NA,NA,0.70226
E621_112,NA,0.13819,NA,NA
E118_394,NA,0.49246,NA,NA
E426_37,NA,NA,NA,0.04397
E386_357,NA,0.44598,NA,NA
E99_350,NA,0.43719,NA,NA
E373_513,NA,0.64196,NA,NA
E21_476,NA,0.59548,NA,NA
E701_43,NA,NA,0.05151,NA
E961_672,NA,NA,0.84171,NA
E37_262,NA,NA,0.32663,NA
E905_688,NA,NA,NA,0.86181
E478_636,NA,0.79648,NA,NA
E892_132,NA,NA,0.16332,NA
E751_252,NA,0.31407,NA,NA
E201_45,NA,NA,NA,0.05402
E927_537,NA,NA,NA,0.67211
E100_649,NA,NA,NA,0.81281
E306_483,NA,NA,NA,0.60427
E616_123,NA,NA,NA,0.15201
E302_386,NA,NA,0.48241,NA
E508_299,NA,0.37312,NA,NA
E94_8,NA,0.00754,NA,NA
E645_282,NA,NA,NA,0.35176
E420_590,NA,0.73869,NA,NA
E343_403,NA,NA,0.50377,NA
E223_352,NA,0.4397,NA,NA
E504_353,NA,NA,0.44095,NA
E825_643,NA,NA,0.80528,NA
E268_775,NA,NA,NA,0.97111
E515_236,NA,0.29397,NA,NA
E413_490,NA,NA,NA,0.61307
E795_273,NA,NA,NA,0.34045
E590_754,0.94472,NA,NA,NA
E425_769,NA,NA,NA,0.96357
E84_781,NA,NA,NA,0.97864
E179_601,NA,0.75251,NA,NA
E208_95,NA,0.11683,NA,NA
E682_414,NA,NA,0.51759,NA
E55_145,NA,0.17965,NA,NA
E171_634,NA,0.79397,NA,NA
E603_60,NA,0.07286,NA,NA
E844_736,NA,NA,NA,0.92211
E482_748,NA,NA,NA,0.93719
E922_34,NA,0.0402,NA,NA
E452_354,0.44221,NA,NA,NA
E831_426,0.53266,NA,NA,NA
E333_32,NA,NA,NA,0.03769
E822_467,NA,NA,NA,0.58417
E14_436,0.54523,NA,NA,NA
E866_396,0.49497,NA,NA,NA
E320_223,0.27764,NA,NA,NA
E15_170,NA,0.21106,NA,NA
E288_176,NA,0.21859,NA,NA
E176_468,NA,NA,0.58543,NA
E110_662,NA,NA,NA,0.82915
E500_324,NA,NA,NA,0.40452
E48_279,0.34799,NA,NA,NA
E220_633,NA,0.79271,NA,NA
E673_493,NA,0.61683,NA,NA
E758_256,NA,0.3191,NA,NA
E965_376,NA,NA,NA,0.46985
E889_322,NA,0.40201,NA,NA
E566_362,NA,0.45226,NA,NA
E42_633,NA,0.79271,NA,NA
E998_542,NA,0.67839,NA,NA
E715_778,NA,0.97487,NA,NA
E2_151,NA,0.18719,NA,NA
E735_626,NA,0.78392,NA,NA
E605_500,NA,NA,NA,0.62563
E700_714,0.89447,NA,NA,NA
E309_292,NA,NA,NA,0.36432
E879_569,NA,NA,NA,0.71231
E8_478,0.59799,NA,NA,NA
E680_56,NA,NA,0.06784,NA
E794_351,NA,NA,NA,0.43844
E952_211,NA,NA,NA,0.26256
E837_312,0.38945,NA,NA,NA
E137_770,NA,NA,0.96482,NA
E937_85,NA,0.10427,NA,NA
E298_166,NA,0.20603,NA,NA
E896_392,NA,0.48995,NA,NA
E195_407,NA,0.50879,NA,NA
E312_34,NA,0.0402,NA,NA
E741_246,NA,0.30653,NA,NA
E121_241,0.30025,NA,NA,NA
E247_717,NA,NA,NA,0.89824
E720_406,NA,NA,0.50754,NA
E348_796,NA,NA,0.99749,NA
E519_741,0.92839,NA,NA,NA
E405_216,NA,0.26884,NA,NA
E123_349,NA,NA,NA,0.43593
E41_710,NA,NA,NA,0.88945
E98_354,NA,0.44221,NA,NA
E911_325,NA,0.40578,NA,NA
E141_78,NA,0.09548,NA,NA
E818_794,NA,0.99497,NA,NA
E11_210,NA,NA,NA,0.26131
E797_683,NA,NA,NA,0.85553
E510_644,NA,NA,NA,0.80653
E530_611,NA,0.76508,NA,NA
E87_776,NA,0.97236,NA,NA
E672_754,NA,NA,NA,0.94472
E160_614,NA,0.76884,NA,NA
E840_378,NA,NA,NA,0.47236
E813_438,NA,0.54774,NA,NA
E520_769,NA,0.96357,NA,NA
E117_142,NA,NA,NA,0.17588
E918_164,NA,0.20352,NA,NA
E766_206,NA,0.25628,NA,NA
E637_657,NA,0.82286,NA,NA
E304_319,NA,NA,0.39824,NA
E126_488,NA,NA,NA,0.61055
E359_262,NA,NA,0.32663,NA
E152_16,NA,0.01759,NA,NA
E871_47,0.05653,NA,NA,NA
E61_578,NA,0.72362,NA,NA
E296_187,NA,NA,0.23241,NA
E786_669,NA,NA,NA,0.83794
E146_392,NA,NA,0.48995,NA
E699_200,NA,NA,0.24874,NA
E620_241,NA,NA,0.30025,NA
E926_748,NA,NA,0.93719,NA
E967_512,NA,NA,NA,0.6407
E753_92,NA,0.11307,NA,NA
E592_534,NA,NA,0.66834,NA
E10_228,NA,NA,NA,0.28392
E618_630,NA,NA,NA,0.78894
E888_778,NA,NA,NA,0.97487
E819_530,NA,NA,NA,0.66332
E569_161,NA,NA,NA,0.19975
E595_696,NA,NA,NA,0.87186
E628_47,NA,NA,0.05653,NA
E30_451,0.56407,NA,NA,NA
E568_760,NA,0.95226,NA,NA
E579_132,NA,0.16332,NA,NA
E451_716,NA,NA,0.89698,NA
E561_484,NA,NA,0.60553,NA
E263_642,NA,0.80402,NA,NA
E761_700,NA,0.87688,NA,NA
E259_377,NA,0.47111,NA,NA
E202_424,NA,0.53015,NA,NA
E867_581,NA,NA,NA,0.72739
E480_500,NA,0.62563,NA,NA
E632_796,0.99749,NA,NA,NA
E626_176,NA,0.21859,NA,NA
E617_149,NA,0.18467,NA,NA
E175_772,NA,0.96734,NA,NA
E245_678,NA,0.84925,NA,NA
E738_167,0.20729,NA,NA,NA
E52_125,NA,0.15452,NA,NA
E364_626,NA,NA,NA,0.78392
E535_539,NA,NA,NA,0.67462
E964_493,NA,0.61683,NA,NA
E663_188,NA,0.23367,NA,NA
E971_292,0.36432,NA,NA,NA
E493_472,NA,0.59045,NA,NA
E392_627,NA,NA,NA,0.78518
E799_615,NA,0.7701,NA,NA
E981_310,NA,0.38693,NA,NA
E984_353,NA,0.44095,NA,NA
E236_462,NA,0.57789,NA,NA
E960_87,NA,0.10678,NA,NA
E909_604,NA,0.75628,NA,NA
E564_358,0.44724,NA,NA,NA
E86_149,NA,NA,NA,0.18467
E462_516,NA,0.64573,NA,NA
E796_785,NA,NA,NA,0.98367
E817_99,NA,0.12186,NA,NA
E393_222,0.27638,NA,NA,NA
E297_376,NA,0.46985,NA,NA
E71_145,NA,0.17965,NA,NA
E395_42,0.05025,NA,NA,NA
E74_461,0.57663,NA,NA,NA
E27_513,NA,NA,NA,0.64196
E805_364,NA,0.45477,NA,NA
E192_486,NA,0.60804,NA,NA
E973_513,NA,0.64196,NA,NA
E83_233,NA,0.2902,NA,NA
E197_375,NA,NA,NA,0.46859
E507_6,NA,0.00503,NA,NA
E250_387,NA,0.48367,NA,NA
E572_24,NA,0.02764,NA,NA
E900_375,NA,0.46859,NA,NA
E763_51,0.06156,NA,NA,NA
E768_260,NA,NA,NA,0.32412
E908_265,NA,NA,0.3304,NA
E138_596,NA,0.74623,NA,NA
E165_305,NA,NA,NA,0.38065
E977_192,NA,NA,NA,0.23869
E264_59,NA,0.07161,NA,NA
E153_112,NA,0.13819,NA,NA
E91_200,NA,NA,0.24874,NA
E849_461,NA,0.57663,NA,NA
E429_268,NA,NA,NA,0.33417
E764_89,NA,0.1093,NA,NA
E191_137,0.1696,NA,NA,NA
E60_394,NA,0.49246,NA,NA
E870_157,0.19472,NA,NA,NA
E939_445,NA,0.55653,NA,NA
E127_73,NA,0.0892,NA,NA
E946_335,NA,0.41834,NA,NA
E270_441,NA,0.55151,NA,NA
E547_724,NA,0.90704,NA,NA
E341_765,NA,NA,NA,0.95854
E511_230,NA,0.28643,NA,NA
E409_762,NA,NA,0.95477,NA
E553_374,NA,NA,NA,0.46734
E456_451,NA,NA,NA,0.56407
E447_436,NA,0.54523,NA,NA
E942_531,0.66457,NA,NA,NA
E151_364,NA,NA,0.45477,NA
E656_684,0.85678,NA,NA,NA
E186_324,NA,0.40452,NA,NA
E529_137,NA,NA,NA,0.1696
E596_553,NA,0.69221,NA,NA
E899_384,NA,0.4799,NA,NA
E46_215,NA,0.26759,NA,NA
E34_22,NA,NA,NA,0.02513
E185_519,NA,NA,NA,0.6495
E338_300,NA,NA,0.37437,NA
E489_596,NA,0.74623,NA,NA
E9_24,NA,0.02764,NA,NA
E999_297,NA,0.3706,NA,NA
E315_363,NA,NA,NA,0.45352
E376_164,NA,0.20352,NA,NA
E162_70,NA,0.08543,NA,NA
E483_472,NA,NA,NA,0.59045
E415_760,NA,NA,0.95226,NA
E803_282,NA,0.35176,NA,NA
E895_485,NA,NA,NA,0.60678
E848_139,0.17211,NA,NA,NA
E503_144,NA,0.17839,NA,NA
E990_677,NA,0.84799,NA,NA
E880_221,NA,NA,NA,0.27513
E869_704,0.88191,NA,NA,NA
E891_194,NA,NA,NA,0.24121
E81_203,NA,NA,NA,0.25251
E323_405,NA,NA,NA,0.50628
E828_788,0.98744,NA,NA,NA
E284_6,NA,NA,NA,0.00503
E528_560,NA,0.70101,NA,NA
E969_678,NA,NA,NA,0.84925
E358_257,NA,NA,NA,0.32035
E145_91,NA,NA,NA,0.11181
E101_645,NA,0.80779,NA,NA
E606_315,0.39322,NA,NA,NA
E72_461,NA,NA,NA,0.57663
E995_699,NA,0.87563,NA,NA
E773_5,NA,NA,NA,0.00377
E671_102,NA,0.12563,NA,NA
E215_312,NA,NA,NA,0.38945
E344_756,NA,0.94724,NA,NA
E658_312,0.38945,NA,NA,NA
E760_485,0.60678,NA,NA,NA
E536_55,NA,0.06658,NA,NA
E255_619,0.77513,NA,NA,NA
E772_544,NA,NA,NA,0.6809
E418_544,0.6809,NA,NA,NA
E712_271,NA,0.33794,NA,NA
E238_778,NA,NA,NA,0.97487
E292_526,0.65829,NA,NA,NA
E992_652,NA,NA,NA,0.81658
E115_75,NA,NA,NA,0.09171
E769_388,NA,0.48492,NA,NA
E374_559,NA,0.69975,NA,NA
E830_474,0.59296,NA,NA,NA
E458_409,NA,0.51131,NA,NA
E399_485,NA,0.60678,NA,NA
E935_98,NA,NA,NA,0.1206
E611_546,NA,NA,0.68342,NA
E188_705,NA,NA,0.88317,NA
E649_296,NA,0.36935,NA,NA
E66_108,NA,0.13317,NA,NA
E860_227,NA,0.28266,NA,NA
E757_352,NA,0.4397,NA,NA
E431_325,NA,NA,0.40578,NA
E717_546,NA,0.68342,NA,NA
E940_564,NA,0.70603,NA,NA
E944_783,NA,0.98116,NA,NA
E339_351,NA,0.43844,NA,NA
E184_556,0.69598,NA,NA,NA
E487_54,NA,0.06533,NA,NA
E239_779,NA,0.97613,NA,NA
E968_622,NA,0.77889,NA,NA
E216_692,NA,0.86683,NA,NA
E545_516,NA,0.64573,NA,NA
E381_270,NA,0.33668,NA,NA
E352_309,NA,0.38568,NA,NA
E351_126,NA,0.15578,NA,NA
E207_96,0.11809,NA,NA,NA
E301_220,NA,NA,NA,0.27387
E970_408,0.51005,NA,NA,NA
E689_483,NA,NA,0.60427,NA
E679_724,NA,NA,NA,0.90704
E770_233,NA,NA,NA,0.2902
E124_622,NA,0.77889,NA,NA
E477_677,NA,0.84799,NA,NA
E932_363,NA,0.45352,NA,NA
E237_738,0.92462,NA,NA,NA
E723_192,NA,0.23869,NA,NA
E43_42,NA,NA,0.05025,NA
E578_202,NA,0.25126,NA,NA
E588_110,NA,0.13568,NA,NA
E540_636,NA,NA,NA,0.79648
E38_619,NA,0.77513,NA,NA
E654_744,NA,0.93216,NA,NA
E36_710,NA,NA,0.88945,NA
E166_783,NA,0.98116,NA,NA
E660_195,NA,NA,NA,0.24246
E664_121,0.1495,NA,NA,NA
E335_450,NA,NA,0.56281,NA
E412_675,NA,0.84548,NA,NA
E17_568,NA,0.71106,NA,NA
E746_445,NA,0.55653,NA,NA
E826_494,NA,NA,NA,0.61809
E685_34,NA,NA,NA,0.0402
E104_539,NA,NA,NA,0.67462
E692_7,NA,NA,NA,0.00628
E517_134,NA,0.16583,NA,NA
E332_540,NA,0.67588,NA,NA
E494_637,NA,0.79774,NA,NA
E897_107,NA,NA,0.13191,NA
E593_131,NA,0.16206,NA,NA
E170_788,NA,NA,0.98744,NA
E468_282,NA,NA,NA,0.35176
E814_654,NA,0.8191,NA,NA
E855_380,NA,NA,0.47487,NA
E275_47,NA,0.05653,NA,NA
E178_153,NA,0.1897,NA,NA
E114_759,NA,0.95101,NA,NA
E113_279,NA,0.34799,NA,NA
E586_603,0.75503,NA,NA,NA
E265_725,NA,NA,0.90829,NA
E80_653,NA,NA,NA,0.81784
E546_254,0.31658,NA,NA,NA
E414_373,NA,0.46608,NA,NA
E950_758,NA,0.94975,NA,NA
E439_219,NA,0.27261,NA,NA
E619_365,NA,0.45603,NA,NA
E955_673,NA,0.84296,NA,NA
E93_270,NA,0.33668,NA,NA
E416_239,NA,0.29774,NA,NA
E261_65,NA,NA,0.07915,NA
E661_612,NA,0.76633,NA,NA
E734_17,NA,0.01884,NA,NA
E980_290,NA,0.36181,NA,NA
E690_71,0.08668,NA,NA,NA
E954_434,NA,0.54271,NA,NA
E647_59,NA,NA,NA,0.07161
E434_119,NA,0.14698,NA,NA
E26_237,NA,0.29523,NA,NA
E554_746,NA,NA,0.93467,NA
E252_521,0.65201,NA,NA,NA
E604_190,NA,NA,NA,0.23618
E548_516,NA,0.64573,NA,NA
E1_286,NA,0.35678,NA,NA
E40_395,NA,0.49372,NA,NA
E467_87,NA,NA,NA,0.10678
E985_643,NA,NA,NA,0.80528
E865_784,NA,0.98241,NA,NA
E740_539,NA,NA,0.67462,NA
E816_508,NA,0.63568,NA,NA
E986_743,NA,NA,0.9309,NA
E827_609,NA,0.76256,NA,NA
E35_408,NA,0.51005,NA,NA
E642_378,NA,NA,0.47236,NA
E444_453,NA,NA,NA,0.56658
E913_141,NA,NA,NA,0.17462
E708_492,0.61558,NA,NA,NA
E543_718,NA,0.8995,NA,NA
E792_607,NA,NA,0.76005,NA
E567_561,NA,0.70226,NA,NA
E755_649,NA,NA,NA,0.81281
E532_379,NA,0.47362,NA,NA
E143_77,NA,NA,NA,0.09422
E470_770,0.96482,NA,NA,NA
E491_186,NA,0.23116,NA,NA
E711_634,NA,0.79397,NA,NA
E18_623,NA,0.78015,NA,NA
E125_143,NA,NA,NA,0.17714
E227_91,NA,0.11181,NA,NA
E391_736,NA,NA,NA,0.92211
E951_421,NA,NA,NA,0.52638
E686_200,NA,NA,NA,0.24874
E802_260,NA,0.32412,NA,NA
E584_731,0.91583,NA,NA,NA
E691_324,NA,0.40452,NA,NA
E400_116,NA,0.14322,NA,NA
E856_39,NA,NA,NA,0.04648
E174_697,NA,NA,NA,0.87312
E842_140,NA,0.17337,NA,NA
E276_554,0.69347,NA,NA,NA
E193_151,NA,0.18719,NA,NA
E33_537,NA,0.67211,NA,NA
E839_119,NA,0.14698,NA,NA
E687_365,NA,NA,NA,0.45603
E829_738,NA,NA,NA,0.92462
E269_550,NA,NA,NA,0.68844
E147_428,NA,NA,0.53518,NA
E305_526,NA,0.65829,NA,NA
E938_327,NA,0.40829,NA,NA
E928_755,0.94598,NA,NA,NA
E460_345,NA,NA,NA,0.4309
E0_370,NA,NA,0.46231,NA
E549_435,NA,NA,NA,0.54397
E164_41,NA,0.04899,NA,NA
E776_373,NA,NA,NA,0.46608
E213_413,NA,NA,NA,0.51633
E243_404,NA,NA,0.50503,NA
E371_344,NA,NA,0.42965,NA
E697_668,NA,0.83668,NA,NA
E5_132,NA,0.16332,NA,NA
E76_327,NA,NA,NA,0.40829
E565_84,NA,0.10302,NA,NA
E752_613,NA,0.76759,NA,NA
E608_566,NA,0.70854,NA,NA
E577_611,NA,NA,NA,0.76508
E783_694,NA,NA,NA,0.86935
E347_184,NA,0.22864,NA,NA
E983_478,NA,NA,0.59799,NA
E552_408,0.51005,NA,NA,NA
E53_373,NA,NA,NA,0.46608
E307_667,0.83543,NA,NA,NA
E514_697,0.87312,NA,NA,NA
E841_706,NA,NA,NA,0.88442
E893_239,0.29774,NA,NA,NA
E600_762,NA,0.95477,NA,NA
E644_592,NA,0.74121,NA,NA
E107_504,NA,0.63065,NA,NA
E210_221,NA,0.27513,NA,NA
E633_265,NA,0.3304,NA,NA
E777_656,NA,NA,NA,0.82161
E47_3,NA,0.00126,NA,NA
E876_653,NA,0.81784,NA,NA
E440_683,NA,0.85553,NA,NA
E342_75,NA,0.09171,NA,NA
E563_518,NA,0.64824,NA,NA
E677_758,NA,NA,0.94975,NA
E993_610,NA,NA,NA,0.76382
E665_741,NA,NA,NA,0.92839
E820_713,NA,NA,NA,0.89322
E448_286,NA,NA,0.35678,NA
E183_68,NA,0.08291,NA,NA
E815_56,NA,0.06784,NA,NA
E337_679,NA,0.8505,NA,NA
E282_279,NA,0.34799,NA,NA
E991_172,NA,NA,NA,0.21357
E205_182,NA,0.22613,NA,NA
E149_638,NA,NA,NA,0.79899
E54_527,0.65955,NA,NA,NA
E858_302,NA,0.37688,NA,NA
E962_778,NA,0.97487,NA,NA
E574_141,NA,NA,NA,0.17462
E800_751,NA,0.94095,NA,NA
E627_541,NA,0.67714,NA,NA
E396_395,NA,0.49372,NA,NA
E812_256,NA,NA,NA,0.3191
E389_285,NA,0.35553,NA,NA
E931_702,NA,0.8794,NA,NA
E324_184,NA,NA,NA,0.22864
E108_500,NA,0.62563,NA,NA
E823_602,NA,NA,NA,0.75377
E612_327,NA,NA,NA,0.40829
E401_6,0.00503,NA,NA,NA
E441_367,NA,0.45854,NA,NA
E750_369,NA,NA,NA,0.46106
E730_797,NA,NA,0.99874,NA
E156_357,NA,NA,0.44598,NA
E406_675,NA,NA,NA,0.84548
E390_97,NA,0.11935,NA,NA
E365_102,NA,0.12563,NA,NA
E274_17,NA,0.01884,NA,NA
E28_393,NA,0.49121,NA,NA
E308_439,NA,0.54899,NA,NA
E95_552,NA,NA,NA,0.69095
E484_171,NA,NA,0.21231,NA
E718_421,NA,0.52638,NA,NA
E885_40,NA,NA,NA,0.04774
E576_593,NA,NA,NA,0.74246
E834_336,NA,NA,NA,0.4196
E782_195,0.24246,NA,NA,NA
E334_429,NA,0.53643,NA,NA
E128_50,NA,0.0603,NA,NA
E898_621,NA,NA,0.77764,NA
E762_644,NA,NA,0.80653,NA
E428_540,NA,0.67588,NA,NA
E669_673,NA,0.84296,NA,NA
E59_207,NA,0.25754,NA,NA
E497_418,NA,NA,0.52261,NA
E972_620,NA,0.77638,NA,NA
E316_709,NA,0.88819,NA,NA
E640_135,0.16709,NA,NA,NA
E693_212,NA,NA,NA,0.26382
E851_741,0.92839,NA,NA,NA
E878_447,NA,0.55905,NA,NA
E328_79,NA,0.09673,NA,NA
E319_527,NA,0.65955,NA,NA
E705_121,NA,NA,0.1495,NA
E544_237,NA,0.29523,NA,NA
E824_596,NA,0.74623,NA,NA
E861_370,0.46231,NA,NA,NA
E994_447,NA,0.55905,NA,NA
E383_429,NA,0.53643,NA,NA
E253_630,NA,NA,NA,0.78894
E953_29,NA,0.03392,NA,NA
E199_798,NA,1.0,NA,NA
E442_186,NA,0.23116,NA,NA
E526_329,NA,0.4108,NA,NA
E112_549,NA,0.68719,NA,NA
E45_302,0.37688,NA,NA,NA
E580_225,NA,0.28015,NA,NA
E271_279,NA,NA,NA,0.34799
E206_696,NA,NA,NA,0.87186
E73_798,NA,1.0,NA,NA
E433_213,NA,NA,NA,0.26508
E850_317,NA,0.39573,NA,NA
E956_345,NA,NA,NA,0.4309
E784_186,NA,NA,NA,0.23116
E533_380,NA,NA,NA,0.47487
E862_395,NA,0.49372,NA,NA
E492_101,NA,NA,NA,0.12437
E485_240,NA,0.29899,NA,NA
E445_308,0.38442,NA,NA,NA
E933_720,NA,0.90201,NA,NA
E634_328,NA,NA,NA,0.40955
E886_340,NA,NA,NA,0.42462
E119_316,NA,0.39447,NA,NA
E116_328,NA,NA,NA,0.40955
E122_408,NA,NA,NA,0.51005
E172_716,NA,NA,NA,0.89698
E281_144,NA,0.17839,NA,NA
E20_300,NA,NA,0.37437,NA
E929_144,NA,NA,NA,0.17839
E958_517,NA,NA,NA,0.64698
E132_456,0.57035,NA,NA,NA
E585_642,NA,0.80402,NA,NA
E853_643,NA,0.80528,NA,NA
E789_350,NA,NA,NA,0.43719
E321_198,NA,NA,0.24623,NA
E501_581,NA,0.72739,NA,NA
E747_620,NA,NA,NA,0.77638
E294_768,0.96231,NA,NA,NA
E562_530,NA,NA,NA,0.66332
E659_717,0.89824,NA,NA,NA
E696_296,NA,0.36935,NA,NA
E407_707,NA,0.88568,NA,NA
E790_684,NA,0.85678,NA,NA
E601_495,NA,NA,0.61935,NA
E70_355,NA,0.44347,NA,NA
E804_149,NA,0.18467,NA,NA
E329_134,0.16583,NA,NA,NA
E411_380,NA,0.47487,NA,NA
E182_284,NA,0.35427,NA,NA
E214_688,NA,NA,NA,0.86181
E963_658,NA,0.82412,NA,NA
E556_70,NA,NA,NA,0.08543
E313_591,NA,NA,0.73995,NA
E310_324,NA,0.40452,NA,NA
E945_207,NA,NA,NA,0.25754
E155_281,NA,NA,NA,0.3505
E890_610,NA,0.76382,NA,NA
E111_532,NA,0.66583,NA,NA
E49_208,0.25879,NA,NA,NA
E148_176,NA,0.21859,NA,NA
E801_508,NA,NA,NA,0.63568
E435_465,NA,NA,NA,0.58166
E280_529,NA,NA,NA,0.66206
E779_163,NA,0.20226,NA,NA
E923_626,NA,0.78392,NA,NA
E531_165,NA,0.20477,NA,NA
E744_314,NA,NA,NA,0.39196
E676_60,NA,0.07286,NA,NA
E646_296,NA,0.36935,NA,NA
E204_53,NA,NA,NA,0.06407
E916_228,NA,NA,NA,0.28392
E683_580,NA,NA,NA,0.72613
E355_219,NA,0.27261,NA,NA
E385_758,NA,NA,NA,0.94975
E902_207,NA,0.25754,NA,NA
E987_653,NA,NA,0.81784,NA
E154_57,NA,0.0691,NA,NA
E438_506,NA,NA,NA,0.63317
E16_230,NA,NA,NA,0.28643
E453_756,0.94724,NA,NA,NA
E726_363,NA,0.45352,NA,NA
E821_324,NA,NA,0.40452,NA
E775_265,NA,0.3304,NA,NA
E63_416,NA,NA,0.5201,NA
E317_401,NA,NA,NA,0.50126
E224_73,NA,0.0892,NA,NA
E169_197,NA,0.24497,NA,NA
E652_126,NA,0.15578,NA,NA
E666_687,NA,NA,NA,0.86055
E542_703,NA,0.88065,NA,NA
E558_629,NA,0.78769,NA,NA
E424_332,NA,0.41457,NA,NA
E363_633,NA,0.79271,NA,NA
E651_595,NA,0.74497,NA,NA
E749_354,NA,0.44221,NA,NA
E459_202,0.25126,NA,NA,NA
E331_697,NA,0.87312,NA,NA
E290_159,NA,NA,0.19724,NA
E653_269,NA,0.33543,NA,NA
E979_366,NA,0.45729,NA,NA
E472_203,NA,NA,NA,0.25251
E240_694,NA,0.86935,NA,NA
E589_718,NA,NA,NA,0.8995
E481_615,NA,0.7701,NA,NA
E258_651,NA,NA,NA,0.81533
E538_732,NA,NA,NA,0.91709
E988_378,NA,NA,NA,0.47236
E422_759,0.95101,NA,NA,NA
