,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E287_604,0.75659,NA,NA,NA
E230_531,NA,NA,0.66499,NA
E133_360,0.45044,NA,NA,NA
E44_295,0.36888,NA,NA,NA
E485_348,0.43538,NA,NA,NA
E782_515,NA,0.64492,NA,NA
E697_529,0.66248,NA,NA,NA
E775_730,0.91468,NA,NA,NA
E521_228,0.28482,NA,NA,NA
E974_121,NA,NA,NA,0.15056
E397_635,NA,NA,NA,0.79548
E547_228,0.28482,NA,NA,NA
E260_459,0.57465,NA,NA,NA
E472_302,NA,NA,0.37767,NA
E499_174,NA,NA,NA,0.21706
E552_60,NA,0.07403,NA,NA
E382_676,NA,NA,0.84693,NA
E61_721,0.90339,NA,NA,NA
E641_484,NA,NA,0.60602,NA
E969_543,NA,NA,0.68005,NA
E733_618,0.77415,NA,NA,NA
E626_345,0.43162,NA,NA,NA
E731_379,0.47428,NA,NA,NA
E962_510,0.63864,NA,NA,NA
E791_788,NA,NA,0.98745,NA
E939_361,0.45169,NA,NA,NA
E170_269,NA,NA,NA,0.33626
E980_350,0.43789,NA,NA,NA
E855_756,NA,0.9473,NA,NA
E192_204,0.25471,NA,NA,NA
E500_93,NA,NA,0.11543,NA
E67_238,NA,NA,0.29737,NA
E135_527,0.65997,NA,NA,NA
E823_442,NA,NA,0.55332,NA
E982_290,NA,NA,0.36261,NA
E124_4,0.00376,NA,NA,NA
E393_761,NA,NA,NA,0.95358
E391_434,NA,NA,0.54329,NA
E28_327,0.40903,NA,NA,NA
E296_134,NA,NA,NA,0.16688
E396_387,0.48432,NA,NA,NA
E439_470,0.58846,NA,NA,NA
E762_55,NA,0.06775,NA,NA
E909_513,0.64241,NA,NA,NA
E543_502,0.62861,NA,NA,NA
E162_246,0.3074,NA,NA,NA
E787_243,0.30364,NA,NA,NA
E748_443,0.55458,NA,NA,NA
E52_719,0.90088,NA,NA,NA
E690_772,NA,0.96738,NA,NA
E805_172,0.21455,NA,NA,NA
E323_504,NA,NA,0.63112,NA
E936_28,NA,NA,0.03388,NA
E655_337,NA,0.42158,NA,NA
E788_341,0.4266,NA,NA,NA
E797_308,NA,NA,0.38519,NA
E834_281,NA,NA,0.35132,NA
E35_56,0.06901,NA,NA,NA
E839_367,0.45922,NA,NA,NA
E394_749,NA,NA,0.93852,NA
E767_58,NA,0.07152,NA,NA
E29_129,NA,NA,NA,0.1606
E239_696,0.87202,NA,NA,NA
E249_459,NA,NA,NA,0.57465
E645_464,NA,NA,0.58093,NA
E810_233,0.29109,NA,NA,NA
E290_345,NA,0.43162,NA,NA
E345_679,NA,NA,0.85069,NA
E433_126,NA,NA,0.15684,NA
E118_713,0.89335,NA,NA,NA
E859_691,0.86575,NA,NA,NA
E924_308,0.38519,NA,NA,NA
E240_715,0.89586,NA,NA,NA
E322_178,NA,0.22208,NA,NA
E661_161,0.20075,NA,NA,NA
E300_486,NA,0.60853,NA,NA
E441_197,0.24592,NA,NA,NA
E545_700,0.87704,NA,NA,NA
E477_350,0.43789,NA,NA,NA
E567_659,0.8256,NA,NA,NA
E948_555,0.69511,NA,NA,NA
E21_214,0.26725,NA,NA,NA
E934_142,0.17691,NA,NA,NA
E548_572,0.71644,NA,NA,NA
E853_64,0.07905,NA,NA,NA
E86_8,NA,NA,0.00878,NA
E899_352,0.4404,NA,NA,NA
E957_106,0.13174,NA,NA,NA
E234_256,NA,NA,NA,0.31995
E423_471,NA,NA,0.58971,NA
E575_189,0.23588,NA,NA,NA
E837_611,NA,NA,NA,0.76537
E975_141,NA,NA,0.17566,NA
E954_477,0.59724,NA,NA,NA
E363_225,0.28105,NA,NA,NA
E551_296,0.37014,NA,NA,NA
E726_160,0.1995,NA,NA,NA
E885_642,NA,NA,0.80427,NA
E119_588,0.73651,NA,NA,NA
E510_355,NA,NA,0.44417,NA
E65_134,0.16688,NA,NA,NA
E201_559,NA,NA,0.70013,NA
E404_474,NA,0.59348,NA,NA
E568_172,0.21455,NA,NA,NA
E505_151,NA,0.18821,NA,NA
E530_353,0.44166,NA,NA,NA
E786_599,NA,NA,0.75031,NA
E418_15,NA,NA,NA,0.01757
E332_643,0.80552,NA,NA,NA
E702_307,0.38394,NA,NA,NA
E843_239,0.29862,NA,NA,NA
E851_302,NA,NA,NA,0.37767
E989_588,NA,NA,NA,0.73651
E108_656,0.82183,NA,NA,NA
E994_70,0.08657,NA,NA,NA
E406_338,NA,NA,0.42284,NA
E640_491,NA,0.61481,NA,NA
E964_257,0.3212,NA,NA,NA
E364_155,NA,NA,0.19322,NA
E122_757,NA,NA,0.94856,NA
E2_432,0.54078,NA,NA,NA
E54_450,NA,NA,NA,0.56336
E102_393,0.49184,NA,NA,NA
E168_153,0.19072,NA,NA,NA
E137_46,NA,NA,NA,0.05646
E64_514,NA,NA,0.64366,NA
E173_677,0.84818,NA,NA,NA
E598_567,NA,NA,NA,0.71016
E914_618,NA,0.77415,NA,NA
E366_309,NA,NA,0.38645,NA
E484_700,NA,NA,NA,0.87704
E458_588,0.73651,NA,NA,NA
E844_127,NA,NA,0.15809,NA
E904_37,NA,NA,0.04517,NA
E225_624,NA,0.78168,NA,NA
E335_41,NA,NA,NA,0.05019
E266_331,NA,NA,NA,0.41405
E446_309,0.38645,NA,NA,NA
E860_177,0.22083,NA,NA,NA
E785_773,0.96863,NA,NA,NA
E340_648,NA,NA,0.81179,NA
E959_135,0.16813,NA,NA,NA
E646_567,0.71016,NA,NA,NA
E23_224,0.2798,NA,NA,NA
E113_164,0.20452,NA,NA,NA
E244_343,NA,NA,0.42911,NA
E937_783,0.98118,NA,NA,NA
E560_34,NA,NA,0.04141,NA
E374_84,0.10414,NA,NA,NA
E16_794,NA,NA,0.99498,NA
E412_121,0.15056,NA,NA,NA
E729_199,NA,NA,0.24843,NA
E503_542,0.6788,NA,NA,NA
E117_449,NA,NA,0.56211,NA
E942_401,NA,0.50188,NA,NA
E139_517,0.64743,NA,NA,NA
E152_76,0.0941,NA,NA,NA
E48_796,NA,0.99749,NA,NA
E246_396,NA,NA,0.49561,NA
E679_88,NA,NA,0.10916,NA
E749_605,0.75784,NA,NA,NA
E341_75,NA,NA,0.09285,NA
E318_567,NA,NA,0.71016,NA
E796_383,NA,NA,0.4793,NA
E63_4,NA,NA,NA,0.00376
E301_640,NA,NA,0.80176,NA
E704_727,NA,0.91092,NA,NA
E613_736,0.92221,NA,NA,NA
E965_769,NA,NA,0.96361,NA
E213_142,NA,NA,0.17691,NA
E970_788,NA,NA,NA,0.98745
E770_73,NA,NA,0.09034,NA
E305_438,0.54831,NA,NA,NA
E761_336,0.42033,NA,NA,NA
E103_508,NA,0.63614,NA,NA
E280_185,NA,NA,0.23087,NA
E617_303,0.37892,NA,NA,NA
E145_378,NA,NA,0.47302,NA
E360_233,0.29109,NA,NA,NA
E602_722,NA,0.90464,NA,NA
E541_472,0.59097,NA,NA,NA
E157_480,0.601,NA,NA,NA
E678_665,0.83312,NA,NA,NA
E191_580,NA,0.72647,NA,NA
E662_656,NA,NA,NA,0.82183
E19_509,NA,NA,0.63739,NA
E181_277,0.3463,NA,NA,NA
E827_382,0.47804,NA,NA,NA
E479_458,NA,0.5734,NA,NA
E185_792,NA,NA,0.99247,NA
E284_594,NA,NA,0.74404,NA
E22_223,NA,NA,0.27854,NA
E463_204,0.25471,NA,NA,NA
E385_740,NA,NA,0.92723,NA
E4_323,0.40402,NA,NA,NA
E566_3,0.00251,NA,NA,NA
E327_555,0.69511,NA,NA,NA
E564_586,NA,NA,NA,0.734
E359_102,NA,0.12673,NA,NA
E865_618,0.77415,NA,NA,NA
E693_385,NA,NA,0.48181,NA
E411_334,0.41782,NA,NA,NA
E303_13,NA,NA,0.01506,NA
E932_648,0.81179,NA,NA,NA
E776_541,NA,NA,0.67754,NA
E85_119,NA,NA,0.14806,NA
E680_740,NA,0.92723,NA,NA
E398_85,NA,0.1054,NA,NA
E91_474,NA,0.59348,NA,NA
E158_777,NA,0.97365,NA,NA
E821_670,NA,0.8394,NA,NA
E207_619,NA,0.77541,NA,NA
E0_270,NA,0.33752,NA,NA
E758_159,0.19824,NA,NA,NA
E465_457,NA,NA,NA,0.57215
E227_520,0.65119,NA,NA,NA
E353_673,0.84316,NA,NA,NA
E838_739,NA,NA,NA,0.92597
E206_476,NA,NA,0.59598,NA
E941_554,NA,NA,NA,0.69385
E241_648,NA,NA,0.81179,NA
E540_150,NA,NA,0.18695,NA
E538_418,NA,NA,0.52321,NA
E606_442,NA,0.55332,NA,NA
E224_472,0.59097,NA,NA,NA
E369_749,NA,NA,0.93852,NA
E714_448,0.56085,NA,NA,NA
E673_517,0.64743,NA,NA,NA
E235_735,NA,NA,0.92095,NA
E940_499,0.62484,NA,NA,NA
E349_66,0.08156,NA,NA,NA
E120_195,NA,0.24341,NA,NA
E473_239,0.29862,NA,NA,NA
E9_135,0.16813,NA,NA,NA
E255_487,NA,NA,NA,0.60979
E283_314,NA,0.39272,NA,NA
E178_541,0.67754,NA,NA,NA
E793_654,NA,0.81932,NA,NA
E524_537,0.67252,NA,NA,NA
E569_425,NA,NA,0.53199,NA
E893_3,NA,0.00251,NA,NA
E979_573,0.71769,NA,NA,NA
E66_750,0.93977,NA,NA,NA
E268_751,NA,NA,0.94103,NA
E719_227,NA,NA,0.28356,NA
E148_419,0.52447,NA,NA,NA
E491_511,0.6399,NA,NA,NA
E73_387,0.48432,NA,NA,NA
E82_134,0.16688,NA,NA,NA
E753_641,0.80301,NA,NA,NA
E687_668,NA,NA,0.83689,NA
E716_159,NA,NA,NA,0.19824
E631_437,0.54705,NA,NA,NA
E891_328,NA,NA,0.41029,NA
E684_181,0.22585,NA,NA,NA
E497_158,NA,0.19699,NA,NA
E832_725,NA,NA,NA,0.90841
E8_51,NA,0.06274,NA,NA
E763_560,NA,0.70138,NA,NA
E109_258,0.32246,NA,NA,NA
E529_790,NA,NA,0.98996,NA
E362_377,NA,0.47177,NA,NA
E968_436,0.5458,NA,NA,NA
E864_565,NA,NA,NA,0.70765
E198_727,NA,NA,0.91092,NA
E682_490,NA,0.61355,NA,NA
E532_224,0.2798,NA,NA,NA
E399_693,0.86826,NA,NA,NA
E269_471,NA,NA,0.58971,NA
E820_80,NA,NA,0.09912,NA
E915_491,NA,NA,NA,0.61481
E338_545,NA,NA,NA,0.68256
E445_773,NA,0.96863,NA,NA
E584_716,NA,NA,NA,0.89711
E847_25,0.03011,NA,NA,NA
E182_609,0.76286,NA,NA,NA
E999_690,0.86449,NA,NA,NA
E901_392,NA,NA,0.49059,NA
E111_700,0.87704,NA,NA,NA
E288_409,0.51192,NA,NA,NA
E56_628,0.7867,NA,NA,NA
E395_758,NA,0.94981,NA,NA
E324_118,NA,NA,0.1468,NA
E995_330,0.4128,NA,NA,NA
E880_471,NA,NA,0.58971,NA
E320_318,NA,0.39774,NA,NA
E849_443,0.55458,NA,NA,NA
E387_753,NA,NA,NA,0.94354
E960_21,0.02509,NA,NA,NA
E289_236,NA,NA,0.29486,NA
E920_441,0.55207,NA,NA,NA
E814_262,0.32748,NA,NA,NA
E858_743,0.93099,NA,NA,NA
E840_4,NA,NA,0.00376,NA
E922_622,0.77917,NA,NA,NA
E352_786,0.98494,NA,NA,NA
E469_424,0.53074,NA,NA,NA
E313_109,NA,0.13551,NA,NA
E454_742,0.92974,NA,NA,NA
E492_732,NA,NA,0.91719,NA
E903_353,NA,0.44166,NA,NA
E165_598,NA,NA,0.74906,NA
E665_42,NA,NA,0.05144,NA
E306_64,NA,NA,0.07905,NA
E519_160,NA,NA,NA,0.1995
E146_311,NA,0.38896,NA,NA
E501_541,0.67754,NA,NA,NA
E977_423,NA,NA,0.52949,NA
E908_711,NA,0.89084,NA,NA
E372_293,NA,NA,0.36637,NA
E627_267,0.33375,NA,NA,NA
E281_613,0.76788,NA,NA,NA
E734_637,0.79799,NA,NA,NA
E703_19,0.02258,NA,NA,NA
E20_233,NA,0.29109,NA,NA
E657_557,0.69762,NA,NA,NA
E963_596,0.74655,NA,NA,NA
E630_789,NA,NA,0.98871,NA
E563_359,0.44918,NA,NA,NA
E248_312,0.39021,NA,NA,NA
E40_761,0.95358,NA,NA,NA
E951_491,NA,NA,0.61481,NA
E72_797,NA,NA,0.99875,NA
E658_599,NA,0.75031,NA,NA
E833_94,0.11669,NA,NA,NA
E812_90,NA,NA,0.11167,NA
E286_506,0.63363,NA,NA,NA
E648_636,NA,NA,0.79674,NA
E883_35,0.04266,NA,NA,NA
E202_207,0.25847,NA,NA,NA
E212_347,0.43413,NA,NA,NA
E516_490,0.61355,NA,NA,NA
E259_603,0.75533,NA,NA,NA
E131_379,NA,NA,0.47428,NA
E919_414,0.51819,NA,NA,NA
E582_610,NA,NA,0.76412,NA
E515_140,0.1744,NA,NA,NA
E247_53,NA,NA,0.06524,NA
E604_308,NA,NA,0.38519,NA
E478_345,0.43162,NA,NA,NA
E881_775,NA,NA,NA,0.97114
E917_714,0.8946,NA,NA,NA
E217_674,NA,NA,0.84442,NA
E713_17,NA,NA,0.02008,NA
E695_439,0.54956,NA,NA,NA
E912_331,0.41405,NA,NA,NA
E553_673,NA,NA,0.84316,NA
E331_488,0.61104,NA,NA,NA
E737_723,0.9059,NA,NA,NA
E983_53,NA,0.06524,NA,NA
E7_533,NA,0.6675,NA,NA
E141_295,0.36888,NA,NA,NA
E659_697,NA,NA,NA,0.87327
E816_98,0.12171,NA,NA,NA
E712_303,0.37892,NA,NA,NA
E717_19,0.02258,NA,NA,NA
E326_503,0.62986,NA,NA,NA
E597_53,NA,0.06524,NA,NA
E718_56,0.06901,NA,NA,NA
E51_277,0.3463,NA,NA,NA
E370_315,0.39398,NA,NA,NA
E329_295,NA,0.36888,NA,NA
E675_353,NA,NA,NA,0.44166
E32_441,0.55207,NA,NA,NA
E96_155,NA,0.19322,NA,NA
E829_351,NA,NA,0.43915,NA
E842_83,0.10289,NA,NA,NA
E676_344,0.43036,NA,NA,NA
E420_524,0.65621,NA,NA,NA
E550_724,0.90715,NA,NA,NA
E867_329,NA,NA,0.41154,NA
E879_137,NA,NA,0.17064,NA
E159_106,0.13174,NA,NA,NA
E444_15,NA,NA,0.01757,NA
E789_673,NA,NA,0.84316,NA
E475_389,NA,NA,0.48683,NA
E471_625,NA,0.78294,NA,NA
E493_627,NA,NA,0.78545,NA
E27_537,NA,NA,0.67252,NA
E437_372,0.4655,NA,NA,NA
E215_13,NA,NA,0.01506,NA
E251_226,0.28231,NA,NA,NA
E686_21,NA,NA,0.02509,NA
E611_403,NA,NA,NA,0.50439
E591_751,NA,NA,0.94103,NA
E275_403,0.50439,NA,NA,NA
E464_620,NA,NA,NA,0.77666
E154_351,0.43915,NA,NA,NA
E160_712,0.8921,NA,NA,NA
E743_118,NA,NA,0.1468,NA
E13_460,0.57591,NA,NA,NA
E527_483,NA,NA,0.60477,NA
E101_746,0.93476,NA,NA,NA
E400_548,0.68632,NA,NA,NA
E618_586,NA,NA,0.734,NA
E608_366,0.45797,NA,NA,NA
E830_229,NA,0.28607,NA,NA
E669_461,0.57716,NA,NA,NA
E468_748,NA,NA,0.93726,NA
E214_569,NA,NA,0.71267,NA
E291_98,0.12171,NA,NA,NA
E774_13,0.01506,NA,NA,NA
E417_209,NA,NA,NA,0.26098
E105_568,NA,NA,NA,0.71142
E367_425,0.53199,NA,NA,NA
E342_254,0.31744,NA,NA,NA
E633_450,0.56336,NA,NA,NA
E562_416,NA,NA,0.5207,NA
E585_47,0.05772,NA,NA,NA
E379_654,0.81932,NA,NA,NA
E210_229,0.28607,NA,NA,NA
E208_78,0.09661,NA,NA,NA
E252_447,NA,NA,NA,0.5596
E544_40,0.04893,NA,NA,NA
E589_615,NA,NA,0.77039,NA
E100_761,NA,NA,0.95358,NA
E958_419,NA,NA,0.52447,NA
E125_705,NA,NA,0.88331,NA
E985_700,NA,NA,0.87704,NA
E736_675,NA,NA,NA,0.84567
E43_264,NA,NA,NA,0.32999
E685_267,NA,NA,0.33375,NA
E425_232,NA,NA,0.28984,NA
E222_604,0.75659,NA,NA,NA
E572_683,0.85571,NA,NA,NA
E728_61,0.07528,NA,NA,NA
E800_504,0.63112,NA,NA,NA
E938_133,0.16562,NA,NA,NA
E517_546,0.68381,NA,NA,NA
E531_251,0.31368,NA,NA,NA
E747_539,NA,NA,0.67503,NA
E390_255,0.3187,NA,NA,NA
E907_178,NA,NA,0.22208,NA
E414_747,0.93601,NA,NA,NA
E62_588,0.73651,NA,NA,NA
E506_754,NA,NA,NA,0.94479
E848_365,NA,NA,NA,0.45671
E771_444,0.55583,NA,NA,NA
E219_329,NA,NA,0.41154,NA
E752_24,0.02886,NA,NA,NA
E794_121,NA,NA,0.15056,NA
E254_122,NA,NA,0.15182,NA
E10_281,NA,NA,0.35132,NA
E310_613,0.76788,NA,NA,NA
E526_195,0.24341,NA,NA,NA
E261_100,NA,0.12422,NA,NA
E226_272,NA,NA,0.34003,NA
E186_493,0.61731,NA,NA,NA
E459_45,NA,NA,NA,0.05521
E586_156,NA,0.19448,NA,NA
E415_232,NA,0.28984,NA,NA
E802_767,0.9611,NA,NA,NA
E730_441,NA,NA,NA,0.55207
E41_443,NA,NA,0.55458,NA
E316_619,0.77541,NA,NA,NA
E451_560,NA,0.70138,NA,NA
E773_395,NA,NA,0.49435,NA
E792_575,NA,0.7202,NA,NA
E916_129,NA,NA,0.1606,NA
E978_271,NA,NA,0.33877,NA
E727_412,0.51568,NA,NA,NA
E861_763,NA,NA,NA,0.95609
E768_184,NA,NA,0.22961,NA
E409_759,NA,NA,NA,0.95107
E346_670,0.8394,NA,NA,NA
E242_497,NA,0.62233,NA,NA
E561_247,NA,NA,NA,0.30866
E513_197,0.24592,NA,NA,NA
E755_370,NA,NA,0.46299,NA
E334_349,0.43664,NA,NA,NA
E534_424,0.53074,NA,NA,NA
E78_751,NA,NA,0.94103,NA
E996_287,NA,NA,NA,0.35885
E321_96,NA,NA,NA,0.1192
E347_482,0.60351,NA,NA,NA
E419_617,0.7729,NA,NA,NA
E967_245,NA,NA,0.30615,NA
E99_69,0.08532,NA,NA,NA
E175_200,0.24969,NA,NA,NA
E742_604,NA,0.75659,NA,NA
E88_712,NA,0.8921,NA,NA
E132_218,NA,NA,NA,0.27227
E778_776,0.9724,NA,NA,NA
E24_649,NA,NA,0.81305,NA
E670_688,0.86198,NA,NA,NA
E238_415,NA,NA,0.51945,NA
E455_327,NA,0.40903,NA,NA
E945_469,NA,NA,0.5872,NA
E95_672,NA,NA,0.84191,NA
E507_444,0.55583,NA,NA,NA
E155_725,NA,NA,0.90841,NA
E294_606,NA,NA,NA,0.7591
E258_283,NA,NA,0.35383,NA
E494_710,0.88959,NA,NA,NA
E841_371,NA,NA,0.46424,NA
E549_614,NA,NA,0.76913,NA
E935_585,NA,NA,0.73275,NA
E866_350,NA,0.43789,NA,NA
E87_457,0.57215,NA,NA,NA
E376_620,0.77666,NA,NA,NA
E944_714,0.8946,NA,NA,NA
E868_387,0.48432,NA,NA,NA
E69_630,NA,NA,0.78921,NA
E381_511,0.6399,NA,NA,NA
E30_767,NA,NA,NA,0.9611
E348_233,NA,0.29109,NA,NA
E590_398,NA,NA,NA,0.49812
E130_641,0.80301,NA,NA,NA
E299_611,0.76537,NA,NA,NA
E824_72,0.08908,NA,NA,NA
E921_487,0.60979,NA,NA,NA
E877_628,NA,NA,NA,0.7867
E520_637,0.79799,NA,NA,NA
E156_495,NA,NA,NA,0.61982
E236_770,NA,NA,0.96487,NA
E84_702,NA,NA,0.87955,NA
E992_642,NA,NA,0.80427,NA
E436_511,0.6399,NA,NA,NA
E71_738,0.92472,NA,NA,NA
E203_142,NA,NA,NA,0.17691
E38_652,0.81681,NA,NA,NA
E750_593,NA,NA,0.74279,NA
E666_265,NA,NA,0.33124,NA
E580_409,0.51192,NA,NA,NA
E709_422,0.52823,NA,NA,NA
E825_604,NA,NA,NA,0.75659
E708_56,NA,0.06901,NA,NA
E616_297,NA,NA,0.37139,NA
E58_545,0.68256,NA,NA,NA
E890_221,0.27604,NA,NA,NA
E277_499,0.62484,NA,NA,NA
E623_624,0.78168,NA,NA,NA
E116_85,NA,NA,0.1054,NA
E803_797,0.99875,NA,NA,NA
E127_102,0.12673,NA,NA,NA
E754_47,0.05772,NA,NA,NA
E435_712,NA,NA,0.8921,NA
E150_39,NA,0.04768,NA,NA
E565_136,0.16939,NA,NA,NA
E772_533,NA,NA,0.6675,NA
E845_657,NA,NA,0.82309,NA
E629_275,0.34379,NA,NA,NA
E171_361,0.45169,NA,NA,NA
E571_266,NA,NA,0.3325,NA
E698_236,0.29486,NA,NA,NA
E882_732,0.91719,NA,NA,NA
E950_119,0.14806,NA,NA,NA
E632_178,NA,NA,NA,0.22208
E694_342,0.42785,NA,NA,NA
E555_404,0.50565,NA,NA,NA
E193_145,0.18068,NA,NA,NA
E892_194,NA,0.24216,NA,NA
