,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E187_302,0.37814,NA,NA,NA
E983_267,NA,NA,0.33417,NA
E93_710,NA,0.8907,NA,NA
E388_586,0.73492,NA,NA,NA
E63_371,NA,NA,0.46482,NA
E619_737,NA,0.92462,NA,NA
E866_121,NA,NA,NA,0.15075
E547_623,NA,0.78141,NA,NA
E434_628,NA,0.78769,NA,NA
E599_797,NA,NA,NA,1.0
E791_148,0.18467,NA,NA,NA
E887_393,NA,NA,NA,0.49246
E865_486,NA,0.6093,NA,NA
E354_192,0.23995,NA,NA,NA
E542_105,NA,0.13065,NA,NA
E307_391,NA,NA,NA,0.48995
E974_573,NA,NA,0.71859,NA
E220_538,NA,0.67462,NA,NA
E313_256,NA,NA,0.32035,NA
E496_660,0.82789,NA,NA,NA
E862_581,NA,0.72864,NA,NA
E803_110,NA,0.13693,NA,NA
E256_651,NA,0.81658,NA,NA
E550_352,NA,0.44095,NA,NA
E359_370,NA,NA,0.46357,NA
E153_310,NA,0.38819,NA,NA
E221_83,NA,NA,0.10302,NA
E596_172,NA,0.21482,NA,NA
E742_247,NA,NA,NA,0.30905
E86_611,0.76633,NA,NA,NA
E841_35,0.04271,NA,NA,NA
E737_642,NA,0.80528,NA,NA
E324_416,0.52136,NA,NA,NA
E700_59,NA,NA,NA,0.07286
E371_705,NA,NA,0.88442,NA
E107_263,NA,0.32915,NA,NA
E228_264,NA,NA,NA,0.3304
E594_380,0.47613,NA,NA,NA
E283_722,NA,NA,0.90578,NA
E957_551,NA,0.69095,NA,NA
E951_610,0.76508,NA,NA,NA
E373_20,NA,0.02387,NA,NA
E169_275,NA,0.34422,NA,NA
E89_219,NA,NA,0.27387,NA
E765_511,NA,0.6407,NA,NA
E727_39,NA,0.04774,NA,NA
E82_682,NA,0.85553,NA,NA
E629_466,NA,0.58417,NA,NA
E33_759,NA,0.95226,NA,NA
E903_233,NA,NA,NA,0.29146
E911_480,NA,0.60176,NA,NA
E110_585,0.73367,NA,NA,NA
E155_346,0.43342,NA,NA,NA
E728_674,NA,0.84548,NA,NA
E830_178,NA,NA,NA,0.22236
E64_399,0.5,NA,NA,NA
E203_455,NA,NA,NA,0.57035
E870_509,NA,NA,NA,0.63819
E246_98,0.12186,NA,NA,NA
E190_498,0.62437,NA,NA,NA
E114_414,NA,0.51884,NA,NA
E857_722,NA,NA,NA,0.90578
E937_108,NA,0.13442,NA,NA
E861_146,NA,NA,NA,0.18216
E273_409,NA,NA,NA,0.51256
E797_169,0.21106,NA,NA,NA
E837_45,NA,NA,NA,0.05528
E735_91,NA,0.11307,NA,NA
E631_208,NA,0.26005,NA,NA
E760_133,NA,NA,NA,0.16583
E637_209,NA,0.26131,NA,NA
E174_302,0.37814,NA,NA,NA
E768_606,0.76005,NA,NA,NA
E502_394,0.49372,NA,NA,NA
E666_201,0.25126,NA,NA,NA
E986_253,NA,NA,0.31658,NA
E481_39,NA,0.04774,NA,NA
E892_150,NA,NA,0.18719,NA
E205_459,NA,0.57538,NA,NA
E417_143,NA,NA,0.17839,NA
E662_647,NA,NA,NA,0.81156
E627_569,NA,0.71357,NA,NA
E950_336,NA,0.42085,NA,NA
E65_557,NA,0.69849,NA,NA
E848_512,NA,NA,NA,0.64196
E733_201,NA,0.25126,NA,NA
E487_66,NA,0.08166,NA,NA
E375_143,NA,0.17839,NA,NA
E545_256,NA,0.32035,NA,NA
E465_368,NA,NA,0.46106,NA
E94_395,NA,0.49497,NA,NA
E537_290,NA,NA,NA,0.36307
E489_301,NA,0.37688,NA,NA
E433_115,0.14322,NA,NA,NA
E692_142,0.17714,NA,NA,NA
E87_530,NA,0.66457,NA,NA
E993_585,0.73367,NA,NA,NA
E905_21,0.02513,NA,NA,NA
E900_474,NA,0.59422,NA,NA
E299_355,NA,0.44472,NA,NA
E681_317,NA,NA,0.39698,NA
E650_340,0.42588,NA,NA,NA
E268_509,0.63819,NA,NA,NA
E339_375,NA,0.46985,NA,NA
E647_689,0.86432,NA,NA,NA
E239_217,NA,0.27136,NA,NA
E846_23,0.02764,NA,NA,NA
E329_351,NA,NA,NA,0.4397
E125_413,0.51759,NA,NA,NA
E653_356,NA,0.44598,NA,NA
E49_398,NA,NA,NA,0.49874
E793_726,NA,NA,NA,0.9108
E146_1,NA,NA,0.0,NA
E936_258,0.32286,NA,NA,NA
E812_682,0.85553,NA,NA,NA
E175_179,NA,0.22362,NA,NA
E711_413,NA,0.51759,NA,NA
E459_502,NA,NA,NA,0.6294
E250_194,NA,0.24246,NA,NA
E252_342,NA,NA,NA,0.42839
E374_770,NA,0.96608,NA,NA
E259_576,NA,0.72236,NA,NA
E444_258,0.32286,NA,NA,NA
E198_707,0.88693,NA,NA,NA
E474_557,NA,NA,0.69849,NA
E679_660,0.82789,NA,NA,NA
E253_316,0.39573,NA,NA,NA
E529_630,0.7902,NA,NA,NA
E593_741,NA,0.92965,NA,NA
E782_158,NA,NA,NA,0.19724
E781_792,NA,0.99372,NA,NA
E952_326,0.40829,NA,NA,NA
E287_98,NA,0.12186,NA,NA
E559_235,NA,NA,NA,0.29397
E361_197,NA,NA,NA,0.24623
E519_209,NA,NA,NA,0.26131
E976_791,NA,0.99246,NA,NA
E392_796,0.99874,NA,NA,NA
E933_234,NA,0.29271,NA,NA
E52_362,NA,0.45352,NA,NA
E895_258,0.32286,NA,NA,NA
E224_268,NA,0.33543,NA,NA
E660_32,0.03894,NA,NA,NA
E385_138,0.17211,NA,NA,NA
E744_638,0.80025,NA,NA,NA
E643_349,NA,0.43719,NA,NA
E886_82,0.10176,NA,NA,NA
E975_390,0.48869,NA,NA,NA
E274_682,NA,0.85553,NA,NA
E260_151,NA,0.18844,NA,NA
E462_637,NA,0.79899,NA,NA
E985_614,0.7701,NA,NA,NA
E575_450,NA,0.56407,NA,NA
E754_124,NA,0.15452,NA,NA
E345_45,0.05528,NA,NA,NA
E177_81,NA,NA,NA,0.1005
E672_327,0.40955,NA,NA,NA
E509_777,NA,0.97487,NA,NA
E222_275,NA,0.34422,NA,NA
E923_697,NA,0.87437,NA,NA
E145_297,0.37186,NA,NA,NA
E326_198,NA,0.24749,NA,NA
E538_534,0.6696,NA,NA,NA
E714_271,NA,0.3392,NA,NA
E987_161,NA,NA,0.20101,NA
E55_43,NA,0.05276,NA,NA
E167_570,NA,0.71482,NA,NA
E770_132,0.16457,NA,NA,NA
E968_449,NA,0.56281,NA,NA
E365_89,NA,0.11055,NA,NA
E399_300,NA,0.37563,NA,NA
E235_451,0.56533,NA,NA,NA
E694_761,NA,0.95477,NA,NA
E348_402,NA,NA,0.50377,NA
E269_79,0.09799,NA,NA,NA
E701_263,NA,NA,0.32915,NA
E856_665,0.83417,NA,NA,NA
E515_404,NA,0.50628,NA,NA
E755_156,0.19472,NA,NA,NA
E888_790,0.99121,NA,NA,NA
E355_791,NA,0.99246,NA,NA
E558_151,NA,0.18844,NA,NA
E676_781,NA,0.9799,NA,NA
E188_240,NA,NA,0.30025,NA
E23_613,NA,0.76884,NA,NA
E699_734,NA,NA,0.92085,NA
E495_428,NA,0.53643,NA,NA
E971_332,NA,NA,NA,0.41583
E413_28,0.03392,NA,NA,NA
E315_285,0.35678,NA,NA,NA
E439_25,NA,0.03015,NA,NA
E12_16,NA,0.01884,NA,NA
E247_440,0.55151,NA,NA,NA
E590_403,NA,NA,NA,0.50503
E598_168,NA,NA,NA,0.2098
E609_437,NA,0.54774,NA,NA
E328_451,NA,0.56533,NA,NA
E404_105,NA,NA,NA,0.13065
E280_225,0.28141,NA,NA,NA
E505_69,NA,NA,NA,0.08543
E838_192,NA,NA,NA,0.23995
E821_656,NA,NA,0.82286,NA
E429_525,0.65829,NA,NA,NA
E98_258,NA,0.32286,NA,NA
E302_570,NA,NA,0.71482,NA
E595_371,0.46482,NA,NA,NA
E79_24,NA,0.02889,NA,NA
E32_23,NA,0.02764,NA,NA
E819_330,0.41332,NA,NA,NA
E303_725,0.90955,NA,NA,NA
E651_701,NA,0.8794,NA,NA
E740_784,NA,NA,0.98367,NA
E801_437,0.54774,NA,NA,NA
E932_41,NA,0.05025,NA,NA
E182_277,NA,0.34673,NA,NA
E638_539,NA,0.67588,NA,NA
E948_481,NA,0.60302,NA,NA
E997_625,NA,0.78392,NA,NA
E675_413,NA,NA,0.51759,NA
E337_629,NA,0.78894,NA,NA
E528_594,NA,0.74497,NA,NA
E843_231,NA,0.28894,NA,NA
E655_504,NA,NA,0.63191,NA
E403_739,NA,0.92714,NA,NA
E796_164,0.20477,NA,NA,NA
E813_282,NA,0.35302,NA,NA
E275_656,NA,0.82286,NA,NA
E822_597,0.74874,NA,NA,NA
E15_97,NA,0.1206,NA,NA
E3_577,0.72362,NA,NA,NA
E83_34,NA,0.04146,NA,NA
E144_387,0.48492,NA,NA,NA
E50_480,NA,0.60176,NA,NA
E60_182,NA,0.22739,NA,NA
E368_151,NA,0.18844,NA,NA
E586_659,NA,NA,NA,0.82663
E972_191,NA,0.23869,NA,NA
E406_681,0.85427,NA,NA,NA
E894_774,NA,0.97111,NA,NA
E687_669,0.8392,NA,NA,NA
E397_502,NA,NA,0.6294,NA
E54_671,NA,NA,NA,0.84171
E289_219,0.27387,NA,NA,NA
E532_522,NA,0.65452,NA,NA
E21_484,NA,0.60678,NA,NA
E984_27,NA,0.03266,NA,NA
E769_397,NA,0.49749,NA,NA
E29_674,NA,NA,0.84548,NA
E207_52,NA,NA,NA,0.06407
E6_122,NA,0.15201,NA,NA
E969_205,0.25628,NA,NA,NA
E601_202,NA,NA,0.25251,NA
E471_135,NA,NA,NA,0.16834
E614_3,NA,NA,NA,0.00251
E322_182,NA,NA,0.22739,NA
E626_403,NA,0.50503,NA,NA
E455_20,NA,NA,0.02387,NA
E415_539,NA,NA,0.67588,NA
E42_403,NA,0.50503,NA,NA
E58_70,NA,0.08668,NA,NA
E448_241,NA,NA,0.30151,NA
E833_207,NA,0.25879,NA,NA
E536_662,NA,0.8304,NA,NA
E482_175,0.21859,NA,NA,NA
E602_333,NA,NA,NA,0.41709
E469_472,NA,0.59171,NA,NA
E964_464,NA,0.58166,NA,NA
E178_460,NA,0.57663,NA,NA
E105_404,NA,NA,0.50628,NA
E998_73,NA,0.09045,NA,NA
E573_303,NA,0.3794,NA,NA
E490_179,NA,0.22362,NA,NA
E544_523,NA,0.65578,NA,NA
E251_148,NA,0.18467,NA,NA
E776_396,0.49623,NA,NA,NA
E483_387,0.48492,NA,NA,NA
E718_408,NA,0.51131,NA,NA
E999_475,NA,0.59548,NA,NA
E991_699,0.87688,NA,NA,NA
E179_19,NA,0.02261,NA,NA
E405_513,NA,0.64322,NA,NA
E569_33,0.0402,NA,NA,NA
E759_247,NA,0.30905,NA,NA
E159_144,NA,0.17965,NA,NA
E234_81,NA,NA,0.1005,NA
E756_325,NA,0.40704,NA,NA
E255_405,NA,NA,NA,0.50754
E454_780,NA,0.97864,NA,NA
E263_781,NA,0.9799,NA,NA
E554_434,NA,NA,0.54397,NA
E736_225,NA,NA,NA,0.28141
E152_293,NA,0.36683,NA,NA
E820_425,0.53266,NA,NA,NA
E410_306,NA,NA,0.38317,NA
E171_745,NA,0.93467,NA,NA
E430_28,NA,0.03392,NA,NA
E108_174,NA,0.21734,NA,NA
E376_372,NA,0.46608,NA,NA
E541_440,NA,0.55151,NA,NA
E20_616,NA,NA,0.77261,NA
E668_265,NA,NA,NA,0.33166
E680_575,NA,NA,0.72111,NA
E512_487,NA,0.61055,NA,NA
E443_506,0.63442,NA,NA,NA
E468_78,0.09673,NA,NA,NA
E161_693,NA,0.86935,NA,NA
E788_155,NA,0.19347,NA,NA
E445_502,NA,NA,NA,0.6294
E831_325,NA,NA,NA,0.40704
E621_261,NA,0.32663,NA,NA
E634_733,0.9196,NA,NA,NA
E128_634,NA,0.79523,NA,NA
E525_425,0.53266,NA,NA,NA
E849_193,NA,0.24121,NA,NA
E475_271,0.3392,NA,NA,NA
E855_317,NA,NA,0.39698,NA
E767_40,NA,NA,NA,0.04899
E197_278,0.34799,NA,NA,NA
E620_135,NA,NA,0.16834,NA
E592_353,NA,NA,0.44221,NA
E980_97,NA,0.1206,NA,NA
E447_385,NA,0.48241,NA,NA
E281_659,NA,0.82663,NA,NA
E261_491,NA,NA,0.61558,NA
E893_659,NA,NA,NA,0.82663
E901_364,0.45603,NA,NA,NA
E854_17,0.0201,NA,NA,NA
E871_482,NA,NA,NA,0.60427
E497_66,NA,NA,0.08166,NA
E441_229,NA,0.28643,NA,NA
E41_415,0.5201,NA,NA,NA
E422_24,NA,NA,NA,0.02889
E939_187,NA,0.23367,NA,NA
E131_727,0.91206,NA,NA,NA
E642_107,NA,NA,0.13317,NA
E880_414,0.51884,NA,NA,NA
E266_100,NA,NA,0.12437,NA
E921_162,NA,0.20226,NA,NA
E499_573,NA,NA,0.71859,NA
E279_452,NA,0.56658,NA,NA
E644_255,NA,0.3191,NA,NA
E500_526,0.65955,NA,NA,NA
E881_494,NA,NA,NA,0.61935
E508_562,NA,0.70477,NA,NA
E316_735,NA,0.92211,NA,NA
E215_268,0.33543,NA,NA,NA
E896_322,NA,0.40327,NA,NA
E808_285,NA,0.35678,NA,NA
E151_538,NA,NA,0.67462,NA
E45_395,NA,NA,NA,0.49497
E784_629,0.78894,NA,NA,NA
E386_319,NA,0.3995,NA,NA
E118_45,NA,0.05528,NA,NA
E954_579,NA,0.72613,NA,NA
E194_295,0.36935,NA,NA,NA
E981_607,NA,0.76131,NA,NA
E456_533,0.66834,NA,NA,NA
E225_336,NA,NA,0.42085,NA
E327_264,NA,0.3304,NA,NA
E556_52,0.06407,NA,NA,NA
E520_42,NA,0.05151,NA,NA
E931_378,NA,0.47362,NA,NA
E478_450,NA,0.56407,NA,NA
E34_548,0.68719,NA,NA,NA
E381_363,NA,0.45477,NA,NA
E992_564,0.70729,NA,NA,NA
E853_396,NA,0.49623,NA,NA
E120_22,NA,NA,NA,0.02638
E173_533,NA,0.66834,NA,NA
E206_546,0.68467,NA,NA,NA
E461_254,NA,NA,0.31784,NA
E684_644,NA,0.80779,NA,NA
E771_581,NA,0.72864,NA,NA
E661_275,NA,0.34422,NA,NA
E697_408,NA,0.51131,NA,NA
E851_39,NA,NA,NA,0.04774
E568_40,NA,0.04899,NA,NA
E395_672,NA,NA,NA,0.84296
E753_2,NA,0.00126,NA,NA
E39_539,0.67588,NA,NA,NA
E633_699,NA,0.87688,NA,NA
E929_301,0.37688,NA,NA,NA
E514_247,NA,NA,NA,0.30905
E800_596,NA,0.74749,NA,NA
E750_351,0.4397,NA,NA,NA
E635_220,0.27513,NA,NA,NA
E689_556,NA,NA,0.69724,NA
E630_549,0.68844,NA,NA,NA
E377_479,NA,NA,0.6005,NA
E44_752,NA,0.94347,NA,NA
E213_239,0.29899,NA,NA,NA
E401_701,NA,NA,NA,0.8794
E552_288,NA,NA,NA,0.36055
E320_751,NA,NA,NA,0.94221
E218_136,NA,0.1696,NA,NA
E204_676,0.84799,NA,NA,NA
E301_586,0.73492,NA,NA,NA
E31_656,NA,0.82286,NA,NA
E416_467,NA,0.58543,NA,NA
E346_738,NA,0.92588,NA,NA
E4_365,NA,0.45729,NA,NA
E726_27,NA,0.03266,NA,NA
E941_321,NA,NA,0.40201,NA
E959_150,NA,0.18719,NA,NA
E111_109,NA,0.13568,NA,NA
E654_654,NA,0.82035,NA,NA
E624_217,0.27136,NA,NA,NA
E202_75,NA,0.09296,NA,NA
E319_10,NA,0.01131,NA,NA
E231_460,0.57663,NA,NA,NA
E743_690,0.86558,NA,NA,NA
E216_191,NA,0.23869,NA,NA
E826_613,0.76884,NA,NA,NA
E292_406,NA,NA,NA,0.50879
E304_325,NA,NA,0.40704,NA
E494_586,NA,0.73492,NA,NA
E548_394,NA,0.49372,NA,NA
E356_632,NA,NA,0.79271,NA
E347_240,NA,0.30025,NA,NA
E902_94,NA,0.11683,NA,NA
E7_486,NA,NA,0.6093,NA
E606_478,NA,NA,NA,0.59925
E214_422,0.52889,NA,NA,NA
E504_75,NA,NA,0.09296,NA
E956_188,0.23492,NA,NA,NA
E795_170,0.21231,NA,NA,NA
E518_269,NA,0.33668,NA,NA
E493_128,0.15955,NA,NA,NA
E92_604,NA,0.75754,NA,NA
E587_446,NA,NA,NA,0.55905
E199_622,0.78015,NA,NA,NA
E138_126,NA,0.15704,NA,NA
E420_429,NA,0.53769,NA,NA
E604_698,0.87563,NA,NA,NA
E270_184,NA,0.2299,NA,NA
E334_21,NA,0.02513,NA,NA
E576_770,0.96608,NA,NA,NA
E916_449,0.56281,NA,NA,NA
E148_795,NA,0.99749,NA,NA
E272_521,0.65327,NA,NA,NA
E908_445,NA,NA,0.55779,NA
E35_432,NA,0.54146,NA,NA
E106_375,NA,0.46985,NA,NA
E673_568,NA,0.71231,NA,NA
E412_198,NA,0.24749,NA,NA
E875_663,0.83166,NA,NA,NA
E527_258,0.32286,NA,NA,NA
E946_25,NA,0.03015,NA,NA
E480_539,NA,0.67588,NA,NA
E176_593,NA,NA,0.74372,NA
E927_678,0.8505,NA,NA,NA
E464_237,NA,NA,0.29648,NA
E535_313,0.39196,NA,NA,NA
E864_29,NA,NA,0.03518,NA
E95_270,0.33794,NA,NA,NA
E924_342,NA,0.42839,NA,NA
E876_237,NA,0.29648,NA,NA
E432_537,NA,0.67337,NA,NA
E467_508,0.63693,NA,NA,NA
E201_214,0.26759,NA,NA,NA
E562_428,0.53643,NA,NA,NA
E440_133,NA,0.16583,NA,NA
E284_105,0.13065,NA,NA,NA
E470_569,NA,NA,NA,0.71357
E836_402,0.50377,NA,NA,NA
E76_597,0.74874,NA,NA,NA
E663_24,NA,0.02889,NA,NA
E271_629,0.78894,NA,NA,NA
E516_684,NA,0.85804,NA,NA
E393_220,NA,NA,NA,0.27513
E722_111,NA,NA,NA,0.13819
E143_482,0.60427,NA,NA,NA
E191_132,NA,NA,NA,0.16457
E787_493,NA,0.61809,NA,NA
E696_652,NA,0.81784,NA,NA
E317_551,0.69095,NA,NA,NA
E130_506,NA,0.63442,NA,NA
E124_693,NA,0.86935,NA,NA
E977_250,0.31281,NA,NA,NA
E698_245,NA,0.30653,NA,NA
E563_59,NA,0.07286,NA,NA
E827_17,NA,0.0201,NA,NA
E157_108,NA,0.13442,NA,NA
E641_530,0.66457,NA,NA,NA
E460_682,0.85553,NA,NA,NA
E162_509,NA,0.63819,NA,NA
E127_636,NA,0.79774,NA,NA
E298_167,NA,0.20854,NA,NA
E80_346,0.43342,NA,NA,NA
E390_189,NA,0.23618,NA,NA
E99_251,NA,0.31407,NA,NA
E749_400,NA,0.50126,NA,NA
E227_315,NA,0.39447,NA,NA
E486_359,NA,0.44975,NA,NA
E158_694,NA,NA,NA,0.8706
E762_403,NA,NA,0.50503,NA
E712_33,NA,0.0402,NA,NA
E236_78,0.09673,NA,NA,NA
E665_301,0.37688,NA,NA,NA
E101_165,NA,0.20603,NA,NA
E358_641,0.80402,NA,NA,NA
E367_714,NA,0.89573,NA,NA
E372_381,0.47739,NA,NA,NA
E210_415,NA,0.5201,NA,NA
E891_134,0.16709,NA,NA,NA
E583_117,NA,0.14573,NA,NA
E183_564,NA,0.70729,NA,NA
E682_20,NA,NA,0.02387,NA
E9_382,NA,0.47864,NA,NA
E2_392,NA,0.49121,NA,NA
E102_443,NA,0.55528,NA,NA
E61_181,NA,0.22613,NA,NA
E46_516,NA,0.64698,NA,NA
E407_35,NA,0.04271,NA,NA
E43_527,NA,NA,0.6608,NA
E610_239,NA,0.29899,NA,NA
E421_186,NA,0.23241,NA,NA
E402_745,NA,0.93467,NA,NA
E913_548,0.68719,NA,NA,NA
E717_483,NA,0.60553,NA,NA
E473_741,NA,0.92965,NA,NA
E790_557,NA,0.69849,NA,NA
E360_298,NA,0.37312,NA,NA
E786_770,0.96608,NA,NA,NA
E136_602,NA,0.75503,NA,NA
E798_474,NA,0.59422,NA,NA
E570_350,NA,NA,0.43844,NA
E938_237,NA,0.29648,NA,NA
E193_361,NA,0.45226,NA,NA
E147_538,NA,NA,0.67462,NA
E498_431,NA,0.5402,NA,NA
E645_371,0.46482,NA,NA,NA
E584_23,NA,NA,NA,0.02764
E19_68,0.08417,NA,NA,NA
E605_542,0.67965,NA,NA,NA
E132_543,NA,NA,NA,0.6809
E709_134,NA,0.16709,NA,NA
E192_217,NA,0.27136,NA,NA
E799_559,NA,0.70101,NA,NA
E989_340,NA,NA,NA,0.42588
E484_686,NA,NA,0.86055,NA
E503_22,NA,0.02638,NA,NA
E719_662,0.8304,NA,NA,NA
E109_483,NA,0.60553,NA,NA
E910_776,0.97362,NA,NA,NA
E423_664,0.83291,NA,NA,NA
E116_385,0.48241,NA,NA,NA
E344_59,NA,0.07286,NA,NA
E611_617,NA,NA,0.77387,NA
E11_236,0.29523,NA,NA,NA
E829_553,0.69347,NA,NA,NA
E1_727,NA,0.91206,NA,NA
E296_520,NA,NA,0.65201,NA
E100_795,0.99749,NA,NA,NA
E763_610,NA,NA,NA,0.76508
E608_663,NA,0.83166,NA,NA
E825_594,NA,NA,0.74497,NA
E96_668,NA,NA,NA,0.83794
E669_593,NA,0.74372,NA,NA
E889_199,NA,0.24874,NA,NA
E646_540,NA,0.67714,NA,NA
E591_217,0.27136,NA,NA,NA
E463_345,NA,0.43216,NA,NA
E863_753,0.94472,NA,NA,NA
E241_171,0.21357,NA,NA,NA
E81_648,0.81281,NA,NA,NA
E982_284,0.35553,NA,NA,NA
E572_683,NA,0.85678,NA,NA
E751_619,NA,0.77638,NA,NA
E357_733,NA,NA,NA,0.9196
E438_638,0.80025,NA,NA,NA
E919_98,NA,0.12186,NA,NA
E835_447,NA,0.5603,NA,NA
E13_217,NA,0.27136,NA,NA
E674_114,NA,0.14196,NA,NA
E223_475,NA,0.59548,NA,NA
E934_740,NA,0.92839,NA,NA
E133_169,NA,0.21106,NA,NA
E383_269,NA,0.33668,NA,NA
E14_220,NA,NA,NA,0.27513
E51_446,NA,0.55905,NA,NA
E219_383,0.4799,NA,NA,NA
E121_219,NA,NA,NA,0.27387
E979_553,NA,0.69347,NA,NA
E805_427,NA,0.53518,NA,NA
E778_440,NA,0.55151,NA,NA
E408_10,0.01131,NA,NA,NA
E364_125,0.15578,NA,NA,NA
E930_356,0.44598,NA,NA,NA
E656_733,NA,NA,NA,0.9196
E580_147,NA,0.18342,NA,NA
E721_479,NA,NA,NA,0.6005
E511_521,NA,0.65327,NA,NA
E567_491,NA,0.61558,NA,NA
E156_271,NA,NA,0.3392,NA
E783_493,0.61809,NA,NA,NA
E546_400,NA,NA,NA,0.50126
E396_525,NA,0.65829,NA,NA
E212_683,NA,0.85678,NA,NA
E384_34,0.04146,NA,NA,NA
E452_583,NA,NA,NA,0.73116
E394_367,0.4598,NA,NA,NA
E196_158,NA,0.19724,NA,NA
E149_791,0.99246,NA,NA,NA
E534_15,NA,0.01759,NA,NA
E104_446,0.55905,NA,NA,NA
E582_273,0.34171,NA,NA,NA
E715_137,NA,0.17085,NA,NA
E761_186,NA,0.23241,NA,NA
E338_646,NA,NA,0.8103,NA
E318_577,0.72362,NA,NA,NA
E702_591,NA,0.74121,NA,NA
E918_78,NA,0.09673,NA,NA
E477_50,NA,0.06156,NA,NA
E779_285,NA,0.35678,NA,NA
E419_270,NA,0.33794,NA,NA
E57_346,0.43342,NA,NA,NA
E688_125,0.15578,NA,NA,NA
E115_80,0.09925,NA,NA,NA
E38_367,NA,0.4598,NA,NA
E350_647,0.81156,NA,NA,NA
E521_120,NA,0.1495,NA,NA
E877_494,NA,NA,NA,0.61935
E549_403,0.50503,NA,NA,NA
E294_590,NA,NA,NA,0.73995
E540_58,0.07161,NA,NA,NA
E180_733,0.9196,NA,NA,NA
E600_77,NA,0.09548,NA,NA
E844_360,0.45101,NA,NA,NA
E342_370,NA,0.46357,NA,NA
E436_63,NA,0.07789,NA,NA
E73_466,NA,0.58417,NA,NA
E657_158,NA,0.19724,NA,NA
E10_170,0.21231,NA,NA,NA
E817_563,NA,0.70603,NA,NA
E686_89,0.11055,NA,NA,NA
E898_40,NA,NA,0.04899,NA
E955_44,NA,0.05402,NA,NA
E340_369,0.46231,NA,NA,NA
E553_790,0.99121,NA,NA,NA
E243_429,NA,NA,0.53769,NA
E792_228,NA,NA,0.28518,NA
E154_7,NA,0.00754,NA,NA
E119_518,NA,0.6495,NA,NA
E739_409,NA,0.51256,NA,NA
E962_526,NA,0.65955,NA,NA
E780_731,NA,0.91709,NA,NA
E47_94,NA,0.11683,NA,NA
E920_85,NA,0.10553,NA,NA
E970_655,NA,NA,NA,0.82161
E685_279,0.34925,NA,NA,NA
E335_332,NA,NA,0.41583,NA
E839_446,NA,0.55905,NA,NA
E40_449,NA,0.56281,NA,NA
E309_312,0.3907,NA,NA,NA
E67_36,0.04397,NA,NA,NA
E585_616,NA,0.77261,NA,NA
E636_258,NA,0.32286,NA,NA
E492_377,0.47236,NA,NA,NA
E68_553,NA,NA,NA,0.69347
E716_786,NA,NA,NA,0.98618
E286_648,NA,0.81281,NA,NA
E940_684,NA,0.85804,NA,NA
E785_510,NA,0.63945,NA,NA
E809_45,NA,NA,NA,0.05528
E437_490,NA,0.61432,NA,NA
E84_337,0.42211,NA,NA,NA
E671_100,NA,0.12437,NA,NA
E947_686,NA,0.86055,NA,NA
E530_169,NA,0.21106,NA,NA
E625_533,NA,NA,NA,0.66834
E816_773,NA,0.96985,NA,NA
E840_732,0.91834,NA,NA,NA
E628_450,NA,NA,0.56407,NA
E97_278,NA,0.34799,NA,NA
E564_629,NA,NA,NA,0.78894
E232_420,NA,NA,0.52638,NA
E623_451,NA,0.56533,NA,NA
E472_26,0.03141,NA,NA,NA
E113_655,NA,0.82161,NA,NA
