,PseudoTime1,PseudoTime2,PseudoTime3
E894_558,NA,NA,0.69849
E597_356,NA,0.44472,NA
E123_157,0.19472,NA,NA
E895_63,0.07663,NA,NA
E802_423,0.52889,NA,NA
E541_453,NA,0.56658,NA
E587_588,0.73618,NA,NA
E706_686,NA,0.8593,NA
E787_400,0.5,NA,NA
E489_172,NA,0.21357,NA
E728_670,0.8392,NA,NA
E620_359,NA,NA,0.44849
E876_481,0.60176,NA,NA
E542_37,0.04397,NA,NA
E269_342,NA,NA,0.42714
E674_84,0.10302,NA,NA
E754_395,NA,0.49372,NA
E669_755,0.94598,NA,NA
E812_525,NA,0.65704,NA
E395_50,0.0603,NA,NA
E341_479,0.59925,NA,NA
E224_63,0.07663,NA,NA
E467_150,NA,0.18593,NA
E748_46,0.05528,NA,NA
E164_124,0.15327,NA,NA
E291_755,0.94598,NA,NA
E306_341,0.42588,NA,NA
E546_70,0.08543,NA,NA
E596_368,NA,0.4598,NA
E934_119,0.14698,NA,NA
E497_569,0.71231,NA,NA
E959_106,NA,NA,0.13065
E189_382,0.47739,NA,NA
E408_434,0.54271,NA,NA
E555_51,NA,0.06156,NA
E472_182,0.22613,NA,NA
E710_55,0.06658,NA,NA
E623_539,NA,0.67462,NA
E283_481,0.60176,NA,NA
E800_89,NA,NA,0.1093
E769_359,NA,NA,0.44849
E639_225,0.28015,NA,NA
E273_152,NA,0.18844,NA
E362_31,0.03643,NA,NA
E117_136,0.16834,NA,NA
E419_763,0.95603,NA,NA
E434_728,NA,0.91206,NA
E996_43,0.05151,NA,NA
E158_530,0.66332,NA,NA
E214_576,NA,0.72111,NA
E747_651,NA,NA,0.81533
E44_597,0.74749,NA,NA
E290_547,NA,0.68467,NA
E780_325,0.40578,NA,NA
E837_95,NA,NA,0.11683
E945_789,NA,0.98869,NA
E670_82,0.1005,NA,NA
E849_321,NA,0.40075,NA
E937_744,0.93216,NA,NA
E407_574,NA,0.71859,NA
E776_679,0.8505,NA,NA
E948_525,0.65704,NA,NA
E491_382,0.47739,NA,NA
E847_358,NA,0.44724,NA
E470_670,0.8392,NA,NA
E967_784,NA,NA,0.98241
E824_93,0.11432,NA,NA
E749_389,0.48618,NA,NA
E318_402,0.50251,NA,NA
E886_754,0.94472,NA,NA
E856_500,0.62563,NA,NA
E649_544,0.6809,NA,NA
E264_611,0.76508,NA,NA
E783_659,NA,0.82538,NA
E438_468,0.58543,NA,NA
E696_47,NA,0.05653,NA
E961_359,0.44849,NA,NA
E227_634,NA,NA,0.79397
E724_660,NA,0.82663,NA
E915_661,NA,0.82789,NA
E738_336,NA,0.4196,NA
E995_644,NA,NA,0.80653
E460_662,NA,0.82915,NA
E634_715,NA,0.89573,NA
E11_661,NA,NA,0.82789
E752_579,0.72487,NA,NA
E665_350,0.43719,NA,NA
E813_19,0.02136,NA,NA
E215_197,NA,NA,0.24497
E815_14,NA,0.01508,NA
E924_667,0.83543,NA,NA
E400_435,NA,0.54397,NA
E606_696,NA,NA,0.87186
E588_567,0.7098,NA,NA
E152_546,NA,0.68342,NA
E116_384,0.4799,NA,NA
E1_67,0.08166,NA,NA
E607_131,0.16206,NA,NA
E664_266,NA,0.33166,NA
E537_217,0.2701,NA,NA
E711_107,0.13191,NA,NA
E686_46,NA,0.05528,NA
E582_473,0.59171,NA,NA
E272_187,0.23241,NA,NA
E804_632,NA,0.79146,NA
E671_287,0.35804,NA,NA
E53_204,0.25377,NA,NA
E857_22,NA,NA,0.02513
E38_21,0.02387,NA,NA
E779_553,0.69221,NA,NA
E372_734,0.9196,NA,NA
E627_199,NA,NA,0.24749
E36_284,0.35427,NA,NA
E64_19,0.02136,NA,NA
E572_798,NA,NA,1.0
E700_780,NA,NA,0.97739
E82_769,0.96357,NA,NA
E23_643,0.80528,NA,NA
E969_99,NA,0.12186,NA
E232_774,0.96985,NA,NA
E763_36,0.04271,NA,NA
E539_749,NA,0.93844,NA
E278_171,0.21231,NA,NA
E108_644,NA,NA,0.80653
E4_89,NA,0.1093,NA
E67_462,0.57789,NA,NA
E821_489,NA,0.61181,NA
E22_496,0.6206,NA,NA
E510_310,NA,0.38693,NA
E406_569,NA,0.71231,NA
E940_91,NA,NA,0.11181
E712_793,NA,0.99372,NA
E29_773,0.96859,NA,NA
E373_316,0.39447,NA,NA
E125_53,NA,NA,0.06407
E507_642,NA,0.80402,NA
E68_111,0.13693,NA,NA
E566_709,0.88819,NA,NA
E567_150,NA,0.18593,NA
E425_556,0.69598,NA,NA
E659_89,NA,NA,0.1093
E827_545,NA,0.68216,NA
E251_149,0.18467,NA,NA
E69_782,NA,0.9799,NA
E536_661,NA,0.82789,NA
E46_114,NA,0.1407,NA
E412_229,NA,0.28518,NA
E388_346,NA,0.43216,NA
E28_591,NA,0.73995,NA
E376_290,NA,0.36181,NA
E885_288,0.3593,NA,NA
E970_623,NA,0.78015,NA
E398_475,0.59422,NA,NA
E770_72,0.08794,NA,NA
E240_339,0.42337,NA,NA
E718_708,NA,0.88693,NA
E500_608,NA,0.76131,NA
E222_476,NA,NA,0.59548
E873_631,0.7902,NA,NA
E531_285,0.35553,NA,NA
E239_701,0.87814,NA,NA
E502_552,NA,NA,0.69095
E941_647,NA,0.8103,NA
E972_488,NA,0.61055,NA
E517_131,0.16206,NA,NA
E426_46,NA,0.05528,NA
E612_72,NA,0.08794,NA
E631_353,0.44095,NA,NA
E548_285,0.35553,NA,NA
E355_256,NA,0.3191,NA
E462_750,0.9397,NA,NA
E393_468,0.58543,NA,NA
E726_339,NA,NA,0.42337
E855_573,0.71734,NA,NA
E872_492,0.61558,NA,NA
E577_791,0.99121,NA,NA
E721_74,NA,0.09045,NA
E132_24,NA,NA,0.02764
E977_525,0.65704,NA,NA
E210_171,NA,0.21231,NA
E9_435,NA,0.54397,NA
E268_763,NA,NA,0.95603
E382_196,NA,NA,0.24372
E161_239,0.29774,NA,NA
E519_427,0.53392,NA,NA
E40_182,NA,0.22613,NA
E0_24,NA,NA,0.02764
E733_213,0.26508,NA,NA
E953_193,NA,NA,0.23995
E142_116,NA,0.14322,NA
E757_162,NA,0.20101,NA
E999_463,NA,0.57915,NA
E19_728,NA,0.91206,NA
E206_202,NA,NA,0.25126
E254_783,0.98116,NA,NA
E127_778,0.97487,NA,NA
E430_93,NA,0.11432,NA
E925_711,NA,0.8907,NA
E575_214,0.26633,NA,NA
E390_208,0.25879,NA,NA
E93_581,NA,0.72739,NA
E553_519,0.6495,NA,NA
E479_105,0.1294,NA,NA
E503_421,0.52638,NA,NA
E490_791,NA,NA,0.99121
E66_226,NA,0.28141,NA
E443_181,NA,0.22487,NA
E234_425,0.53141,NA,NA
E276_187,0.23241,NA,NA
E344_780,NA,0.97739,NA
E529_18,NA,NA,0.0201
E114_372,NA,NA,0.46482
E746_630,0.78894,NA,NA
E629_312,NA,0.38945,NA
E492_59,NA,0.07161,NA
E157_578,0.72362,NA,NA
E389_251,0.31281,NA,NA
E18_518,NA,0.64824,NA
E988_526,NA,0.65829,NA
E14_795,NA,0.99623,NA
E640_522,NA,0.65327,NA
E486_736,NA,0.92211,NA
E520_615,0.7701,NA,NA
E448_556,0.69598,NA,NA
E786_210,0.26131,NA,NA
E971_651,0.81533,NA,NA
E437_713,NA,NA,0.89322
E892_520,NA,0.65075,NA
E353_566,NA,0.70854,NA
E444_342,0.42714,NA,NA
E601_607,NA,0.76005,NA
E814_587,NA,NA,0.73492
E385_57,0.0691,NA,NA
E704_751,NA,0.94095,NA
E371_388,NA,NA,0.48492
E720_448,NA,NA,0.5603
E622_580,NA,NA,0.72613
E621_186,NA,NA,0.23116
E213_383,0.47864,NA,NA
E154_482,NA,0.60302,NA
E399_511,NA,NA,0.63945
E794_628,NA,0.78643,NA
E830_711,NA,0.8907,NA
E97_21,0.02387,NA,NA
E80_437,0.54648,NA,NA
E772_737,0.92337,NA,NA
E288_338,0.42211,NA,NA
E540_498,0.62312,NA,NA
E358_286,0.35678,NA,NA
E422_430,0.53769,NA,NA
E811_187,0.23241,NA,NA
E267_576,0.72111,NA,NA
E292_118,NA,0.14573,NA
E834_607,0.76005,NA,NA
E411_268,NA,0.33417,NA
E360_295,0.36809,NA,NA
E475_259,0.32286,NA,NA
E440_717,NA,0.89824,NA
E563_457,0.57161,NA,NA
E47_608,0.76131,NA,NA
E340_400,0.5,NA,NA
E463_766,NA,NA,0.9598
E994_291,NA,0.36307,NA
E617_214,NA,0.26633,NA
E323_44,NA,0.05276,NA
E436_668,NA,NA,0.83668
E233_171,NA,0.21231,NA
E122_499,NA,0.62437,NA
E20_658,NA,0.82412,NA
E124_736,NA,NA,0.92211
E858_409,0.51131,NA,NA
E658_21,NA,0.02387,NA
E458_637,NA,0.79774,NA
E336_331,NA,0.41332,NA
E573_611,0.76508,NA,NA
E558_69,NA,0.08417,NA
E468_621,NA,NA,0.77764
E140_100,NA,0.12312,NA
E981_553,0.69221,NA,NA
E423_282,NA,0.35176,NA
E139_154,NA,0.19095,NA
E679_789,0.98869,NA,NA
E929_534,0.66834,NA,NA
E237_21,NA,NA,0.02387
E441_513,0.64196,NA,NA
E91_519,0.6495,NA,NA
E584_511,NA,0.63945,NA
E795_243,NA,0.30276,NA
E643_287,0.35804,NA,NA
E192_671,0.84045,NA,NA
E942_426,0.53266,NA,NA
E947_517,0.64698,NA,NA
E131_414,NA,0.51759,NA
E938_164,NA,NA,0.20352
E844_509,0.63693,NA,NA
E550_116,NA,NA,0.14322
E172_494,NA,0.61809,NA
E962_765,NA,0.95854,NA
E893_277,0.34548,NA,NA
E181_389,0.48618,NA,NA
E266_221,0.27513,NA,NA
E365_128,NA,0.15829,NA
E594_565,NA,NA,0.70729
E485_588,0.73618,NA,NA
E524_451,NA,0.56407,NA
E943_782,NA,NA,0.9799
E319_311,0.38819,NA,NA
E195_146,NA,0.1809,NA
E2_122,0.15075,NA,NA
E482_538,0.67337,NA,NA
E809_441,NA,0.55151,NA
E249_382,NA,NA,0.47739
E714_501,NA,0.62688,NA
E180_271,NA,0.33794,NA
E156_511,NA,NA,0.63945
E351_503,NA,0.6294,NA
E5_225,0.28015,NA,NA
E185_736,NA,0.92211,NA
E741_422,0.52764,NA,NA
E10_319,NA,NA,0.39824
E835_28,0.03266,NA,NA
E850_645,NA,0.80779,NA
E727_355,NA,NA,0.44347
E429_5,NA,NA,0.00377
E910_569,NA,NA,0.71231
E294_331,0.41332,NA,NA
E759_147,0.18216,NA,NA
E841_33,NA,0.03894,NA
E585_796,NA,0.99749,NA
E413_192,0.23869,NA,NA
E453_479,NA,NA,0.59925
E404_69,0.08417,NA,NA
E544_752,NA,0.94221,NA
E498_470,0.58794,NA,NA
E30_246,0.30653,NA,NA
E352_222,NA,NA,0.27638
E839_796,NA,0.99749,NA
E650_342,NA,NA,0.42714
E207_246,NA,0.30653,NA
E635_766,NA,0.9598,NA
E335_291,NA,0.36307,NA
E87_600,NA,0.75126,NA
E35_341,0.42588,NA,NA
E636_339,NA,0.42337,NA
E334_636,0.79648,NA,NA
E350_41,0.04899,NA,NA
E203_276,NA,0.34422,NA
E454_782,0.9799,NA,NA
E750_342,0.42714,NA,NA
E397_33,0.03894,NA,NA
E191_599,NA,0.75,NA
E186_732,0.91709,NA,NA
E33_534,NA,0.66834,NA
E890_575,NA,0.71985,NA
E684_759,0.95101,NA,NA
E147_701,NA,NA,0.87814
E598_3,NA,NA,0.00126
E538_506,0.63317,NA,NA
E12_5,NA,NA,0.00377
E6_309,NA,NA,0.38568
E118_569,0.71231,NA,NA
E495_714,NA,0.89447,NA
E545_772,0.96734,NA,NA
E661_393,NA,0.49121,NA
E295_549,NA,0.68719,NA
E258_776,NA,0.97236,NA
E76_28,NA,NA,0.03266
E820_627,NA,0.78518,NA
E57_492,0.61558,NA,NA
E697_44,0.05276,NA,NA
E755_110,0.13568,NA,NA
E363_296,0.36935,NA,NA
E54_419,0.52387,NA,NA
E637_101,0.12437,NA,NA
E51_721,0.90327,NA,NA
E709_251,NA,NA,0.31281
E960_688,0.86181,NA,NA
E409_451,0.56407,NA,NA
E111_746,0.93467,NA,NA
E828_598,NA,0.74874,NA
E231_121,NA,0.1495,NA
E624_187,0.23241,NA,NA
E151_663,NA,0.8304,NA
E743_339,0.42337,NA,NA
E951_792,NA,NA,0.99246
E24_11,NA,NA,0.01131
E891_475,0.59422,NA,NA
E106_62,0.07538,NA,NA
E527_649,0.81281,NA,NA
E282_573,NA,NA,0.71734
E901_71,NA,NA,0.08668
E487_406,NA,0.50754,NA
E603_369,NA,0.46106,NA
E230_500,NA,NA,0.62563
E327_739,NA,0.92588,NA
E347_94,NA,0.11558,NA
E905_726,0.90955,NA,NA
E396_726,NA,0.90955,NA
E245_241,NA,0.30025,NA
E50_406,NA,0.50754,NA
E887_642,NA,0.80402,NA
E579_560,NA,NA,0.70101
E781_684,0.85678,NA,NA
E883_597,NA,0.74749,NA
E592_76,NA,0.09296,NA
E933_250,NA,NA,0.31156
E845_681,NA,NA,0.85302
E85_450,0.56281,NA,NA
E493_336,NA,0.4196,NA
E535_549,NA,0.68719,NA
E171_108,0.13317,NA,NA
E882_261,0.32538,NA,NA
E602_740,0.92714,NA,NA
E476_727,0.9108,NA,NA
E564_230,0.28643,NA,NA
E581_252,NA,0.31407,NA
E450_191,NA,NA,0.23744
E552_419,0.52387,NA,NA
E136_585,NA,0.73241,NA
E823_782,0.9799,NA,NA
E771_665,0.83291,NA,NA
E511_79,0.09673,NA,NA
E326_168,0.20854,NA,NA
E836_575,NA,NA,0.71985
E685_498,0.62312,NA,NA
E968_487,0.6093,NA,NA
E554_144,0.17839,NA,NA
E78_234,0.29146,NA,NA
E285_124,NA,0.15327,NA
E121_768,0.96231,NA,NA
E307_312,0.38945,NA,NA
E199_137,0.1696,NA,NA
E680_647,0.8103,NA,NA
E897_49,NA,0.05905,NA
E42_418,0.52261,NA,NA
E112_3,NA,0.00126,NA
E595_573,0.71734,NA,NA
E797_348,NA,0.43467,NA
E976_28,0.03266,NA,NA
E447_459,NA,NA,0.57412
E778_502,NA,0.62814,NA
E932_302,NA,NA,0.37688
E788_554,0.69347,NA,NA
E744_96,0.11809,NA,NA
E356_258,NA,0.32161,NA
E271_217,NA,NA,0.2701
E128_365,NA,0.45603,NA
E956_611,0.76508,NA,NA
E211_245,0.30528,NA,NA
E456_331,NA,0.41332,NA
E428_672,NA,NA,0.84171
E616_20,NA,NA,0.02261
E81_408,0.51005,NA,NA
E509_674,NA,NA,0.84422
E146_671,0.84045,NA,NA
E321_387,0.48367,NA,NA
E174_99,NA,0.12186,NA
E88_189,NA,0.23492,NA
E518_225,NA,0.28015,NA
E325_245,NA,0.30528,NA
E381_409,NA,NA,0.51131
E807_309,0.38568,NA,NA
E205_506,0.63317,NA,NA
E287_714,0.89447,NA,NA
E329_622,0.77889,NA,NA
E725_511,NA,0.63945,NA
E377_435,NA,0.54397,NA
E466_685,0.85804,NA,NA
E522_677,0.84799,NA,NA
E299_307,0.38317,NA,NA
E71_619,0.77513,NA,NA
E134_420,0.52513,NA,NA
E613_310,0.38693,NA,NA
E719_32,NA,0.03769,NA
E908_35,0.04146,NA,NA
E144_143,0.17714,NA,NA
E648_409,NA,0.51131,NA
E628_339,NA,0.42337,NA
E293_474,0.59296,NA,NA
E753_240,NA,NA,0.29899
E145_635,NA,NA,0.79523
E378_711,0.8907,NA,NA
E169_234,NA,0.29146,NA
E260_208,0.25879,NA,NA
E888_57,0.0691,NA,NA
E418_138,0.17085,NA,NA
E568_60,NA,0.07286,NA
E223_668,0.83668,NA,NA
E394_189,NA,0.23492,NA
E852_288,NA,0.3593,NA
E141_419,0.52387,NA,NA
E793_315,0.39322,NA,NA
E253_484,NA,0.60553,NA
E183_690,0.86432,NA,NA
E212_679,NA,0.8505,NA
E560_459,NA,NA,0.57412
E681_664,NA,NA,0.83166
E201_541,0.67714,NA,NA
E155_27,NA,0.03141,NA
E790_237,0.29523,NA,NA
E902_740,0.92714,NA,NA
E954_793,NA,0.99372,NA
E200_274,NA,0.34171,NA
E301_518,NA,NA,0.64824
E920_390,0.48744,NA,NA
E666_277,0.34548,NA,NA
E513_681,NA,0.85302,NA
E986_675,NA,0.84548,NA
E723_459,NA,NA,0.57412
E297_109,0.13442,NA,NA
E782_611,NA,0.76508,NA
E589_318,NA,0.39698,NA
E229_515,NA,NA,0.64447
E989_744,0.93216,NA,NA
E310_522,0.65327,NA,NA
E451_489,NA,NA,0.61181
E630_417,NA,0.52136,NA
E702_88,NA,0.10804,NA
E574_418,NA,0.52261,NA
E420_282,0.35176,NA,NA
E328_721,0.90327,NA,NA
E469_786,NA,0.98492,NA
E32_744,0.93216,NA,NA
E241_270,0.33668,NA,NA
E380_2,0.0,NA,NA
E401_748,NA,0.93719,NA
E70_473,0.59171,NA,NA
E153_798,NA,1.0,NA
E248_472,0.59045,NA,NA
E170_106,0.13065,NA,NA
E657_148,0.18342,NA,NA
E641_199,NA,0.24749,NA
E705_318,0.39698,NA,NA
E745_51,0.06156,NA,NA
E906_501,0.62688,NA,NA
E244_561,NA,0.70226,NA
E92_253,0.31533,NA,NA
E964_10,NA,NA,0.01005
E642_383,0.47864,NA,NA
E63_717,0.89824,NA,NA
E305_497,0.62186,NA,NA
E228_658,NA,0.82412,NA
E217_731,NA,0.91583,NA
E523_346,0.43216,NA,NA
E878_10,0.01005,NA,NA
E980_183,NA,0.22739,NA
E853_563,NA,NA,0.70477
E549_462,0.57789,NA,NA
E494_697,NA,0.87312,NA
E698_493,NA,NA,0.61683
E504_461,NA,0.57663,NA
E817_6,NA,0.00503,NA
E912_170,0.21106,NA,NA
E184_148,NA,0.18342,NA
E975_637,0.79774,NA,NA
E77_477,0.59673,NA,NA
E342_280,NA,NA,0.34925
E683_468,0.58543,NA,NA
E556_369,0.46106,NA,NA
E653_272,NA,NA,0.3392
E163_768,0.96231,NA,NA
E120_52,0.06281,NA,NA
E99_442,0.55276,NA,NA
E473_660,0.82663,NA,NA
E150_706,NA,NA,0.88442
E591_552,NA,NA,0.69095
E316_378,0.47236,NA,NA
E257_129,0.15955,NA,NA
E848_736,0.92211,NA,NA
E383_608,0.76131,NA,NA
E263_656,0.82161,NA,NA
E561_753,0.94347,NA,NA
E216_557,0.69724,NA,NA
E7_340,0.42462,NA,NA
E604_413,NA,0.51633,NA
E625_432,0.5402,NA,NA
E477_780,0.97739,NA,NA
E863_347,0.43342,NA,NA
E651_401,NA,0.50126,NA
E715_456,NA,NA,0.57035
E930_169,0.2098,NA,NA
E439_270,NA,0.33668,NA
E445_154,0.19095,NA,NA
E593_361,0.45101,NA,NA
E317_439,0.54899,NA,NA
E877_409,NA,0.51131,NA
E196_215,NA,0.26759,NA
E37_713,0.89322,NA,NA
E880_329,0.4108,NA,NA
E55_481,NA,0.60176,NA
E899_329,NA,0.4108,NA
E675_387,0.48367,NA,NA
E410_793,NA,0.99372,NA
E693_525,0.65704,NA,NA
E461_7,0.00628,NA,NA
E652_431,NA,0.53894,NA
E921_728,NA,0.91206,NA
E243_459,NA,0.57412,NA
E386_246,0.30653,NA,NA
E308_142,NA,0.17588,NA
E798_236,0.29397,NA,NA
E457_499,NA,NA,0.62437
E62_661,NA,NA,0.82789
E109_23,0.02638,NA,NA
E739_196,0.24372,NA,NA
E991_6,NA,NA,0.00503
E729_445,NA,NA,0.55653
E965_695,NA,0.8706,NA
E600_18,0.0201,NA,NA
E647_494,0.61809,NA,NA
E734_791,NA,NA,0.99121
E284_111,0.13693,NA,NA
E366_588,0.73618,NA,NA
E767_547,0.68467,NA,NA
E137_161,NA,0.19975,NA
E751_613,NA,NA,0.76759
E806_152,NA,0.18844,NA
E528_751,NA,NA,0.94095
E459_297,NA,0.3706,NA
E168_353,0.44095,NA,NA
E732_507,0.63442,NA,NA
E354_770,0.96482,NA,NA
E614_734,NA,0.9196,NA
E177_532,NA,0.66583,NA
E104_35,0.04146,NA,NA
E904_463,NA,0.57915,NA
E176_630,0.78894,NA,NA
E72_248,0.30905,NA,NA
E731_186,NA,NA,0.23116
E851_300,0.37437,NA,NA
E79_595,0.74497,NA,NA
E818_34,0.0402,NA,NA
E484_37,NA,0.04397,NA
E259_203,0.25251,NA,NA
E689_764,0.95729,NA,NA
E446_278,NA,0.34673,NA
E345_158,0.19598,NA,NA
E384_714,NA,NA,0.89447
E265_599,0.75,NA,NA
E632_175,NA,NA,0.21734
E61_183,NA,0.22739,NA
E302_614,0.76884,NA,NA
E808_794,NA,0.99497,NA
E405_514,NA,0.64322,NA
E98_431,NA,0.53894,NA
E900_37,NA,0.04397,NA
E854_484,NA,0.60553,NA
E766_798,NA,NA,1.0
E963_620,0.77638,NA,NA
E926_507,NA,0.63442,NA
E997_70,NA,0.08543,NA
E690_468,0.58543,NA,NA
E86_535,0.6696,NA,NA
E332_761,0.95352,NA,NA
E927_768,NA,0.96231,NA
E801_81,NA,0.09925,NA
E226_456,NA,0.57035,NA
E369_630,NA,0.78894,NA
E368_76,0.09296,NA,NA
E478_134,0.16583,NA,NA
E449_494,0.61809,NA,NA
E274_44,NA,NA,0.05276
E256_376,0.46985,NA,NA
E193_699,NA,0.87563,NA
E119_474,0.59296,NA,NA
E304_15,NA,0.01633,NA
E785_463,NA,0.57915,NA
E773_22,0.02513,NA,NA
E198_536,NA,0.67085,NA
E25_440,NA,0.55025,NA
E60_514,0.64322,NA,NA
E692_91,NA,0.11181,NA
E867_89,NA,NA,0.1093
E879_659,0.82538,NA,NA
E483_619,0.77513,NA,NA
E303_126,0.15578,NA,NA
E416_156,0.19347,NA,NA
E916_611,0.76508,NA,NA
E978_265,0.3304,NA,NA
E775_434,NA,0.54271,NA
E810_192,0.23869,NA,NA
E562_96,NA,0.11809,NA
E869_184,0.22864,NA,NA
E314_48,NA,0.05779,NA
E532_288,NA,NA,0.3593
E43_60,0.07286,NA,NA
E984_426,0.53266,NA,NA
E654_381,0.47613,NA,NA
E935_29,0.03392,NA,NA
E361_180,NA,0.22362,NA
E17_663,0.8304,NA,NA
E220_525,NA,NA,0.65704
E402_219,0.27261,NA,NA
E884_702,NA,0.8794,NA
E534_328,NA,0.40955,NA
E188_396,NA,0.49497,NA
E547_371,0.46357,NA,NA
E149_650,0.81407,NA,NA
E521_491,NA,0.61432,NA
E761_201,NA,0.25,NA
E331_161,0.19975,NA,NA
E756_512,0.6407,NA,NA
E862_12,0.01256,NA,NA
E663_718,NA,0.8995,NA
E526_296,0.36935,NA,NA
E551_138,NA,NA,0.17085
E512_44,NA,0.05276,NA
E59_413,0.51633,NA,NA
E922_733,0.91834,NA,NA
E668_736,0.92211,NA,NA
E559_727,0.9108,NA,NA
E343_295,0.36809,NA,NA
E571_477,NA,NA,0.59673
E74_141,0.17462,NA,NA
E173_353,NA,0.44095,NA
E194_660,NA,0.82663,NA
E722_480,NA,NA,0.6005
E789_389,0.48618,NA,NA
E65_627,0.78518,NA,NA
E298_125,0.15452,NA,NA
E442_613,0.76759,NA,NA
E115_457,0.57161,NA,NA
E101_202,0.25126,NA,NA
E923_548,NA,0.68593,NA
E840_154,0.19095,NA,NA
E34_192,NA,0.23869,NA
E26_539,NA,0.67462,NA
E803_741,NA,0.92839,NA
E235_333,0.41583,NA,NA
E875_229,0.28518,NA,NA
E586_34,0.0402,NA,NA
E135_79,0.09673,NA,NA
E261_321,NA,NA,0.40075
E280_167,NA,0.20729,NA
E784_601,NA,NA,0.75251
E768_248,0.30905,NA,NA
E107_417,0.52136,NA,NA
E375_591,NA,0.73995,NA
E805_736,0.92211,NA,NA
E339_337,NA,0.42085,NA
