,cl
E285,1
E286,1
E287,1
E288,1
E289,3
E290,2
E291,1
E292,0
E293,1
E294,0
E295,1
E296,2
E297,1
E298,1
E299,1
E300,2
E301,3
E302,2
E303,3
E304,2
E305,1
E306,3
E307,0
E308,1
E309,3
E310,1
E311,0
E312,1
E313,2
E314,1
E315,3
E316,1
E317,3
E318,3
E319,1
E320,0
E321,2
E322,2
E323,3
E324,3
E325,1
E326,1
E327,1
E328,1
E329,0
E330,3
E331,1
E332,1
E333,3
E334,1
E335,2
E336,0
E337,1
E338,2
E339,1
E340,3
E341,3
E342,1
E343,2
E344,1
E345,3
E346,1
E347,1
E348,2
E349,1
E350,3
E351,1
E352,1
E353,1
E354,3
E355,1
E356,2
E357,0
E358,3
E359,2
E360,1
E361,0
E362,2
E363,1
E364,3
E365,1
E366,3
E367,1
E368,1
E369,3
E370,1
E371,2
E372,3
E373,1
E374,1
E375,1
E376,1
E377,2
E378,1
E379,1
E380,1
E381,1
E382,3
E383,1
E384,3
E385,3
E386,1
E387,2
E388,3
E389,1
E390,1
E391,3
E392,3
E393,0
E394,3
E395,0
E396,1
E397,2
E398,0
E399,1
E400,1
E401,0
E402,1
E403,1
E404,0
E405,1
E406,3
E407,1
E408,3
E409,2
E410,2
E411,1
E412,1
E413,3
E414,1
E415,2
E416,1
E417,2
E418,0
E419,1
E420,1
E421,1
E422,0
E423,3
E424,1
E425,3
E426,3
E427,2
E428,1
E429,3
E430,1
E431,2
E432,1
E433,3
E434,1
E435,3
E436,1
E437,1
E438,3
E439,1
E440,1
E441,1
E442,1
E443,3
E444,3
E445,0
E446,1
E447,1
E448,2
E449,1
E450,3
E451,2
E452,0
E453,0
E454,1
E455,2
E456,3
E457,2
E458,1
E459,0
E460,3
E461,2
E462,1
E463,1
E464,2
E465,2
E466,1
E467,3
E468,3
E469,1
E470,0
E471,0
E472,3
E473,1
E474,2
E475,3
E476,3
E477,1
E478,1
E479,2
E480,1
E481,1
E482,3
E483,3
E484,2
E485,1
E486,1
E487,1
E488,1
E489,1
E490,1
E491,1
E492,3
E493,3
E494,1
E495,1
E496,3
E497,2
E498,1
E499,2
E500,3
E501,1
E502,3
E503,1
E504,2
E505,0
E506,2
E507,1
E508,1
E509,1
E510,3
E511,1
E512,1
E513,1
E514,0
E515,1
E516,1
E517,1
E518,1
E519,0
E520,1
E521,1
E522,1
E523,1
E524,1
E525,3
E526,1
E527,3
E528,1
E529,3
E530,1
E531,1
E532,1
E533,3
E534,1
E535,3
E536,1
E537,0
E538,3
E539,1
E540,3
E541,1
E542,1
E543,1
E544,1
E545,1
E546,0
E547,1
E548,1
E549,3
E550,1
E551,1
E552,0
E553,3
E554,2
E555,1
E556,3
E557,3
E558,1
E559,0
E560,3
E561,2
E562,3
E563,1
E564,0
E565,1
E566,1
E567,1
E568,1
E569,3
E570,2
E571,3
E572,1
E573,1
E574,3
E575,1
E576,3
E577,3
E578,1
E579,1
E580,1
E581,1
E582,3
E583,1
E584,0
E585,1
E586,0
E587,0
E588,1
E589,3
E590,0
E591,3
E592,2
E593,1
E594,3
E595,3
E596,1
E597,2
E598,0
E599,0
E600,1
E601,2
E602,0
E603,1
E604,3
E605,3
E606,0
E607,1
E608,1
E609,1
E610,1
E611,2
E612,3
E613,1
E614,0
E615,1
E616,3
E617,1
E618,3
E619,1
E620,2
E621,1
E622,3
E623,1
E624,3
E625,0
E626,1
E627,1
E628,2
E629,1
E630,3
E631,1
E632,0
E633,1
E634,3
E635,3
E636,1
E637,1
E638,1
E639,3
E640,0
E641,3
E642,2
E643,1
E644,1
E645,3
E646,1
E647,3
E648,3
E649,1
E650,3
E651,1
E652,1
E653,1
E654,1
E655,2
E656,0
E657,1
E658,0
E659,0
E660,3
E661,1
E662,0
E663,1
E664,0
E665,3
E666,3
E667,3
E668,0
E669,1
E670,1
E671,1
E672,3
E673,1
E674,1
E675,2
E676,1
E677,2
E678,1
E679,3
E680,2
E681,2
E682,2
E683,3
E684,1
E685,3
E686,3
E687,3
E688,3
E689,2
E690,0
E691,1
E692,3
E693,3
E694,1
E695,1
E696,1
E697,1
E698,1
E699,2
E700,0
E701,2
E702,1
E703,1
E704,2
E705,2
E706,2
E707,1
E708,0
E709,1
E710,1
E711,1
E712,1
E713,3
E714,1
E715,1
E716,0
E717,1
E718,1
E719,3
E720,2
E721,0
E722,0
E723,1
E724,0
E725,3
E726,1
E727,1
E728,1
E729,3
E730,2
E731,1
E732,2
E733,1
E734,1
E735,1
E736,0
E737,1
E738,0
E739,1
E740,2
E741,1
E742,0
E743,3
E744,3
E745,0
E746,1
E747,3
E748,1
E749,1
E750,3
E751,1
E752,1
E753,1
E754,1
E755,3
E756,1
E757,1
E758,1
E759,1
E760,0
E761,1
E762,2
E763,0
E764,1
E765,1
E766,1
E767,0
E768,3
E769,1
E770,3
E771,1
E772,3
E773,3
E774,1
E775,1
E776,3
E777,3
E778,1
E779,1
E780,1
E781,1
E782,0
E783,3
E784,3
E785,1
E786,3
E787,1
E788,1
E789,3
E790,1
E791,3
E792,2
E793,0
E794,3
E795,3
E796,3
E797,3
E798,1
E799,1
E800,1
E801,3
E802,1
E803,1
E804,1
E805,1
E806,3
E807,3
E808,1
E809,0
E810,1
E811,3
E812,3
E813,1
E814,1
E815,1
E816,1
E817,1
E818,1
E819,3
E820,3
E821,2
E822,3
E823,3
E824,1
E825,2
E826,3
E827,1
E828,0
E829,3
E830,0
E831,0
E832,0
E833,1
E834,3
E835,1
E836,3
E837,0
E838,0
E839,1
E840,3
E841,3
E842,1
E843,1
E844,3
E845,3
E846,3
E847,1
E848,0
E849,1
E850,1
E851,0
E852,3
E853,1
E854,3
E855,2
E856,3
E857,0
E858,1
E859,1
E860,1
E861,0
E862,1
E863,3
E864,2
E865,1
E866,0
E867,3
E868,1
E869,0
E870,0
E871,0
E872,2
E873,0
E874,1
E875,3
E876,1
E877,0
E878,1
E879,3
E880,3
E881,0
E882,1
E883,1
E884,1
E885,3
E886,3
E887,0
E888,3
E889,1
E890,1
E891,3
E892,2
E893,0
E894,1
E895,3
E896,1
E897,2
E898,2
E899,1
E900,1
E901,3
E902,1
E903,0
E904,3
E905,3
E906,1
E907,3
E908,2
E909,1
E910,3
E911,1
E912,1
E913,3
E914,0
E915,0
E916,3
E917,1
E918,1
E919,1
E920,1
E921,1
E922,1
E923,1
E924,1
E925,1
E926,2
E927,3
E928,0
E929,3
E930,3
E931,1
E932,1
E933,1
E934,1
E935,3
E936,3
E937,1
E938,1
E939,1
E940,1
E941,2
E942,0
E943,1
E944,1
E945,3
E946,1
E947,1
E948,1
E949,1
E950,1
E951,3
E952,3
E953,1
E954,1
E955,1
E956,3
E957,1
E958,3
E959,1
E960,1
E961,2
E962,1
E963,1
E964,1
E965,3
E966,3
E967,3
E968,1
E969,3
E970,0
E971,0
E972,1
E973,1
E974,2
E975,3
E976,1
E977,3
E978,3
E979,1
E980,1
E981,1
E982,3
E983,2
E984,1
E985,3
E986,2
E987,2
E988,3
E989,0
E990,1
E991,3
E992,3
E993,3
E994,1
E995,1
E996,0
E997,1
E998,1
E999,1
